Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.398088E+02   0.299814E+02   0.210789E+02   0.315374E+02   0.240117E+02   0.130182E-01   0.862297E-02   0.102533E-01   0.267598E-01   0.471730E-02  -0.953980E+03
   0.396063E+02   0.300294E+02   0.210860E+02   0.308505E+02   0.245906E+02   0.478194E-02   0.128273E-01   0.288448E-02   0.446992E-02   0.471730E-02  -0.950375E+03
   0.398645E+02   0.300873E+02   0.209958E+02   0.307338E+02   0.244343E+02   0.922180E-02   0.723147E-02   0.998345E-03   0.203529E-01   0.670996E-02  -0.951455E+03
   0.399452E+02   0.299639E+02   0.210282E+02   0.309803E+02   0.245283E+02   0.956269E-03   0.969788E-02   0.160170E-02   0.811815E-02   0.841128E-02  -0.949398E+03
   0.399767E+02   0.298766E+02   0.210928E+02   0.304137E+02   0.245534E+02   0.428384E-02   0.184785E-01   0.441553E-02   0.896041E-02   0.207862E-02  -0.951677E+03
   0.398053E+02   0.300053E+02   0.209873E+02   0.316053E+02   0.246930E+02   0.632839E-02   0.509447E-02   0.456915E-02   0.105002E-01   0.590359E-03  -0.949798E+03
   0.397361E+02   0.300053E+02   0.211954E+02   0.307946E+02   0.246930E+02   0.802011E-02   0.377856E-02   0.571009E-02   0.221664E-02   0.590359E-03  -0.950715E+03
   0.394252E+02   0.300567E+02   0.210128E+02   0.313520E+02   0.246126E+02   0.508256E-02   0.121827E-02   0.189409E-02   0.495650E-01   0.740372E-02  -0.955996E+03
   0.400775E+02   0.300567E+02   0.210910E+02   0.313520E+02   0.241854E+02   0.755151E-02   0.140574E-02   0.511420E-02   0.309137E-03   0.310347E-02  -0.948034E+03
   0.400775E+02   0.300567E+02   0.210910E+02   0.312234E+02   0.243319E+02   0.188196E-03   0.293837E-01   0.224562E-03   0.309137E-03   0.659478E-02  -0.950417E+03
   0.397509E+02   0.299168E+02   0.211074E+02   0.327661E+02   0.240922E+02   0.924451E-02   0.171694E-01   0.244583E-01   0.291731E-02   0.131704E-01  -0.957457E+03
   0.401593E+02   0.298777E+02   0.210382E+02   0.313703E+02   0.243128E+02   0.449221E-02   0.174098E-01   0.102147E-01   0.327819E-01   0.658260E-02  -0.954180E+03
   0.397821E+02   0.298777E+02   0.210193E+02   0.309503E+02   0.242949E+02   0.594554E-03   0.900248E-05   0.351166E-02   0.216902E-01   0.102362E-01  -0.951257E+03
   0.395239E+02   0.301648E+02   0.210185E+02   0.316537E+02   0.247911E+02   0.118271E-01   0.452666E-02   0.102116E-02   0.977308E-02   0.171082E-02  -0.952190E+03
   0.396485E+02   0.300737E+02   0.211007E+02   0.314788E+02   0.240536E+02   0.144180E-02   0.954912E-02   0.185444E-02   0.117108E-02   0.123544E-01  -0.950629E+03
   0.396889E+02   0.300737E+02   0.210284E+02   0.317277E+02   0.247015E+02   0.106784E-01   0.386092E-03   0.364330E-03   0.117108E-02   0.123544E-01  -0.949495E+03
   0.400797E+02   0.298793E+02   0.210284E+02   0.317958E+02   0.245345E+02   0.594014E-02   0.122826E-01   0.317337E-02   0.547941E-02   0.997830E-02  -0.950931E+03
   0.401086E+02   0.300908E+02   0.210621E+02   0.318589E+02   0.244497E+02   0.118345E-01   0.439007E-03   0.187973E-01   0.905078E-02   0.444642E-02  -0.951759E+03
   0.395911E+02   0.301123E+02   0.210456E+02   0.318897E+02   0.242593E+02   0.636002E-02   0.507246E-02   0.479491E-04   0.127093E-01   0.251077E-03  -0.950725E+03
   0.398146E+02   0.299999E+02   0.211174E+02   0.315830E+02   0.250896E+02   0.144052E-01   0.114965E-01   0.769523E-02   0.207077E-01   0.501456E-02  -0.954660E+03
   0.398146E+02   0.299636E+02   0.210031E+02   0.310507E+02   0.242502E+02   0.964981E-02   0.883064E-02   0.191285E-01   0.757353E-01   0.472946E-01  -0.962641E+03
   0.399036E+02   0.300468E+02   0.210120E+02   0.310042E+02   0.241231E+02   0.764766E-02   0.120864E-02   0.647756E-02   0.878696E-02   0.449959E-01  -0.953600E+03
   0.400021E+02   0.300060E+02   0.210060E+02   0.315738E+02   0.246199E+02   0.476621E-02   0.120864E-02   0.603771E-02   0.723407E-02   0.136153E-01  -0.949977E+03
   0.399473E+02   0.300801E+02   0.210207E+02   0.305984E+02   0.245187E+02   0.877239E-02   0.124048E-01   0.280311E-02   0.149773E-02   0.460766E-02  -0.949996E+03
   0.399119E+02   0.298760E+02   0.211814E+02   0.309058E+02   0.241849E+02   0.134178E-01   0.870452E-02   0.807456E-02   0.744503E-02   0.433214E-03  -0.952373E+03
   0.397547E+02   0.298760E+02   0.211814E+02   0.309012E+02   0.241849E+02   0.400596E-02   0.475892E-03   0.392663E-02   0.919794E-02   0.167829E-01  -0.951666E+03
   0.400782E+02   0.300100E+02   0.211407E+02   0.312291E+02   0.246772E+02   0.111870E-01   0.475892E-03   0.497237E-02   0.454390E-02   0.625013E-02  -0.949467E+03
   0.396822E+02   0.300100E+02   0.210926E+02   0.320300E+02   0.240841E+02   0.737134E-03   0.474513E-03   0.668600E-02   0.501003E-02   0.900350E-02  -0.950769E+03
   0.401575E+02   0.300100E+02   0.210122E+02   0.313258E+02   0.243816E+02   0.116145E-01   0.916630E-03   0.103777E-01   0.434906E-02   0.711689E-02  -0.950471E+03
   0.393348E+02   0.300506E+02   0.210670E+02   0.311130E+02   0.245343E+02   0.116145E-01   0.206103E-03   0.192665E-01   0.270817E-02   0.204885E-02  -0.953105E+03
   0.401094E+02   0.301109E+02   0.210121E+02   0.306298E+02   0.245343E+02   0.487368E-02   0.443545E-02   0.815411E-02   0.217654E-01   0.925631E-02  -0.953139E+03
   0.398147E+02   0.301109E+02   0.210615E+02   0.306298E+02   0.246514E+02   0.571050E-02   0.298417E-01   0.123466E-02   0.202844E-01   0.247896E-03  -0.953248E+03
   0.399231E+02   0.300554E+02   0.212001E+02   0.308548E+02   0.239016E+02   0.187940E-02   0.736745E-02   0.112400E-01   0.204573E-01   0.624862E-02  -0.954892E+03
   0.396849E+02   0.299577E+02   0.211357E+02   0.310745E+02   0.249728E+02   0.423892E-02   0.693246E-02   0.627775E-03   0.249269E-01   0.161101E-01  -0.954749E+03
   0.396751E+02   0.299979E+02   0.210914E+02   0.315201E+02   0.249141E+02   0.138817E-02   0.190244E-01   0.775313E-02   0.824713E-02   0.117741E-01  -0.953726E+03
   0.398929E+02   0.299660E+02   0.210914E+02   0.317081E+02   0.244453E+02   0.194194E-02   0.147775E-01   0.349807E-02   0.139033E-01   0.282514E-02  -0.950054E+03
   0.398331E+02   0.299972E+02   0.210914E+02   0.318512E+02   0.238414E+02   0.827004E-02   0.626898E-02   0.206632E-02   0.137011E-01   0.246421E-01  -0.953620E+03
   0.398238E+02   0.299107E+02   0.210504E+02   0.320426E+02   0.241151E+02   0.858830E-02   0.726564E-02   0.975858E-02   0.877239E-02   0.122270E-01  -0.952207E+03
   0.396859E+02   0.299090E+02   0.210745E+02   0.320426E+02   0.245163E+02   0.312191E-03   0.257107E-02   0.496208E-02   0.128053E-01   0.949893E-02  -0.951657E+03
   0.397213E+02   0.299152E+02   0.210745E+02   0.310240E+02   0.243930E+02   0.896280E-02   0.517322E-02   0.110900E-02   0.433049E-02   0.572580E-02  -0.948535E+03
   0.399809E+02   0.298411E+02   0.211134E+02   0.310291E+02   0.245271E+02   0.109260E-01   0.222755E-01   0.375370E-02   0.335183E-03   0.150128E-02  -0.950622E+03
   0.396487E+02   0.300531E+02   0.210420E+02   0.312788E+02   0.248440E+02   0.681769E-02   0.182997E-01   0.515100E-03   0.111944E-01   0.150128E-02  -0.951314E+03
   0.399836E+02   0.299561E+02   0.210852E+02   0.312788E+02   0.243114E+02   0.147633E-02   0.283764E-02   0.151403E-02   0.118437E-02   0.150128E-02  -0.946776E+03
   0.399836E+02   0.300848E+02   0.211071E+02   0.321446E+02   0.241638E+02   0.383351E-02   0.653757E-02   0.322546E-01   0.684028E-03   0.368033E-02  -0.953000E+03
   0.397132E+02   0.298852E+02   0.210813E+02   0.308118E+02   0.242675E+02   0.395099E-02   0.110850E-01   0.343242E-02   0.400794E-02   0.652066E-02  -0.950085E+03
   0.399047E+02   0.301095E+02   0.211420E+02   0.306582E+02   0.247453E+02   0.110021E-01   0.208660E-01   0.738591E-01   0.456192E-02   0.118050E-01  -0.960375E+03
   0.398699E+02   0.299451E+02   0.210949E+02   0.307861E+02   0.244903E+02   0.103674E-01   0.376122E-02   0.380595E-02   0.162336E-02   0.215678E-01  -0.950030E+03
   0.400119E+02   0.299451E+02   0.211114E+02   0.314489E+02   0.241343E+02   0.432937E-02   0.132991E-01   0.926922E-02   0.939342E-02   0.410992E-02  -0.950205E+03
   0.400991E+02   0.299740E+02   0.210892E+02   0.316048E+02   0.242221E+02   0.388489E-02   0.722973E-02   0.122123E-01   0.182386E-02   0.337353E-02  -0.949193E+03
   0.400991E+02   0.299740E+02   0.210944E+02   0.315198E+02   0.245938E+02   0.516485E-02   0.227197E-01   0.619144E-02   0.738591E-02   0.149869E-02  -0.950488E+03
   0.398473E+02   0.300103E+02   0.210461E+02   0.311853E+02   0.245938E+02   0.265701E-02   0.128703E-01   0.213044E-02   0.798007E-02   0.674289E-01  -0.955422E+03
   0.399009E+02   0.299357E+02   0.209795E+02   0.315879E+02   0.242646E+02   0.120607E-01   0.272800E-02   0.214389E-01   0.920365E-03   0.264519E-01  -0.953966E+03
   0.397797E+02   0.300067E+02   0.210612E+02   0.306052E+02   0.248386E+02   0.734312E-02   0.324962E-02   0.186525E-02   0.920365E-03   0.196388E-01  -0.950841E+03
   0.401894E+02   0.300039E+02   0.209802E+02   0.312873E+02   0.245678E+02   0.129906E-03   0.334509E-02   0.186525E-02   0.782082E-02   0.136231E-01  -0.951243E+03
   0.399382E+02   0.300039E+02   0.210916E+02   0.315582E+02   0.244494E+02   0.798813E-02   0.546809E-02   0.171479E-01   0.800671E-02   0.461797E-02  -0.949658E+03
   0.398522E+02   0.302017E+02   0.210685E+02   0.322134E+02   0.242649E+02   0.946194E-02   0.131705E-01   0.312190E-02   0.383675E-03   0.208391E-02  -0.952110E+03
   0.399618E+02   0.298105E+02   0.211246E+02   0.320816E+02   0.247811E+02   0.118661E-01   0.251634E-03   0.668030E-02   0.956515E-02   0.290458E-02  -0.952031E+03
   0.401924E+02   0.298411E+02   0.211061E+02   0.314207E+02   0.241814E+02   0.959863E-02   0.264549E-01   0.336689E-02   0.359180E-01   0.294206E-01  -0.958099E+03
   0.398088E+02   0.299733E+02   0.211061E+02   0.314207E+02   0.244718E+02   0.766650E-02   0.247126E-01   0.608143E-02   0.607104E-01   0.617739E-03  -0.955452E+03
   0.398088E+02   0.300255E+02   0.211061E+02   0.309608E+02   0.244718E+02   0.170493E-02   0.305548E-01   0.115226E-01   0.363930E-03   0.124125E-01  -0.952169E+03
   0.401930E+02   0.301642E+02   0.210232E+02   0.304069E+02   0.245749E+02   0.457426E-02   0.794571E-02   0.554907E-02   0.227292E-01   0.645630E-02  -0.955191E+03
   0.401930E+02   0.298733E+02   0.210232E+02   0.316264E+02   0.248069E+02   0.342427E-02   0.106199E-01   0.488989E-02   0.162682E-02   0.858061E-03  -0.951444E+03
   0.395405E+02   0.299656E+02   0.210064E+02   0.314083E+02   0.239681E+02   0.342427E-02   0.201623E-01   0.824995E-02   0.102383E-01   0.103167E-01  -0.954882E+03
   0.399047E+02   0.299656E+02   0.210507E+02   0.314831E+02   0.239896E+02   0.140383E-02   0.426330E-02   0.541517E-03   0.330273E-03   0.643200E-02  -0.948420E+03
   0.393843E+02   0.299656E+02   0.210507E+02   0.317395E+02   0.245952E+02   0.690489E-02   0.426330E-02   0.541517E-03   0.105844E-01   0.813874E-02  -0.952927E+03
   0.394496E+02   0.300012E+02   0.210540E+02   0.309323E+02   0.245952E+02   0.338137E-02   0.222913E-02   0.541517E-03   0.108072E-02   0.134764E-03  -0.949973E+03
   0.399811E+02   0.299156E+02   0.210634E+02   0.316285E+02   0.242605E+02   0.773592E-02   0.161117E-02   0.169013E-01   0.116896E-01   0.219658E-02  -0.949903E+03
   0.399811E+02   0.299995E+02   0.210634E+02   0.317253E+02   0.243120E+02   0.790702E-03   0.218710E-01   0.694855E-02   0.424881E-02   0.109868E-02  -0.949982E+03
   0.400852E+02   0.301293E+02   0.211641E+02   0.322138E+02   0.245050E+02   0.131309E-01   0.734259E-02   0.150162E-01   0.963549E-03   0.198618E-02  -0.953689E+03
   0.398598E+02   0.297916E+02   0.211490E+02   0.307264E+02   0.242306E+02   0.106522E-01   0.688355E-02   0.271524E-01   0.354801E-01   0.480291E-02  -0.957172E+03
   0.394547E+02   0.297916E+02   0.211490E+02   0.313486E+02   0.243747E+02   0.118729E-01   0.315000E-02   0.705902E-02   0.916789E-02   0.116478E-01  -0.954984E+03
   0.399888E+02   0.299487E+02   0.210616E+02   0.312134E+02   0.243572E+02   0.760570E-02   0.472689E-03   0.658541E-03   0.535988E-02   0.210692E-02  -0.946979E+03
   0.398443E+02   0.297371E+02   0.210617E+02   0.301528E+02   0.243572E+02   0.101351E-01   0.472689E-03   0.177633E-01   0.641676E-02   0.136464E-01  -0.956363E+03
   0.396616E+02   0.298322E+02   0.210691E+02   0.308133E+02   0.242469E+02   0.484579E-02   0.152891E-01   0.123416E-02   0.744272E-02   0.178688E-01  -0.953071E+03
   0.400820E+02   0.300642E+02   0.212400E+02   0.314355E+02   0.244236E+02   0.320355E-02   0.197129E-01   0.257149E-01   0.883243E-02   0.854400E-02  -0.957141E+03
   0.396757E+02   0.299090E+02   0.211393E+02   0.311985E+02   0.244011E+02   0.447365E-02   0.194534E-01   0.502034E-02   0.172171E-01   0.122309E-01  -0.952846E+03
   0.398717E+02   0.299491E+02   0.210558E+02   0.311699E+02   0.245461E+02   0.868556E-02   0.212348E-01   0.547764E-02   0.766759E-02   0.570252E-02  -0.950329E+03
   0.398717E+02   0.300067E+02   0.211341E+02   0.303807E+02   0.245275E+02   0.388413E-02   0.139669E-01   0.676886E-02   0.489721E-02   0.262491E-02  -0.951169E+03
   0.396494E+02   0.300503E+02   0.211403E+02   0.308327E+02   0.246636E+02   0.129471E-01   0.214697E-01   0.166883E-01   0.173369E-01   0.229334E-01  -0.956984E+03
   0.401409E+02   0.299390E+02   0.209930E+02   0.317180E+02   0.248614E+02   0.618637E-02   0.753413E-02   0.360766E-01   0.422687E-02   0.916030E-02  -0.955115E+03
   0.396233E+02   0.299371E+02   0.209930E+02   0.308844E+02   0.242002E+02   0.590273E-02   0.160512E-02   0.578049E-02   0.746231E-02   0.396413E-02  -0.950834E+03
   0.401625E+02   0.298813E+02   0.210064E+02   0.314864E+02   0.241059E+02   0.689758E-04   0.796535E-03   0.328592E-03   0.629709E-02   0.620835E-02  -0.950161E+03
   0.398249E+02   0.299082E+02   0.210834E+02   0.308839E+02   0.241480E+02   0.289403E-02   0.477590E-02   0.267239E-02   0.823970E-02   0.436246E-02  -0.949014E+03
   0.396650E+02   0.299251E+02   0.211193E+02   0.318202E+02   0.244221E+02   0.825825E-02   0.968226E-04   0.479505E-02   0.440762E-02   0.396925E-02  -0.949112E+03
   0.399330E+02   0.300598E+02   0.210947E+02   0.318202E+02   0.247788E+02   0.107828E-01   0.134760E-02   0.899903E-03   0.848653E-02   0.427705E-02  -0.949409E+03
   0.395614E+02   0.301278E+02   0.209744E+02   0.305314E+02   0.243657E+02   0.900205E-02   0.109006E-01   0.558499E-02   0.843896E-02   0.418253E-02  -0.953808E+03
   0.402838E+02   0.302728E+02   0.209962E+02   0.310080E+02   0.245273E+02   0.102975E-01   0.105940E-01   0.144208E-01   0.842950E-02   0.109917E-01  -0.957517E+03
   0.400289E+02   0.299658E+02   0.210933E+02   0.310080E+02   0.244057E+02   0.108056E-01   0.535462E-02   0.303141E-02   0.947756E-02   0.162915E-01  -0.950316E+03
   0.397863E+02   0.299244E+02   0.211515E+02   0.305224E+02   0.244057E+02   0.360818E-02   0.783861E-02   0.249365E-01   0.111982E-01   0.862850E-02  -0.953530E+03
   0.399859E+02   0.299468E+02   0.211515E+02   0.311262E+02   0.247620E+02   0.280206E-02   0.254565E-03   0.586979E-02   0.151120E-01   0.861535E-02  -0.950963E+03
   0.401853E+02   0.299468E+02   0.210640E+02   0.319326E+02   0.242034E+02   0.560409E-02   0.135730E-03   0.272010E-02   0.239103E-02   0.177369E-01  -0.950384E+03
   0.398387E+02   0.299574E+02   0.210640E+02   0.318553E+02   0.242034E+02   0.179382E-02   0.584263E-02   0.534138E-02   0.191189E-01   0.112787E-01  -0.951236E+03
   0.398387E+02   0.299574E+02   0.210831E+02   0.310225E+02   0.242764E+02   0.268209E-02   0.203756E-02   0.812396E-02   0.769063E-02   0.221640E-01  -0.950184E+03
   0.398058E+02   0.299574E+02   0.210342E+02   0.326957E+02   0.243117E+02   0.104140E-01   0.446373E-02   0.444869E-02   0.220468E-01   0.296437E-01  -0.956660E+03
   0.397183E+02   0.298458E+02   0.210619E+02   0.320054E+02   0.245148E+02   0.447995E-02   0.319145E-02   0.992800E-02   0.846514E-02   0.543313E-02  -0.951625E+03
   0.397183E+02   0.300772E+02   0.211381E+02   0.304432E+02   0.245148E+02   0.360246E-02   0.170577E-01   0.302274E-01   0.547645E-02   0.788619E-02  -0.955293E+03
   0.397629E+02   0.299497E+02   0.210099E+02   0.306469E+02   0.245148E+02   0.823054E-02   0.133920E-01   0.523954E-02   0.340067E-04   0.255627E-02  -0.949933E+03
   0.404091E+02   0.300071E+02   0.210798E+02   0.319013E+02   0.245148E+02   0.135971E-02   0.167559E-01   0.728554E-02   0.340067E-04   0.345610E-02  -0.953293E+03
   0.401989E+02   0.301050E+02   0.211210E+02   0.313494E+02   0.243522E+02   0.598438E-02   0.197161E-02   0.826778E-02   0.407367E-01   0.381662E-02  -0.953674E+03
   0.400214E+02   0.300197E+02   0.211341E+02   0.313494E+02   0.244693E+02   0.213621E-02   0.197161E-02   0.108850E-01   0.195061E-01   0.377622E-02  -0.950347E+03
   0.395895E+02   0.299704E+02   0.210665E+02   0.312898E+02   0.244693E+02   0.378388E-02   0.554846E-03   0.125158E-02   0.651116E-02   0.837213E-02  -0.949130E+03
   0.398533E+02   0.301281E+02   0.210034E+02   0.312135E+02   0.244068E+02   0.460144E-02   0.655165E-02   0.442515E-02   0.181168E-01   0.153943E-02  -0.950731E+03
   0.402850E+02   0.299792E+02   0.210655E+02   0.319915E+02   0.243666E+02   0.643156E-03   0.286501E-02   0.656883E-02   0.131564E-01   0.251484E-02  -0.951687E+03
   0.397940E+02   0.301241E+02   0.210251E+02   0.319915E+02   0.246287E+02   0.489700E-02   0.158930E-01   0.238374E-01   0.458994E-02   0.201490E-01  -0.955212E+03
   0.397413E+02   0.299846E+02   0.211987E+02   0.310717E+02   0.246336E+02   0.102961E-01   0.150300E-01   0.264844E-02   0.606562E-02   0.255457E-02  -0.951451E+03
   0.395460E+02   0.299846E+02   0.211071E+02   0.310795E+02   0.238400E+02   0.583509E-02   0.393796E-02   0.392136E-02   0.606562E-02   0.121961E-01  -0.952530E+03
   0.401248E+02   0.298664E+02   0.211607E+02   0.317059E+02   0.238833E+02   0.390670E-02   0.227699E-01   0.411142E-02   0.658451E-02   0.266594E-02  -0.953457E+03
   0.399714E+02   0.299975E+02   0.210364E+02   0.312762E+02   0.241259E+02   0.463457E-02   0.115921E-02   0.132643E-01   0.294197E-01   0.297519E-02  -0.951325E+03
   0.400533E+02   0.299975E+02   0.211081E+02   0.312762E+02   0.241442E+02   0.859895E-02   0.115921E-02   0.775726E-05   0.104741E-01   0.107642E-01  -0.949163E+03
   0.400533E+02   0.300960E+02   0.211081E+02   0.306967E+02   0.249093E+02   0.100488E-01   0.137840E-01   0.267258E-01   0.526410E-02   0.182706E-02  -0.954314E+03
   0.397455E+02   0.301321E+02   0.209526E+02   0.316104E+02   0.244705E+02   0.406505E-02   0.238886E-01   0.137767E-02   0.194296E-01   0.116133E-02  -0.954072E+03
   0.398057E+02   0.300898E+02   0.210909E+02   0.317684E+02   0.245484E+02   0.342691E-02   0.966882E-02   0.244926E-02   0.646401E-02   0.220997E-02  -0.949614E+03
   0.397155E+02   0.298253E+02   0.211151E+02   0.307860E+02   0.245869E+02   0.609709E-02   0.444409E-02   0.423625E-02   0.160955E-01   0.618341E-03  -0.951315E+03
   0.400038E+02   0.299000E+02   0.211151E+02   0.305568E+02   0.244590E+02   0.394394E-03   0.746284E-02   0.545240E-02   0.145412E-01   0.388260E-01  -0.954462E+03
   0.400764E+02   0.299122E+02   0.211994E+02   0.316767E+02   0.244590E+02   0.804635E-02   0.939536E-02   0.129108E-01   0.120449E-01   0.899845E-03  -0.952245E+03
   0.401156E+02   0.299122E+02   0.210398E+02   0.310476E+02   0.242246E+02   0.658870E-02   0.278562E-02   0.687196E-03   0.395967E-01   0.512187E-02  -0.952013E+03
   0.397394E+02   0.300240E+02   0.211177E+02   0.319589E+02   0.243155E+02   0.973090E-03   0.126840E-01   0.472901E-02   0.144571E-01   0.289717E-01  -0.953999E+03
   0.394358E+02   0.300125E+02   0.211036E+02   0.314634E+02   0.243410E+02   0.456048E-02   0.705727E-02   0.129487E-01   0.182692E-01   0.928941E-02  -0.953843E+03
   0.398794E+02   0.301251E+02   0.210060E+02   0.319828E+02   0.246786E+02   0.641649E-02   0.319611E-02   0.570054E-02   0.325688E-02   0.861002E-03  -0.950308E+03
   0.396623E+02   0.301251E+02   0.210348E+02   0.306124E+02   0.242860E+02   0.651342E-02   0.178395E-01   0.437214E-03   0.121114E-02   0.282381E-02  -0.951139E+03
   0.399637E+02   0.299987E+02   0.210014E+02   0.308407E+02   0.245001E+02   0.407682E-02   0.306661E-01   0.437214E-03   0.204323E-02   0.317079E-02  -0.950786E+03
   0.399338E+02   0.299987E+02   0.211131E+02   0.315356E+02   0.241653E+02   0.678539E-02   0.497157E-02   0.171083E-01   0.351533E-03   0.306431E-01  -0.951848E+03
   0.396083E+02   0.301442E+02   0.209838E+02   0.311070E+02   0.246956E+02   0.468747E-02   0.216146E-01   0.340280E-01   0.343507E-02   0.362424E-01  -0.959371E+03
   0.395259E+02   0.301442E+02   0.209838E+02   0.322781E+02   0.246956E+02   0.802902E-02   0.147149E-01   0.416223E-03   0.190560E-02   0.129537E-02  -0.954004E+03
   0.401074E+02   0.300580E+02   0.210078E+02   0.313666E+02   0.245746E+02   0.127323E-01   0.400816E-01   0.202114E-01   0.814053E-02   0.414057E-01  -0.959476E+03
   0.401074E+02   0.298995E+02   0.209739E+02   0.316917E+02   0.248110E+02   0.111005E-01   0.109537E-01   0.230376E-01   0.180329E-01   0.550496E-02  -0.955559E+03
   0.400908E+02   0.300140E+02   0.211446E+02   0.319607E+02   0.242722E+02   0.137123E-01   0.441949E-02   0.158502E-01   0.416555E-02   0.137823E-02  -0.952121E+03
   0.395105E+02   0.299910E+02   0.209808E+02   0.303700E+02   0.240931E+02   0.115419E-01   0.212952E-02   0.283105E-02   0.266880E-02   0.721722E-02  -0.954016E+03
   0.397870E+02   0.300500E+02   0.210697E+02   0.315673E+02   0.244475E+02   0.107477E-01   0.711103E-02   0.349143E-02   0.644510E-02   0.328373E-01  -0.951890E+03
   0.397870E+02   0.300213E+02   0.211295E+02   0.314672E+02   0.240124E+02   0.119599E-01   0.262521E-01   0.152571E-01   0.761599E-02   0.426303E-01  -0.957815E+03
   0.397870E+02   0.299142E+02   0.211305E+02   0.315881E+02   0.247646E+02   0.848621E-02   0.340095E-01   0.890339E-03   0.119011E-01   0.222806E-01  -0.954642E+03
   0.400135E+02   0.298708E+02   0.211123E+02   0.310968E+02   0.242292E+02   0.562876E-02   0.151120E-01   0.902257E-02   0.136303E-02   0.135501E-02  -0.949583E+03
   0.401777E+02   0.298693E+02   0.210786E+02   0.316719E+02   0.242292E+02   0.330011E-02   0.216516E-01   0.172766E-01   0.302434E-03   0.272479E-01  -0.954593E+03
   0.403462E+02   0.300622E+02   0.211797E+02   0.318034E+02   0.248144E+02   0.114439E-01   0.183883E-01   0.940053E-02   0.600217E-02   0.820346E-02  -0.956254E+03
   0.402538E+02   0.300915E+02   0.209052E+02   0.319217E+02   0.249839E+02   0.956911E-02   0.227444E-02   0.134639E-01   0.236628E-03   0.202706E-01  -0.957490E+03
   0.396289E+02   0.299994E+02   0.209969E+02   0.315116E+02   0.244769E+02   0.293008E-02   0.286853E-01   0.251806E-02   0.990636E-02   0.135563E-01  -0.953555E+03
   0.398753E+02   0.298140E+02   0.211896E+02   0.315116E+02   0.244769E+02   0.104005E-01   0.170519E-02   0.251806E-02   0.115452E-01   0.175226E-01  -0.952574E+03
   0.401447E+02   0.298608E+02   0.211268E+02   0.310800E+02   0.244769E+02   0.752062E-02   0.221173E-02   0.983148E-02   0.416594E-02   0.778824E-02  -0.950102E+03
   0.399618E+02   0.300950E+02   0.210022E+02   0.318896E+02   0.247919E+02   0.140454E-01   0.221173E-02   0.106804E-02   0.103755E-01   0.812755E-02  -0.952060E+03
   0.399696E+02   0.302401E+02   0.210380E+02   0.318854E+02   0.246719E+02   0.956779E-02   0.271109E-01   0.290316E-02   0.583756E-02   0.168041E-02  -0.954308E+03
   0.399775E+02   0.299737E+02   0.210993E+02   0.310564E+02   0.244427E+02   0.365130E-02   0.271674E-01   0.917574E-02   0.112057E-01   0.375016E-02  -0.951207E+03
   0.402132E+02   0.298574E+02   0.210206E+02   0.317706E+02   0.245749E+02   0.613916E-02   0.694929E-02   0.736949E-03   0.291549E-03   0.220014E-01  -0.951981E+03
   0.397039E+02   0.298515E+02   0.210096E+02   0.314568E+02   0.245749E+02   0.124647E-02   0.186658E-02   0.714117E-02   0.291549E-03   0.200982E-01  -0.951877E+03
   0.400217E+02   0.298486E+02   0.210752E+02   0.305221E+02   0.239353E+02   0.874224E-02   0.120069E-01   0.188696E-01   0.102057E-01   0.170626E-01  -0.955837E+03
   0.399537E+02   0.300206E+02   0.212003E+02   0.310717E+02   0.242051E+02   0.173697E-02   0.584124E-02   0.264725E-02   0.515024E-02   0.719070E-02  -0.950587E+03
   0.397425E+02   0.300276E+02   0.210363E+02   0.316441E+02   0.247592E+02   0.781710E-02   0.223036E-01   0.121150E-01   0.142636E-01   0.154295E-02  -0.952564E+03
   0.402473E+02   0.300039E+02   0.210021E+02   0.313810E+02   0.244312E+02   0.916010E-02   0.176335E-01   0.134174E-01   0.460917E-02   0.459426E-02  -0.952366E+03
   0.397907E+02   0.301632E+02   0.210368E+02   0.312487E+02   0.244938E+02   0.136521E-01   0.349261E-02   0.828892E-03   0.140010E-01   0.198443E-03  -0.950901E+03
   0.402193E+02   0.300473E+02   0.211001E+02   0.314660E+02   0.244671E+02   0.116791E-01   0.191725E-01   0.828892E-03   0.821936E-02   0.888087E-02  -0.952117E+03
   0.399201E+02   0.299653E+02   0.211001E+02   0.309181E+02   0.244671E+02   0.124079E-02   0.113278E-01   0.179238E-02   0.190132E-01   0.708075E-02  -0.950299E+03
   0.397763E+02   0.299898E+02   0.211192E+02   0.313295E+02   0.244671E+02   0.813690E-02   0.915152E-02   0.367461E-02   0.129135E-01   0.708075E-02  -0.949722E+03
   0.397273E+02   0.299898E+02   0.210639E+02   0.308009E+02   0.244671E+02   0.120527E-01   0.245471E-01   0.458027E-02   0.114811E-01   0.124913E-02  -0.951950E+03
   0.400152E+02   0.298131E+02   0.210699E+02   0.316988E+02   0.247169E+02   0.107096E-01   0.101817E-01   0.135875E-01   0.155421E-03   0.887469E-02  -0.952136E+03
   0.401027E+02   0.299100E+02   0.210549E+02   0.324452E+02   0.241014E+02   0.905908E-02   0.193212E-01   0.572288E-02   0.155421E-03   0.741389E-02  -0.953541E+03
