Kmin_MC_a0    Kmin_MC_a1    Kmin_MC_a2    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Q_mult_e1_n1  Q_mult_e1_n2  Q_mult_e2_n1  Q_mult_e2_n2  Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.324120E+02  0.113185E+02  0.988491E-01  0.350409E+02  0.133407E+01  0.396011E+01  0.106889E+01  0.112269E+01  0.117494E+01  0.129624E+01  0.525900E-01  0.290715E-02  0.635538E-02  0.105426E-01  0.135053E-01 -0.104128E+04
  0.324120E+02  0.112783E+02  0.988491E-01  0.346046E+02  0.189134E+01  0.396011E+01  0.106889E+01  0.112269E+01  0.116851E+01  0.129624E+01  0.525900E-01  0.123825E-01  0.635538E-02  0.105426E-01  0.135053E-01 -0.104104E+04
  0.322177E+02  0.112783E+02  0.988491E-01  0.346046E+02  0.189134E+01  0.462834E+01  0.105354E+01  0.112875E+01  0.116851E+01  0.129624E+01  0.525900E-01  0.427639E-02  0.635538E-02  0.105426E-01  0.163014E-01 -0.104291E+04
  0.322177E+02  0.112783E+02  0.988491E-01  0.346046E+02  0.189134E+01  0.520260E+01  0.105354E+01  0.140634E+01  0.115568E+01  0.129624E+01  0.525900E-01  0.601503E-02  0.132224E-01  0.147325E-01  0.163014E-01 -0.104647E+04
  0.322177E+02  0.114841E+02  0.988491E-01  0.346046E+02  0.189134E+01  0.520260E+01  0.105354E+01  0.136216E+01  0.115568E+01  0.129624E+01  0.525900E-01  0.181380E-01  0.132224E-01  0.147325E-01  0.833852E-02 -0.104567E+04
  0.322177E+02  0.114841E+02  0.988491E-01  0.354690E+02  0.189134E+01  0.397264E+01  0.105665E+01  0.101579E+01  0.115568E+01  0.129624E+01  0.561374E-01  0.298651E-02  0.132224E-01  0.118089E-02  0.833852E-02 -0.104154E+04
  0.322177E+02  0.114841E+02  0.988491E-01  0.353870E+02  0.395815E+01  0.397264E+01  0.105665E+01  0.101579E+01  0.113988E+01  0.129624E+01  0.547824E-01  0.298651E-02  0.158593E-01  0.133262E-01  0.833852E-02 -0.104270E+04
  0.322177E+02  0.114841E+02  0.988491E-01  0.353870E+02  0.395815E+01  0.397264E+01  0.105665E+01  0.101579E+01  0.113988E+01  0.131483E+01  0.547824E-01  0.298651E-02  0.178638E-01  0.231589E-01  0.833852E-02 -0.104314E+04
  0.322177E+02  0.114841E+02  0.988491E-01  0.346765E+02  0.395815E+01  0.397264E+01  0.105665E+01  0.101579E+01  0.114043E+01  0.131483E+01  0.537681E-01  0.298651E-02  0.131943E-01  0.257896E-01  0.833852E-02 -0.104178E+04
  0.322177E+02  0.122031E+02  0.988491E-01  0.346765E+02  0.395815E+01  0.137489E+01  0.105665E+01  0.101579E+01  0.114043E+01  0.131483E+01  0.537681E-01  0.298651E-02  0.131943E-01  0.257896E-01  0.833852E-02 -0.104378E+04
  0.322177E+02  0.122031E+02  0.988491E-01  0.346765E+02  0.382161E+01  0.137489E+01  0.105665E+01  0.101579E+01  0.113109E+01  0.131483E+01  0.497926E-01  0.246115E-02  0.197725E-01  0.257896E-01  0.833852E-02 -0.104235E+04
  0.323580E+02  0.122031E+02  0.298386E+00  0.346805E+02  0.382161E+01  0.137489E+01  0.105665E+01  0.101579E+01  0.113891E+01  0.131483E+01  0.497926E-01  0.246115E-02  0.181740E-01  0.179480E-01  0.833852E-02 -0.104169E+04
  0.323580E+02  0.122031E+02  0.670373E+00  0.346805E+02  0.382161E+01  0.153560E+01  0.105665E+01  0.101579E+01  0.113891E+01  0.132565E+01  0.497926E-01  0.246115E-02  0.954262E-02  0.313977E-01  0.833852E-02 -0.104205E+04
  0.323580E+02  0.122031E+02  0.670373E+00  0.346805E+02  0.382161E+01  0.153560E+01  0.105665E+01  0.101579E+01  0.113891E+01  0.132565E+01  0.497926E-01  0.246115E-02  0.954262E-02  0.193963E-01  0.833852E-02 -0.104085E+04
  0.323580E+02  0.122031E+02  0.670373E+00  0.352071E+02  0.382161E+01  0.153560E+01  0.105665E+01  0.101579E+01  0.113891E+01  0.132565E+01  0.530944E-01  0.226532E-02  0.954262E-02  0.161172E-01  0.833852E-02 -0.104165E+04
  0.323580E+02  0.122031E+02  0.670373E+00  0.355572E+02  0.382161E+01  0.153560E+01  0.105665E+01  0.101579E+01  0.113891E+01  0.135416E+01  0.530944E-01  0.226532E-02  0.954262E-02  0.161172E-01  0.833852E-02 -0.104226E+04
  0.323580E+02  0.121892E+02  0.670373E+00  0.355572E+02  0.502110E+01  0.571434E+00  0.105665E+01  0.101579E+01  0.113956E+01  0.135416E+01  0.530944E-01  0.226532E-02  0.667613E-02  0.161172E-01  0.833852E-02 -0.104333E+04
  0.323580E+02  0.121892E+02  0.160615E+00  0.355572E+02  0.502110E+01  0.571434E+00  0.105665E+01  0.101579E+01  0.113956E+01  0.135416E+01  0.530944E-01  0.226532E-02  0.897152E-02  0.161172E-01  0.833852E-02 -0.104413E+04
  0.323580E+02  0.121892E+02  0.160615E+00  0.355572E+02  0.502110E+01  0.258013E+01  0.105665E+01  0.945574E+00  0.113956E+01  0.135416E+01  0.496851E-01  0.226532E-02  0.115645E-01  0.281454E-02  0.833852E-02 -0.104182E+04
  0.323580E+02  0.121892E+02  0.160615E+00  0.355572E+02  0.502110E+01  0.258013E+01  0.106108E+01  0.945574E+00  0.113956E+01  0.135416E+01  0.516137E-01  0.226532E-02  0.717372E-02  0.281454E-02  0.833852E-02 -0.104077E+04
  0.323580E+02  0.121892E+02  0.160615E+00  0.355572E+02  0.515495E+01  0.258013E+01  0.106108E+01  0.945574E+00  0.113956E+01  0.132251E+01  0.502071E-01  0.170083E-01  0.717372E-02  0.281454E-02  0.128216E-01 -0.104258E+04
  0.323580E+02  0.121892E+02  0.160615E+00  0.339938E+02  0.515495E+01  0.258013E+01  0.106616E+01  0.945574E+00  0.113956E+01  0.132251E+01  0.502071E-01  0.144405E-01  0.201254E-01  0.281454E-02  0.128216E-01 -0.104319E+04
  0.323580E+02  0.114313E+02  0.160615E+00  0.345138E+02  0.515495E+01  0.258013E+01  0.106616E+01  0.945574E+00  0.113956E+01  0.132251E+01  0.502071E-01  0.144405E-01  0.273681E-01  0.281454E-02  0.105379E-01 -0.104316E+04
  0.323580E+02  0.114313E+02  0.160615E+00  0.345138E+02  0.515495E+01  0.258013E+01  0.106616E+01  0.945574E+00  0.113956E+01  0.132251E+01  0.502071E-01  0.144405E-01  0.684564E-02  0.281454E-02  0.105379E-01 -0.104111E+04
  0.323580E+02  0.114313E+02  0.160615E+00  0.345138E+02  0.515495E+01  0.258013E+01  0.106500E+01  0.945574E+00  0.113956E+01  0.130659E+01  0.499032E-01  0.144405E-01  0.553947E-02  0.281454E-02  0.967796E-03 -0.104038E+04
  0.320040E+02  0.114313E+02 -0.273764E+00  0.345138E+02  0.515495E+01  0.317852E+01  0.106500E+01  0.945574E+00  0.113956E+01  0.130659E+01  0.521663E-01  0.144405E-01  0.553947E-02  0.281454E-02  0.967796E-03 -0.104046E+04
  0.320040E+02  0.114313E+02 -0.306883E-02  0.334914E+02  0.515495E+01  0.317852E+01  0.106500E+01  0.945574E+00  0.113956E+01  0.130659E+01  0.477147E-01  0.137014E-01  0.553947E-02  0.281454E-02  0.161525E-01 -0.104316E+04
  0.320040E+02  0.114313E+02 -0.306883E-02  0.334914E+02  0.515495E+01  0.113238E+01  0.106500E+01  0.945574E+00  0.113956E+01  0.130659E+01  0.477147E-01  0.137014E-01  0.553947E-02  0.281454E-02  0.193898E-01 -0.104321E+04
  0.322514E+02  0.114313E+02 -0.306883E-02  0.347771E+02  0.454421E+01  0.113238E+01  0.106500E+01  0.945574E+00  0.113956E+01  0.130659E+01  0.477147E-01  0.108205E-01  0.553947E-02  0.171495E-04  0.193898E-01 -0.104111E+04
  0.320602E+02  0.114313E+02 -0.306883E-02  0.347771E+02  0.454421E+01  0.113238E+01  0.105103E+01  0.945574E+00  0.114043E+01  0.130659E+01  0.509242E-01  0.108205E-01  0.790171E-02  0.171495E-04  0.193898E-01 -0.104165E+04
  0.319407E+02  0.114313E+02 -0.306883E-02  0.347771E+02  0.454421E+01  0.113238E+01  0.105429E+01  0.945574E+00  0.114043E+01  0.130659E+01  0.509242E-01  0.108205E-01  0.790171E-02  0.171495E-04  0.193898E-01 -0.104028E+04
  0.318145E+02  0.114313E+02 -0.306883E-02  0.347771E+02  0.454421E+01  0.931954E+00  0.105429E+01  0.945574E+00  0.112077E+01  0.135964E+01  0.509242E-01  0.154565E-01  0.138554E-02  0.171495E-04  0.300203E-01 -0.104203E+04
  0.318145E+02  0.115126E+02 -0.306883E-02  0.347771E+02  0.454421E+01  0.931954E+00  0.105429E+01  0.945574E+00  0.112077E+01  0.135964E+01  0.487596E-01  0.180008E-01  0.307722E-02  0.171495E-04  0.306855E-01 -0.104234E+04
  0.318145E+02  0.115126E+02 -0.306883E-02  0.343796E+02  0.641333E+01  0.931954E+00  0.105429E+01  0.945574E+00  0.112077E+01  0.135964E+01  0.521613E-01  0.157114E-01  0.140261E-01  0.152672E-01  0.234810E-01 -0.104717E+04
  0.318145E+02  0.115126E+02 -0.306883E-02  0.343796E+02  0.641333E+01  0.302184E+01  0.105429E+01  0.945574E+00  0.112077E+01  0.136164E+01  0.542244E-01  0.368323E-01  0.158886E-01  0.235117E-01  0.113248E-01 -0.105078E+04
  0.318145E+02  0.115126E+02 -0.158195E+00  0.353585E+02  0.641333E+01  0.302184E+01  0.105568E+01  0.945574E+00  0.113202E+01  0.126719E+01  0.480457E-01  0.368323E-01  0.327572E-01  0.233374E-01  0.612679E-02 -0.105369E+04
  0.318145E+02  0.115126E+02 -0.158195E+00  0.353585E+02  0.641333E+01  0.433141E+01  0.105568E+01  0.945574E+00  0.113202E+01  0.126719E+01  0.502667E-01  0.368323E-01  0.327572E-01  0.233374E-01  0.612679E-02 -0.105336E+04
  0.318145E+02  0.115126E+02 -0.158195E+00  0.352629E+02  0.213873E-01  0.433141E+01  0.105539E+01  0.945574E+00  0.113812E+01  0.127868E+01  0.502667E-01  0.280330E-01  0.387416E-01  0.217925E-01  0.612679E-02 -0.105121E+04
  0.318145E+02  0.115126E+02 -0.158195E+00  0.352629E+02  0.332183E+01  0.433141E+01  0.105539E+01  0.107199E+01  0.113812E+01  0.133344E+01  0.502667E-01  0.161824E-01  0.182505E-01  0.217925E-01  0.612679E-02 -0.104356E+04
  0.318145E+02  0.110568E+02 -0.158195E+00  0.352629E+02  0.332183E+01  0.433141E+01  0.105539E+01  0.115371E+01  0.113812E+01  0.133344E+01  0.502667E-01  0.263055E-01  0.182505E-01  0.217925E-01  0.612679E-02 -0.104481E+04
  0.318145E+02  0.115655E+02 -0.158195E+00  0.352629E+02  0.209897E+01  0.433141E+01  0.105539E+01  0.115371E+01  0.113812E+01  0.133344E+01  0.502667E-01  0.146930E-01  0.182505E-01  0.217925E-01  0.327515E-03 -0.104461E+04
  0.318145E+02  0.115655E+02 -0.158195E+00  0.352629E+02  0.309819E+01  0.449629E+01  0.105539E+01  0.115371E+01  0.113812E+01  0.133344E+01  0.502667E-01  0.274201E-02  0.108629E-01  0.857232E-03  0.327515E-03 -0.104007E+04
  0.318145E+02  0.112439E+02 -0.158195E+00  0.352629E+02  0.309819E+01  0.449629E+01  0.105071E+01  0.115371E+01  0.113492E+01  0.133344E+01  0.502667E-01  0.274201E-02  0.101619E-02  0.857232E-03  0.643217E-02 -0.103749E+04
  0.318145E+02  0.112439E+02 -0.158195E+00  0.349982E+02  0.309819E+01  0.477426E+01  0.105071E+01  0.115371E+01  0.112852E+01  0.129868E+01  0.502667E-01  0.922672E-02  0.170879E-02  0.857232E-03  0.643217E-02 -0.103847E+04
  0.318145E+02  0.112439E+02 -0.158195E+00  0.349982E+02  0.588922E+01  0.477426E+01  0.103737E+01  0.115371E+01  0.112070E+01  0.129868E+01  0.502667E-01  0.657613E-02  0.170879E-02  0.140764E-02  0.643217E-02 -0.104557E+04
  0.318145E+02  0.112821E+02 -0.158195E+00  0.351057E+02  0.588922E+01  0.477426E+01  0.103737E+01  0.115371E+01  0.113065E+01  0.128957E+01  0.502667E-01  0.367197E-02  0.170879E-02  0.140764E-02  0.643217E-02 -0.104451E+04
  0.317973E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.588922E+01  0.477426E+01  0.103737E+01  0.115371E+01  0.113065E+01  0.133940E+01  0.502667E-01  0.367197E-02  0.170879E-02  0.469392E-02  0.643217E-02 -0.104412E+04
  0.317973E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.588922E+01  0.477426E+01  0.103737E+01  0.115371E+01  0.113065E+01  0.133940E+01  0.502667E-01  0.367197E-02  0.170879E-02  0.469392E-02  0.643217E-02 -0.104412E+04
  0.317973E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.255472E+01  0.477426E+01  0.104190E+01  0.108083E+01  0.113065E+01  0.133940E+01  0.502667E-01  0.367197E-02  0.119024E-02  0.469392E-02  0.267298E-02 -0.103957E+04
  0.317973E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.255472E+01  0.477426E+01  0.104190E+01  0.108083E+01  0.113065E+01  0.133940E+01  0.502667E-01  0.367197E-02  0.119024E-02  0.711719E-03  0.761446E-02 -0.103967E+04
  0.317973E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.287578E+01  0.233482E+01  0.104190E+01  0.108083E+01  0.113065E+01  0.133940E+01  0.546514E-01  0.191856E-01  0.119024E-02  0.711719E-03  0.761446E-02 -0.104090E+04
  0.315507E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.287578E+01  0.233482E+01  0.104190E+01  0.108083E+01  0.111823E+01  0.133940E+01  0.546514E-01  0.185401E-01  0.119024E-02  0.711719E-03  0.761446E-02 -0.103962E+04
  0.315507E+02  0.112821E+02 -0.158195E+00  0.351255E+02  0.437494E+01  0.233482E+01  0.104190E+01  0.108083E+01  0.111823E+01  0.132906E+01  0.474489E-01  0.155499E-01  0.119024E-02  0.379165E-02  0.761446E-02 -0.103827E+04
  0.315507E+02  0.112821E+02 -0.158195E+00  0.354033E+02  0.307267E+01  0.233482E+01  0.104190E+01  0.108083E+01  0.111823E+01  0.132906E+01  0.511720E-01  0.189669E-01  0.119024E-02  0.379165E-02  0.761446E-02 -0.103916E+04
  0.315507E+02  0.112821E+02  0.380770E+00  0.354033E+02  0.307267E+01  0.233482E+01  0.104567E+01  0.108083E+01  0.111823E+01  0.132906E+01  0.511720E-01  0.190961E-01  0.119024E-02  0.379165E-02  0.107573E-01 -0.104075E+04
  0.315507E+02  0.112821E+02 -0.622630E+00  0.354033E+02  0.307267E+01  0.325340E+01  0.103693E+01  0.107555E+01  0.111823E+01  0.132906E+01  0.504594E-01  0.713005E-02  0.119024E-02  0.269818E-02  0.112833E-01 -0.103991E+04
  0.315507E+02  0.112821E+02 -0.622630E+00  0.353286E+02  0.501750E+01  0.325340E+01  0.103737E+01  0.107555E+01  0.111451E+01  0.132906E+01  0.504594E-01  0.713005E-02  0.119024E-02  0.269818E-02  0.225587E-01 -0.104150E+04
  0.315507E+02  0.112821E+02 -0.622630E+00  0.345178E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.113219E+01  0.111451E+01  0.129915E+01  0.504594E-01  0.713005E-02  0.119024E-02  0.934071E-02  0.370597E-01 -0.104372E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.345178E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.113219E+01  0.111451E+01  0.129915E+01  0.559864E-01  0.577214E-02  0.119024E-02  0.234523E-01  0.565347E-01 -0.104845E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.339230E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.933298E+00  0.111451E+01  0.128374E+01  0.559864E-01  0.669160E-02  0.119024E-02  0.234523E-01  0.565347E-01 -0.104883E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.339230E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.933298E+00  0.111451E+01  0.125811E+01  0.502768E-01  0.669160E-02  0.119024E-02  0.234523E-01  0.565347E-01 -0.104824E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.326114E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.933298E+00  0.111451E+01  0.125811E+01  0.502768E-01  0.206883E-02  0.852762E-02  0.132931E-01  0.565347E-01 -0.104788E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.325224E+02  0.501750E+01  0.106289E+01  0.103737E+01  0.933298E+00  0.111451E+01  0.125811E+01  0.502768E-01  0.206883E-02  0.137758E-01  0.132931E-01  0.499214E-01 -0.104799E+04
  0.314825E+02  0.112821E+02 -0.622630E+00  0.325090E+02  0.501750E+01  0.442537E+00  0.103737E+01  0.933298E+00  0.110843E+01  0.125811E+01  0.502768E-01  0.206883E-02  0.137758E-01  0.185609E-02  0.580015E-01 -0.104831E+04
  0.314105E+02  0.112821E+02 -0.622630E+00  0.325090E+02  0.340626E+01  0.442537E+00  0.103737E+01  0.933298E+00  0.110843E+01  0.125811E+01  0.533654E-01  0.206883E-02  0.137758E-01  0.146580E-01  0.507142E-01 -0.104880E+04
  0.314105E+02  0.112821E+02 -0.622630E+00  0.325090E+02  0.301011E+01  0.442537E+00  0.103737E+01  0.933298E+00  0.110843E+01  0.125811E+01  0.526088E-01  0.172701E-01  0.647369E-04  0.146580E-01  0.507142E-01 -0.104912E+04
  0.313540E+02  0.112821E+02 -0.622630E+00  0.340214E+02  0.200664E+01  0.359981E+01  0.103737E+01  0.933298E+00  0.110843E+01  0.125811E+01  0.526088E-01  0.410429E-01  0.647369E-04  0.250618E-01  0.652380E-01 -0.105147E+04
  0.313540E+02  0.112821E+02 -0.622630E+00  0.340214E+02  0.190985E+01  0.476828E+01  0.103737E+01  0.924944E+00  0.110592E+01  0.125811E+01  0.535765E-01  0.435483E-01  0.647369E-04  0.250618E-01  0.652380E-01 -0.105271E+04
  0.313089E+02  0.112821E+02 -0.622630E+00  0.340214E+02  0.190985E+01  0.569864E+01  0.103737E+01  0.924944E+00  0.110592E+01  0.125811E+01  0.535765E-01  0.201271E-01  0.310633E-02  0.250618E-01  0.652380E-01 -0.105142E+04
  0.313089E+02  0.112821E+02 -0.622630E+00  0.343879E+02  0.190985E+01  0.569864E+01  0.103737E+01  0.924944E+00  0.110592E+01  0.121735E+01  0.535765E-01  0.193962E-01  0.310633E-02  0.250618E-01  0.332471E-01 -0.105099E+04
  0.313089E+02  0.112821E+02 -0.622630E+00  0.336544E+02  0.190985E+01  0.455689E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.121735E+01  0.535765E-01  0.213216E-01  0.283372E-02  0.233655E-01  0.332471E-01 -0.104841E+04
  0.313433E+02  0.112821E+02 -0.622630E+00  0.332686E+02  0.178128E+01  0.455689E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.121735E+01  0.535765E-01  0.213216E-01  0.227315E-03  0.233655E-01  0.332471E-01 -0.104803E+04
  0.314037E+02  0.117866E+02 -0.844273E-01  0.340570E+02  0.178128E+01  0.357612E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128192E+01  0.526532E-01  0.224725E-01  0.227315E-03  0.663228E-02  0.321553E-01 -0.104363E+04
  0.315875E+02  0.117866E+02 -0.844273E-01  0.341604E+02  0.178128E+01  0.549066E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.526532E-01  0.137677E-01  0.227315E-03  0.663228E-02  0.201783E-02 -0.104082E+04
  0.315875E+02  0.117866E+02 -0.844273E-01  0.341604E+02  0.207907E+01  0.345679E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.540616E-01  0.137677E-01  0.227315E-03  0.663228E-02  0.201783E-02 -0.103963E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341604E+02  0.207907E+01  0.190330E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.540616E-01  0.137677E-01  0.227315E-03  0.564639E-02  0.201783E-02 -0.103972E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341604E+02  0.562366E+01  0.190330E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.442475E-01  0.386260E-02  0.227315E-03  0.837574E-02  0.201783E-02 -0.103865E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341604E+02  0.616407E+01  0.190330E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.442475E-01  0.458251E-02  0.413348E-03  0.837574E-02  0.102172E-01 -0.104051E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.336118E+02  0.616407E+01  0.282230E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.471693E-01  0.458251E-02  0.413348E-03  0.837574E-02  0.102172E-01 -0.104003E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.336118E+02  0.616407E+01  0.715830E-01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.471693E-01  0.458251E-02  0.413348E-03  0.837574E-02  0.102172E-01 -0.104113E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341837E+02  0.616407E+01  0.376224E+01  0.103737E+01  0.973640E+00  0.110592E+01  0.128752E+01  0.471693E-01  0.458251E-02  0.413348E-03  0.687637E-03  0.102172E-01 -0.103937E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341837E+02  0.456066E+01  0.376224E+01  0.103737E+01  0.973640E+00  0.110200E+01  0.126717E+01  0.471693E-01  0.458251E-02  0.987145E-02  0.687637E-03  0.102172E-01 -0.103861E+04
  0.315148E+02  0.117866E+02 -0.844273E-01  0.341837E+02  0.456066E+01  0.292189E+01  0.103737E+01  0.973640E+00  0.110200E+01  0.126717E+01  0.444747E-01  0.458251E-02  0.127505E-01  0.687637E-03  0.102172E-01 -0.103956E+04
  0.315148E+02  0.117866E+02  0.355679E+00  0.341837E+02  0.456066E+01  0.292189E+01  0.103737E+01  0.973640E+00  0.110200E+01  0.127871E+01  0.547431E-01  0.458251E-02  0.127505E-01  0.687637E-03  0.149724E-01 -0.104108E+04
  0.315148E+02  0.117866E+02  0.355679E+00  0.342116E+02  0.456066E+01  0.292189E+01  0.103737E+01  0.973640E+00  0.110200E+01  0.127871E+01  0.547431E-01  0.458251E-02  0.127505E-01  0.687637E-03  0.149724E-01 -0.104110E+04
  0.313298E+02  0.117866E+02  0.355679E+00  0.334998E+02  0.456066E+01  0.292509E+01  0.103737E+01  0.114575E+01  0.110200E+01  0.128547E+01  0.484992E-01  0.458251E-02  0.127505E-01  0.687637E-03  0.149724E-01 -0.104114E+04
  0.314109E+02  0.117866E+02  0.355679E+00  0.334998E+02  0.456066E+01  0.292509E+01  0.103737E+01  0.114575E+01  0.110200E+01  0.128547E+01  0.484992E-01  0.102822E-01  0.856171E-02  0.687637E-03  0.149724E-01 -0.104009E+04
  0.314109E+02  0.117866E+02 -0.322329E+00  0.334998E+02  0.456066E+01  0.292509E+01  0.103737E+01  0.114575E+01  0.110200E+01  0.128547E+01  0.484992E-01  0.102822E-01  0.856171E-02  0.687637E-03  0.149724E-01 -0.104128E+04
  0.314109E+02  0.117866E+02 -0.322329E+00  0.336503E+02  0.456066E+01  0.292509E+01  0.103737E+01  0.114575E+01  0.110200E+01  0.128522E+01  0.496674E-01  0.580738E-04  0.184070E-02  0.687637E-03  0.149724E-01 -0.103947E+04
  0.314109E+02  0.117866E+02 -0.322329E+00  0.336503E+02  0.456066E+01  0.292509E+01  0.103737E+01  0.114575E+01  0.110200E+01  0.128522E+01  0.448602E-01  0.580738E-04  0.184070E-02  0.687637E-03  0.149724E-01 -0.103978E+04
  0.314109E+02  0.117866E+02 -0.322329E+00  0.336503E+02  0.486254E+01  0.231952E+01  0.103737E+01  0.845515E+00  0.110200E+01  0.128522E+01  0.519876E-01  0.580738E-04  0.184070E-02  0.687637E-03  0.149724E-01 -0.104074E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.486254E+01  0.231952E+01  0.103737E+01  0.845515E+00  0.110200E+01  0.126057E+01  0.478960E-01  0.549001E-02  0.809165E-03  0.554923E-02  0.149724E-01 -0.104197E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.486254E+01  0.474407E+01  0.103737E+01  0.105599E+01  0.110200E+01  0.125761E+01  0.486569E-01  0.549001E-02  0.512450E-02  0.531246E-02  0.211491E-01 -0.104242E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.486254E+01  0.474407E+01  0.103737E+01  0.105945E+01  0.110200E+01  0.125761E+01  0.450301E-01  0.549001E-02  0.109280E-01  0.531246E-02  0.211491E-01 -0.104343E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.285768E+01  0.474407E+01  0.103737E+01  0.105945E+01  0.110200E+01  0.124060E+01  0.450301E-01  0.102832E-01  0.148094E-01  0.531246E-02  0.274611E-01 -0.104466E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.285768E+01  0.474407E+01  0.103737E+01  0.105945E+01  0.109420E+01  0.124060E+01  0.450301E-01  0.962285E-02  0.148094E-01  0.220578E-02  0.361765E-01 -0.104683E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330334E+02  0.285768E+01  0.474407E+01  0.103737E+01  0.114048E+01  0.109420E+01  0.124060E+01  0.450301E-01  0.272750E-02  0.137664E-01  0.105994E-01  0.359391E-01 -0.104735E+04
  0.315883E+02  0.117866E+02 -0.322329E+00  0.330626E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.114048E+01  0.109420E+01  0.124060E+01  0.478569E-01  0.851341E-02  0.896654E-02  0.105994E-01  0.265259E-01 -0.104530E+04
  0.315883E+02  0.117866E+02 -0.211119E+00  0.330626E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.114048E+01  0.110778E+01  0.124060E+01  0.478569E-01  0.584166E-02  0.896654E-02  0.105994E-01  0.274842E-01 -0.104266E+04
  0.315883E+02  0.117866E+02 -0.211119E+00  0.339564E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.114048E+01  0.110778E+01  0.124060E+01  0.478569E-01  0.584166E-02  0.896654E-02  0.105994E-01  0.241246E-01 -0.104249E+04
  0.315883E+02  0.117866E+02 -0.211119E+00  0.339564E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.114048E+01  0.110778E+01  0.128481E+01  0.478569E-01  0.584166E-02  0.187654E-02  0.442686E-02  0.886901E-03 -0.103780E+04
  0.315646E+02  0.117866E+02 -0.211119E+00  0.335102E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.905508E+00  0.112064E+01  0.124715E+01  0.465244E-01  0.584166E-02  0.187654E-02  0.717022E-02  0.886901E-03 -0.103922E+04
  0.315646E+02  0.117866E+02 -0.211119E+00  0.335102E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.905508E+00  0.112064E+01  0.124715E+01  0.553774E-01  0.584166E-02  0.187654E-02  0.717022E-02  0.886901E-03 -0.104116E+04
  0.315646E+02  0.117866E+02 -0.211119E+00  0.335102E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.905508E+00  0.112064E+01  0.126969E+01  0.467993E-01  0.584166E-02  0.187654E-02  0.199381E-01  0.886901E-03 -0.104087E+04
  0.315646E+02  0.117866E+02 -0.211119E+00  0.341626E+02  0.366010E+01  0.474407E+01  0.103737E+01  0.905508E+00  0.112064E+01  0.126969E+01  0.456172E-01  0.102873E-01  0.179428E-02  0.655526E-02  0.886901E-03 -0.103974E+04
