Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_MC_a4     Kmin_MC_a5     Kmin_MC_a6     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Kmin_TR_a6     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.323856E+02   0.338939E+02   0.404753E+02   0.361801E+02   0.363772E+02   0.338580E+02   0.304874E+02   0.329442E+02   0.272440E+02   0.367933E+02   0.318990E+02   0.262642E+02   0.309675E-01   0.400786E-02   0.621401E-02   0.323014E-02   0.507743E-02  -0.516622E+02
   0.294578E+02   0.343978E+02   0.348222E+02   0.315520E+02   0.352841E+02   0.355554E+02   0.265232E+02   0.300520E+02   0.354149E+02   0.191854E+02   0.280137E+02   0.263928E+02   0.134102E-01   0.111447E-01   0.460231E-02   0.323014E-02   0.378351E-02  -0.544238E+02
   0.284948E+02   0.315079E+02   0.366967E+02   0.375130E+02   0.346013E+02   0.343441E+02   0.280478E+02   0.380998E+02   0.268391E+02   0.269464E+02   0.348079E+02   0.247962E+02   0.200377E-01   0.404197E-02   0.242555E-01   0.207158E-01   0.104756E-01  -0.572526E+02
   0.355569E+02   0.383151E+02   0.302492E+02   0.365164E+02   0.307111E+02   0.362775E+02   0.262715E+02   0.336738E+02   0.304578E+02   0.186513E+02   0.298643E+02   0.276383E+02   0.153869E-01   0.404197E-02   0.973105E-02   0.399991E-02   0.626438E-02  -0.530817E+02
   0.289934E+02   0.383892E+02   0.385870E+02   0.357715E+02   0.370858E+02   0.319832E+02   0.316804E+02   0.341240E+02   0.328261E+02   0.306353E+02   0.175855E+02   0.363856E+02   0.223461E-02   0.104834E-01   0.134707E-01   0.443010E-02   0.143223E-01  -0.577662E+02
   0.326762E+02   0.288214E+02   0.392350E+02   0.370722E+02   0.318132E+02   0.333411E+02   0.326760E+02   0.307083E+02   0.193074E+02   0.311077E+02   0.313910E+02   0.257973E+02   0.567416E-01   0.180421E-01   0.528491E-02   0.391263E-03   0.123532E-01  -0.579822E+02
   0.333862E+02   0.320309E+02   0.358796E+02   0.310869E+02   0.321635E+02   0.341708E+02   0.338572E+02   0.295346E+02   0.263697E+02   0.303946E+02   0.302912E+02   0.288318E+02   0.661120E-01   0.106611E-02   0.627205E-02   0.391263E-03   0.897533E-02  -0.543516E+02
   0.355244E+02   0.417735E+02   0.356614E+02   0.366260E+02   0.321635E+02   0.334345E+02   0.259780E+02   0.254922E+02   0.287524E+02   0.252449E+02   0.261731E+02   0.304267E+02   0.271716E-01   0.168878E-02   0.383369E-02   0.316676E-02   0.904268E-02  -0.494357E+02
   0.415107E+02   0.295482E+02   0.377925E+02   0.402029E+02   0.385648E+02   0.317386E+02   0.258771E+02   0.220564E+02   0.255926E+02   0.241387E+02   0.264265E+02   0.352098E+02   0.115409E-02   0.871728E-02   0.216691E-02   0.558166E-02   0.190980E-01  -0.582834E+02
   0.301197E+02   0.341191E+02   0.320913E+02   0.356144E+02   0.321548E+02   0.354876E+02   0.317353E+02   0.320774E+02   0.282319E+02   0.287791E+02   0.224625E+02   0.231280E+02   0.363221E-01   0.191541E-02   0.106638E-02   0.792340E-02   0.460803E-02  -0.500735E+02
   0.312895E+02   0.331341E+02   0.343599E+02   0.330287E+02   0.356246E+02   0.350424E+02   0.313332E+02   0.279055E+02   0.282319E+02   0.291655E+02   0.300033E+02   0.291719E+02   0.869666E-03   0.492642E-02   0.817725E-03   0.174362E-01   0.223839E-02  -0.523060E+02
   0.280894E+02   0.380648E+02   0.417648E+02   0.355074E+02   0.414749E+02   0.301894E+02   0.342022E+02   0.285789E+02   0.290731E+02   0.337473E+02   0.270586E+02   0.218356E+02   0.204694E-01   0.150443E-02   0.580732E-03   0.298776E-01   0.198936E-01  -0.579860E+02
   0.379368E+02   0.326905E+02   0.403820E+02   0.383816E+02   0.339319E+02   0.340591E+02   0.327236E+02   0.235827E+02   0.267188E+02   0.269636E+02   0.288814E+02   0.269618E+02   0.253690E-01   0.212519E-02   0.134140E-01   0.209022E-02   0.314384E-02  -0.503586E+02
   0.381062E+02   0.342262E+02   0.365508E+02   0.386269E+02   0.296847E+02   0.362017E+02   0.275286E+02   0.328083E+02   0.283493E+02   0.269636E+02   0.225884E+02   0.208775E+02   0.127604E-01   0.244048E-02   0.181904E-01   0.255306E-01   0.226269E-01  -0.554983E+02
   0.344159E+02   0.348068E+02   0.381879E+02   0.321716E+02   0.389783E+02   0.306962E+02   0.309308E+02   0.334643E+02   0.332698E+02   0.198574E+02   0.317270E+02   0.311254E+02   0.204481E-01   0.624608E-02   0.252649E-01   0.498461E-02   0.137839E-01  -0.554902E+02
   0.368887E+02   0.362981E+02   0.370815E+02   0.358972E+02   0.332645E+02   0.319398E+02   0.279502E+02   0.244745E+02   0.277937E+02   0.319218E+02   0.337699E+02   0.299401E+02   0.352102E-01   0.123966E-02   0.227422E-02   0.667550E-02   0.985314E-02  -0.494621E+02
   0.333030E+02   0.391259E+02   0.347953E+02   0.369805E+02   0.294554E+02   0.316916E+02   0.298507E+02   0.415883E+02   0.311011E+02   0.298403E+02   0.243108E+02   0.278782E+02   0.391158E-01   0.123966E-02   0.103291E-02   0.143459E-01   0.207327E-02  -0.527974E+02
   0.304124E+02   0.369787E+02   0.282165E+02   0.380310E+02   0.340653E+02   0.350360E+02   0.310956E+02   0.374271E+02   0.321073E+02   0.254839E+02   0.151448E+02   0.301548E+02   0.154597E-01   0.140764E-01   0.620980E-02   0.322870E-02   0.207327E-02  -0.573081E+02
   0.341150E+02   0.321357E+02   0.344795E+02   0.395187E+02   0.335864E+02   0.338268E+02   0.314845E+02   0.340677E+02   0.337541E+02   0.308238E+02   0.234424E+02   0.317382E+02   0.465871E-01   0.818995E-02   0.620980E-02   0.256410E-02   0.362294E-02  -0.522771E+02
   0.334635E+02   0.356922E+02   0.343513E+02   0.353084E+02   0.370451E+02   0.335227E+02   0.269038E+02   0.354960E+02   0.418613E+02   0.358798E+02   0.304394E+02   0.257655E+02   0.148923E-01   0.898384E-02   0.196371E-01   0.472957E-02   0.608886E-02  -0.592064E+02
   0.318106E+02   0.377729E+02   0.343513E+02   0.367887E+02   0.407588E+02   0.289271E+02   0.244506E+02   0.349954E+02   0.366687E+02   0.261447E+02   0.281140E+02   0.211781E+02   0.284601E-01   0.548369E-02   0.291703E-03   0.383740E-02   0.347930E-02  -0.545868E+02
   0.345189E+02   0.390667E+02   0.301140E+02   0.360589E+02   0.335515E+02   0.346042E+02   0.279126E+02   0.316135E+02   0.284957E+02   0.325500E+02   0.289616E+02   0.246677E+02   0.856692E-02   0.225709E-02   0.778855E-03   0.662766E-02   0.460949E-02  -0.503294E+02
   0.389273E+02   0.321624E+02   0.395259E+02   0.334583E+02   0.374374E+02   0.335597E+02   0.295773E+02   0.316135E+02   0.284957E+02   0.330956E+02   0.222917E+02   0.373212E+02   0.407107E-02   0.346198E-01   0.517142E-02   0.802797E-02   0.235429E-02  -0.572881E+02
   0.326587E+02   0.336208E+02   0.362683E+02   0.334583E+02   0.338362E+02   0.324610E+02   0.259133E+02   0.260317E+02   0.284652E+02   0.269909E+02   0.349013E+02   0.322839E+02   0.164239E-01   0.148192E-01   0.273589E-02   0.379785E-03   0.167710E-02  -0.505954E+02
   0.349894E+02   0.340298E+02   0.335049E+02   0.375125E+02   0.312992E+02   0.321222E+02   0.283270E+02   0.355175E+02   0.306029E+02   0.246579E+02   0.330721E+02   0.335981E+02   0.372831E-01   0.220342E-01   0.796356E-03   0.509429E-02   0.499512E-02  -0.522794E+02
   0.326057E+02   0.393789E+02   0.369259E+02   0.370139E+02   0.336967E+02   0.348691E+02   0.302621E+02   0.345606E+02   0.258867E+02   0.261596E+02   0.272587E+02   0.305045E+02   0.271085E-01   0.665694E-02   0.427887E-02   0.518516E-02   0.166887E-02  -0.498474E+02
   0.254465E+02   0.396221E+02   0.376178E+02   0.360040E+02   0.287063E+02   0.326897E+02   0.306802E+02   0.323479E+02   0.299344E+02   0.256876E+02   0.272587E+02   0.300249E+02   0.491881E-01   0.825625E-03   0.871060E-02   0.238221E-02   0.435470E-02  -0.539670E+02
   0.334373E+02   0.368172E+02   0.272045E+02   0.325488E+02   0.343863E+02   0.344720E+02   0.320951E+02   0.257533E+02   0.288135E+02   0.253308E+02   0.293920E+02   0.250307E+02   0.273382E-01   0.662380E-02   0.697306E-02   0.192303E-02   0.238419E-01  -0.543350E+02
   0.340697E+02   0.345815E+02   0.360874E+02   0.350585E+02   0.406637E+02   0.330687E+02   0.339168E+02   0.347011E+02   0.292570E+02   0.302105E+02   0.209114E+02   0.250307E+02   0.355984E-01   0.662380E-02   0.133504E-01   0.144804E-01   0.978673E-02  -0.544922E+02
   0.340697E+02   0.364518E+02   0.397664E+02   0.390069E+02   0.294276E+02   0.346627E+02   0.301915E+02   0.263578E+02   0.271088E+02   0.383030E+02   0.234638E+02   0.268187E+02   0.260887E-01   0.546208E-02   0.103072E-01   0.196162E-01   0.234134E-01  -0.550080E+02
   0.368384E+02   0.337996E+02   0.342192E+02   0.329177E+02   0.281433E+02   0.360327E+02   0.313211E+02   0.259313E+02   0.262949E+02   0.324276E+02   0.237607E+02   0.256227E+02   0.371376E-01   0.108064E-01   0.210783E-01   0.130945E-01   0.140353E-02  -0.538016E+02
   0.395193E+02   0.426728E+02   0.365126E+02   0.366792E+02   0.380927E+02   0.321826E+02   0.270762E+02   0.155243E+02   0.349065E+02   0.311153E+02   0.266853E+02   0.313480E+02   0.207426E-01   0.126246E-01   0.638265E-03   0.265385E-01   0.460740E-02  -0.602776E+02
   0.331553E+02   0.433735E+02   0.388404E+02   0.358942E+02   0.380295E+02   0.301423E+02   0.285245E+02   0.271530E+02   0.358536E+02   0.310954E+02   0.221291E+02   0.342797E+02   0.145468E-01   0.193526E-01   0.133364E-01   0.378201E-02   0.223032E-01  -0.593927E+02
   0.367938E+02   0.365385E+02   0.391814E+02   0.338979E+02   0.349545E+02   0.333191E+02   0.282007E+02   0.295359E+02   0.264864E+02   0.287429E+02   0.237711E+02   0.301464E+02   0.273478E-01   0.155145E-02   0.869701E-02   0.112474E-01   0.377266E-01  -0.520107E+02
   0.373935E+02   0.316994E+02   0.410256E+02   0.370347E+02   0.326618E+02   0.326350E+02   0.338076E+02   0.289200E+02   0.341642E+02   0.262793E+02   0.341653E+02   0.304572E+02   0.434025E-01   0.908158E-02   0.582653E-03   0.859885E-02   0.200289E-01  -0.551085E+02
   0.348481E+02   0.401386E+02   0.379973E+02   0.357216E+02   0.313714E+02   0.329953E+02   0.270079E+02   0.253028E+02   0.279780E+02   0.243148E+02   0.268052E+02   0.226747E+02   0.106007E-01   0.198009E-01   0.141347E-01   0.891940E-02   0.673889E-02  -0.526371E+02
   0.391808E+02   0.385202E+02   0.324179E+02   0.391258E+02   0.320860E+02   0.358834E+02   0.273384E+02   0.295664E+02   0.258253E+02   0.216378E+02   0.279229E+02   0.244361E+02   0.209691E-01   0.456396E-02   0.294366E-02   0.956358E-02   0.189941E-02  -0.517588E+02
   0.315534E+02   0.354413E+02   0.398660E+02   0.345271E+02   0.325247E+02   0.333249E+02   0.273928E+02   0.272904E+02   0.347905E+02   0.290922E+02   0.342617E+02   0.232181E+02   0.968904E-02   0.110694E-01   0.614752E-02   0.127271E-01   0.142736E-01  -0.534588E+02
   0.358786E+02   0.367095E+02   0.348484E+02   0.397474E+02   0.344402E+02   0.304369E+02   0.293798E+02   0.301295E+02   0.255750E+02   0.309817E+02   0.286178E+02   0.271962E+02   0.382170E-01   0.594012E-02   0.833771E-02   0.274168E-01   0.209666E-01  -0.539193E+02
   0.324069E+02   0.389196E+02   0.358707E+02   0.367729E+02   0.363300E+02   0.297257E+02   0.286472E+02   0.358397E+02   0.226111E+02   0.237620E+02   0.288152E+02   0.231199E+02   0.331498E-01   0.721924E-03   0.122731E-02   0.287689E-01   0.553740E-02  -0.543654E+02
   0.304699E+02   0.432942E+02   0.363023E+02   0.371175E+02   0.374354E+02   0.319141E+02   0.288386E+02   0.256406E+02   0.296300E+02   0.248332E+02   0.224060E+02   0.277603E+02   0.411703E-02   0.199324E-01   0.473440E-02   0.729858E-02   0.518697E-02  -0.546733E+02
   0.323165E+02   0.317340E+02   0.357292E+02   0.329231E+02   0.424839E+02   0.328575E+02   0.325108E+02   0.230318E+02   0.335062E+02   0.309088E+02   0.255054E+02   0.258029E+02   0.182554E-01   0.202680E-01   0.766875E-03   0.352608E-02   0.468200E-02  -0.545559E+02
   0.360744E+02   0.391598E+02   0.392495E+02   0.371781E+02   0.298684E+02   0.321907E+02   0.304929E+02   0.344943E+02   0.250897E+02   0.288147E+02   0.313668E+02   0.253924E+02   0.111539E-02   0.455051E-02   0.126564E-02   0.210059E-02   0.496319E-04  -0.497181E+02
   0.361051E+02   0.326680E+02   0.373689E+02   0.432003E+02   0.273892E+02   0.376020E+02   0.297151E+02   0.228363E+02   0.299532E+02   0.328030E+02   0.273152E+02   0.272975E+02   0.356083E-01   0.118208E-02   0.527195E-02   0.133024E-01   0.145616E-01  -0.547664E+02
   0.307891E+02   0.348674E+02   0.367945E+02   0.366340E+02   0.332524E+02   0.310866E+02   0.275866E+02   0.266404E+02   0.276578E+02   0.271407E+02   0.377281E+02   0.323391E+02   0.273082E-02   0.372416E-01   0.324469E-01   0.206066E-03   0.569391E-02  -0.582043E+02
   0.432127E+02   0.348674E+02   0.373219E+02   0.330360E+02   0.430015E+02   0.315372E+02   0.242123E+02   0.287353E+02   0.285958E+02   0.267963E+02   0.242197E+02   0.349348E+02   0.215199E-01   0.101595E-01   0.307085E-02   0.112689E-02   0.733647E-02  -0.555180E+02
   0.329089E+02   0.359954E+02   0.372887E+02   0.300768E+02   0.383875E+02   0.309070E+02   0.333812E+02   0.302425E+02   0.258892E+02   0.256217E+02   0.287209E+02   0.297563E+02   0.226882E-01   0.287255E-01   0.762080E-02   0.792444E-02   0.324939E-02  -0.542231E+02
   0.305485E+02   0.382243E+02   0.379536E+02   0.356199E+02   0.324911E+02   0.350087E+02   0.226753E+02   0.195241E+02   0.280298E+02   0.278334E+02   0.287209E+02   0.255433E+02   0.373974E-01   0.777555E-02   0.884501E-03   0.108639E-02   0.635605E-03  -0.508812E+02
   0.398989E+02   0.285696E+02   0.468879E+02   0.284347E+02   0.374130E+02   0.319122E+02   0.286202E+02   0.316434E+02   0.207801E+02   0.212191E+02   0.335469E+02   0.287632E+02   0.484512E-01   0.266399E-02   0.368183E-02   0.128967E-02   0.209690E-01  -0.629779E+02
   0.318274E+02   0.385152E+02   0.396244E+02   0.367438E+02   0.353197E+02   0.341519E+02   0.286202E+02   0.195881E+02   0.260724E+02   0.309441E+02   0.262850E+02   0.289021E+02   0.435818E-01   0.531323E-03   0.233979E-01   0.106570E-01   0.109134E-01  -0.543441E+02
   0.332221E+02   0.331380E+02   0.346173E+02   0.379148E+02   0.332277E+02   0.322673E+02   0.283990E+02   0.252584E+02   0.330454E+02   0.274466E+02   0.259513E+02   0.285855E+02   0.153126E-01   0.203292E-01   0.486093E-01   0.378533E-01   0.992447E-02  -0.581940E+02
   0.341218E+02   0.338283E+02   0.396724E+02   0.351751E+02   0.387825E+02   0.310526E+02   0.284926E+02   0.291646E+02   0.269720E+02   0.313611E+02   0.245893E+02   0.255367E+02   0.190950E-01   0.533712E-03   0.138080E-02   0.492613E-01   0.228296E-02  -0.520316E+02
   0.397712E+02   0.404415E+02   0.429272E+02   0.331174E+02   0.368226E+02   0.315504E+02   0.272087E+02   0.300399E+02   0.232066E+02   0.225142E+02   0.346908E+02   0.231869E+02   0.151221E-01   0.202085E-02   0.431456E-03   0.433380E-01   0.983826E-02  -0.590326E+02
   0.310164E+02   0.313450E+02   0.361425E+02   0.369457E+02   0.308487E+02   0.352629E+02   0.327184E+02   0.351098E+02   0.348221E+02   0.279779E+02   0.243568E+02   0.299548E+02   0.415634E-01   0.439332E-03   0.368794E-02   0.272487E-01   0.871219E-02  -0.542969E+02
   0.358531E+02   0.340721E+02   0.308822E+02   0.377749E+02   0.307127E+02   0.337483E+02   0.252219E+02   0.230955E+02   0.215046E+02   0.279051E+02   0.274675E+02   0.192132E+02   0.310541E-01   0.710267E-02   0.162004E-01   0.139922E-01   0.346649E-02  -0.553973E+02
   0.356461E+02   0.336249E+02   0.400509E+02   0.338815E+02   0.306438E+02   0.352864E+02   0.252968E+02   0.353406E+02   0.275063E+02   0.250043E+02   0.280976E+02   0.343175E+02   0.139183E-01   0.338245E-03   0.233674E-01   0.255202E-02   0.218501E-01  -0.537740E+02
   0.420226E+02   0.336249E+02   0.293905E+02   0.312531E+02   0.339313E+02   0.325623E+02   0.310062E+02   0.275743E+02   0.279772E+02   0.283268E+02   0.250815E+02   0.328683E+02   0.293601E-01   0.156658E-01   0.256731E-02   0.606844E-03   0.308347E-01  -0.572359E+02
   0.421728E+02   0.377828E+02   0.385861E+02   0.363750E+02   0.325117E+02   0.340178E+02   0.331312E+02   0.221222E+02   0.286026E+02   0.268951E+02   0.278742E+02   0.237137E+02   0.260456E-01   0.772618E-02   0.252300E-01   0.221400E-01   0.795254E-02  -0.563314E+02
   0.352457E+02   0.379296E+02   0.437118E+02   0.372048E+02   0.312114E+02   0.325615E+02   0.325521E+02   0.356787E+02   0.265041E+02   0.299386E+02   0.223914E+02   0.252764E+02   0.467444E-01   0.965895E-02   0.370417E-01   0.232173E-01   0.624498E-02  -0.589133E+02
   0.351723E+02   0.382270E+02   0.335459E+02   0.331825E+02   0.294520E+02   0.338618E+02   0.329321E+02   0.334963E+02   0.329730E+02   0.218425E+02   0.231628E+02   0.239173E+02   0.333355E-01   0.595757E-04   0.274155E-01   0.595244E-02   0.774486E-02  -0.545716E+02
   0.345231E+02   0.314625E+02   0.371258E+02   0.316172E+02   0.395226E+02   0.345070E+02   0.276576E+02   0.246150E+02   0.275446E+02   0.332150E+02   0.296241E+02   0.289208E+02   0.272944E-01   0.119730E-02   0.150083E-01   0.127343E-01   0.728925E-02  -0.540971E+02
   0.309393E+02   0.335479E+02   0.404567E+02   0.298012E+02   0.300782E+02   0.362238E+02   0.306942E+02   0.183418E+02   0.338704E+02   0.273839E+02   0.317961E+02   0.289208E+02   0.370723E-01   0.710809E-02   0.330893E-02   0.473080E-03   0.309017E-01  -0.572127E+02
   0.343823E+02   0.407642E+02   0.345475E+02   0.306140E+02   0.386248E+02   0.312172E+02   0.263843E+02   0.175832E+02   0.338704E+02   0.189609E+02   0.272285E+02   0.277299E+02   0.476478E-01   0.122506E-02   0.330893E-02   0.389660E-02   0.324544E-01  -0.590987E+02
   0.385961E+02   0.349578E+02   0.345475E+02   0.358906E+02   0.350391E+02   0.319983E+02   0.307241E+02   0.216430E+02   0.289137E+02   0.189609E+02   0.268374E+02   0.241035E+02   0.547349E-01   0.376278E-02   0.504776E-02   0.143701E-01   0.508471E-02  -0.545436E+02
   0.376876E+02   0.350883E+02   0.358030E+02   0.342635E+02   0.397615E+02   0.303769E+02   0.270494E+02   0.337812E+02   0.268883E+02   0.242621E+02   0.277466E+02   0.290728E+02   0.408119E-01   0.417405E-01   0.713126E-02   0.708058E-02   0.752377E-03  -0.539826E+02
   0.336864E+02   0.376880E+02   0.376526E+02   0.353173E+02   0.401306E+02   0.298996E+02   0.272328E+02   0.377652E+02   0.277408E+02   0.341107E+02   0.299296E+02   0.215326E+02   0.383321E-01   0.108067E-01   0.567449E-03   0.103448E-02   0.209324E-01  -0.541399E+02
   0.336864E+02   0.299481E+02   0.343294E+02   0.396206E+02   0.320590E+02   0.331150E+02   0.295423E+02   0.307988E+02   0.243802E+02   0.278157E+02   0.300617E+02   0.283090E+02   0.386913E-01   0.234680E-01   0.567449E-03   0.155771E-02   0.302151E-02  -0.511266E+02
   0.392277E+02   0.329636E+02   0.350515E+02   0.355754E+02   0.307386E+02   0.342237E+02   0.211709E+02   0.251648E+02   0.307149E+02   0.238273E+02   0.279802E+02   0.278668E+02   0.272878E-01   0.371625E-02   0.790759E-02   0.775623E-04   0.730936E-02  -0.514010E+02
   0.358271E+02   0.457946E+02   0.364462E+02   0.382436E+02   0.289365E+02   0.337054E+02   0.253773E+02   0.282203E+02   0.331064E+02   0.228793E+02   0.344217E+02   0.289665E+02   0.112343E-02   0.125796E-02   0.809596E-03   0.295592E-01   0.138417E-01  -0.589908E+02
   0.356128E+02   0.305564E+02   0.385794E+02   0.408830E+02   0.303768E+02   0.327526E+02   0.280267E+02   0.288871E+02   0.268470E+02   0.199428E+02   0.323547E+02   0.292316E+02   0.294741E-01   0.535440E-02   0.809596E-03   0.152794E-01   0.463125E-02  -0.525979E+02
   0.320678E+02   0.351319E+02   0.379419E+02   0.334705E+02   0.374721E+02   0.334688E+02   0.297435E+02   0.274064E+02   0.324320E+02   0.238904E+02   0.219084E+02   0.257010E+02   0.161415E-02   0.535440E-02   0.246653E-01   0.648304E-02   0.115392E-02  -0.519756E+02
   0.354800E+02   0.343832E+02   0.379419E+02   0.373882E+02   0.350255E+02   0.312562E+02   0.345248E+02   0.228109E+02   0.291380E+02   0.334226E+02   0.299537E+02   0.320109E+02   0.668669E-02   0.388764E-02   0.113685E-01   0.158746E-02   0.464895E-02  -0.517389E+02
   0.335320E+02   0.417661E+02   0.354880E+02   0.363057E+02   0.411557E+02   0.324093E+02   0.265902E+02   0.270660E+02   0.324500E+02   0.216101E+02   0.250684E+02   0.244630E+02   0.331408E-01   0.169899E-02   0.197281E-04   0.749442E-02   0.632677E-02  -0.528156E+02
   0.319624E+02   0.346086E+02   0.334818E+02   0.363057E+02   0.309231E+02   0.339970E+02   0.280769E+02   0.265209E+02   0.283613E+02   0.309610E+02   0.231580E+02   0.349712E+02   0.336883E-01   0.186495E-01   0.185897E-01   0.875642E-02   0.557030E-03  -0.524164E+02
   0.308561E+02   0.319512E+02   0.451048E+02   0.344240E+02   0.287809E+02   0.339350E+02   0.258245E+02   0.263959E+02   0.252240E+02   0.255052E+02   0.215693E+02   0.290390E+02   0.272460E-01   0.529811E-02   0.220789E-02   0.108965E-02   0.162525E-01  -0.534791E+02
   0.377644E+02   0.361898E+02   0.313350E+02   0.383957E+02   0.287809E+02   0.370973E+02   0.270482E+02   0.229235E+02   0.318078E+02   0.210040E+02   0.308277E+02   0.312665E+02   0.345241E-01   0.529811E-02   0.174498E-01   0.896087E-02   0.100213E-01  -0.551569E+02
   0.359997E+02   0.386058E+02   0.344547E+02   0.349135E+02   0.345540E+02   0.341051E+02   0.236274E+02   0.265286E+02   0.318078E+02   0.241759E+02   0.276932E+02   0.226363E+02   0.132593E-01   0.761301E-02   0.829921E-03   0.253945E-02   0.150222E-01  -0.511541E+02
   0.428333E+02   0.331009E+02   0.402327E+02   0.357978E+02   0.283349E+02   0.350694E+02   0.232817E+02   0.259275E+02   0.304311E+02   0.255928E+02   0.226753E+02   0.254196E+02   0.130575E-01   0.130550E-04   0.152342E-02   0.250093E-02   0.448461E-02  -0.526957E+02
   0.373983E+02   0.373454E+02   0.302956E+02   0.328537E+02   0.345083E+02   0.340414E+02   0.272180E+02   0.267750E+02   0.319034E+02   0.282286E+02   0.224619E+02   0.283878E+02   0.406093E-01   0.130550E-04   0.113519E-02   0.312891E-02   0.955097E-02  -0.500157E+02
   0.315697E+02   0.342010E+02   0.334184E+02   0.297938E+02   0.334641E+02   0.330602E+02   0.335500E+02   0.427806E+02   0.329263E+02   0.264143E+02   0.162817E+02   0.303870E+02   0.295360E-01   0.136894E-01   0.607904E-02   0.386809E-03   0.945427E-03  -0.588673E+02
   0.363671E+02   0.338332E+02   0.352901E+02   0.349064E+02   0.326645E+02   0.341682E+02   0.306729E+02   0.324278E+02   0.245946E+02   0.310192E+02   0.311159E+02   0.284014E+02   0.350530E-01   0.723428E-02   0.309436E-02   0.149892E-02   0.470833E-02  -0.486590E+02
   0.363341E+02   0.338195E+02   0.379525E+02   0.389763E+02   0.338317E+02   0.309562E+02   0.250879E+02   0.373987E+02   0.312291E+02   0.303327E+02   0.309609E+02   0.228089E+02   0.240904E-01   0.113718E-01   0.336089E-01   0.242364E-01   0.255606E-01  -0.583816E+02
   0.223229E+02   0.403905E+02   0.453504E+02   0.417266E+02   0.329096E+02   0.315961E+02   0.314142E+02   0.292975E+02   0.297853E+02   0.344564E+02   0.280980E+02   0.224839E+02   0.112775E-01   0.169429E-02   0.558864E-01   0.146241E-02   0.267593E-01  -0.672631E+02
   0.372290E+02   0.319006E+02   0.388971E+02   0.349818E+02   0.308943E+02   0.364848E+02   0.253041E+02   0.443191E+02   0.284978E+02   0.283579E+02   0.280980E+02   0.280044E+02   0.263533E-01   0.326931E-02   0.180213E-01   0.187066E-02   0.555999E-03  -0.538542E+02
   0.304799E+02   0.349435E+02   0.337446E+02   0.322647E+02   0.364277E+02   0.341614E+02   0.275646E+02   0.353558E+02   0.218212E+02   0.357356E+02   0.232103E+02   0.278622E+02   0.410979E-01   0.239687E-01   0.231056E-02   0.376635E-02   0.139216E-02  -0.543112E+02
   0.395979E+02   0.358784E+02   0.284906E+02   0.336289E+02   0.326440E+02   0.341355E+02   0.287014E+02   0.208580E+02   0.267725E+02   0.345013E+02   0.319039E+02   0.322557E+02   0.507591E-01   0.819640E-02   0.231056E-02   0.235885E-02   0.573695E-02  -0.551231E+02
   0.377761E+02   0.393482E+02   0.418025E+02   0.342296E+02   0.321716E+02   0.350187E+02   0.325448E+02   0.387737E+02   0.260207E+02   0.318922E+02   0.232415E+02   0.296274E+02   0.650985E-02   0.332117E-03   0.231056E-02   0.150809E-01   0.239964E-04  -0.532660E+02
   0.377563E+02   0.300307E+02   0.379881E+02   0.365432E+02   0.316109E+02   0.320920E+02   0.211477E+02   0.306959E+02   0.321018E+02   0.273701E+02   0.306389E+02   0.259608E+02   0.676850E-02   0.106612E-02   0.274733E-01   0.240447E-01   0.638949E-02  -0.572759E+02
   0.323072E+02   0.413390E+02   0.352034E+02   0.378470E+02   0.330995E+02   0.323380E+02   0.278561E+02   0.296821E+02   0.255918E+02   0.259298E+02   0.294616E+02   0.245712E+02   0.310563E-01   0.769425E-02   0.176778E-02   0.277348E-01   0.558156E-02  -0.519492E+02
   0.342845E+02   0.331071E+02   0.314020E+02   0.360911E+02   0.331408E+02   0.348532E+02   0.332424E+02   0.328893E+02   0.326671E+02   0.283129E+02   0.253564E+02   0.347652E+02   0.253774E-01   0.630744E-02   0.183873E-01   0.394046E-03   0.533014E-03  -0.525538E+02
   0.380757E+02   0.324788E+02   0.315953E+02   0.452543E+02   0.322399E+02   0.338152E+02   0.340584E+02   0.281531E+02   0.261612E+02   0.246963E+02   0.238807E+02   0.278770E+02   0.443323E-01   0.210712E-01   0.570282E-02   0.394046E-03   0.394829E-04  -0.563410E+02
   0.324094E+02   0.373172E+02   0.384617E+02   0.373911E+02   0.310206E+02   0.330672E+02   0.274836E+02   0.440746E+02   0.258856E+02   0.311508E+02   0.176407E+02   0.247663E+02   0.237489E-01   0.576502E-02   0.243984E-02   0.644956E-02   0.291208E-02  -0.545964E+02
   0.309500E+02   0.337139E+02   0.399847E+02   0.403323E+02   0.372741E+02   0.338612E+02   0.294470E+02   0.294585E+02   0.383788E+02   0.372445E+02   0.208210E+02   0.253756E+02   0.134606E-01   0.152632E-01   0.394109E-02   0.342632E-01   0.402908E-02  -0.611589E+02
   0.340249E+02   0.317864E+02   0.445959E+02   0.409326E+02   0.343813E+02   0.301426E+02   0.320491E+02   0.287844E+02   0.283591E+02   0.288396E+02   0.326561E+02   0.383995E+02   0.218667E-01   0.145717E-02   0.482413E-02   0.355953E-03   0.411973E-02  -0.548366E+02
