Kmin_MR_a0     Kmin_MR_a1     Kmin_MR_a2     Kmin_MR_a3     Kmin_MR_a4     Kmin_MR_a5     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.303907E+02   0.106875E+02   0.836253E+00  -0.294494E+01   0.866094E+00  -0.822842E+01   0.285871E+02   0.278089E+01   0.535154E+01  -0.592022E+01   0.104242E+00  -0.443185E+01   0.326493E-01   0.709651E-02   0.115920E-01   0.772581E-02   0.527221E-02  -0.103962E+04   0.152520E+02   0.000000E+00  -0.105487E+04   0.210974E+04
   0.303907E+02   0.106875E+02   0.567051E+00  -0.340537E+01   0.653426E+00  -0.845428E+01   0.276019E+02   0.163547E+01   0.328397E+01  -0.338266E+01  -0.207099E+01  -0.248448E+01   0.389902E-01   0.354374E-02   0.693049E-02   0.183632E-03   0.740261E-02  -0.103877E+04   0.166146E+02   0.000000E+00  -0.105538E+04   0.211077E+04
   0.303719E+02   0.105242E+02   0.653471E+00  -0.264244E+01   0.439571E+00  -0.851357E+01   0.276019E+02   0.361409E+01   0.241845E+01   0.105894E+01  -0.312364E+01   0.252242E+01   0.384017E-01   0.982759E-02   0.622985E-02   0.778077E-02   0.256764E-02  -0.104640E+04   0.157801E+02   0.000000E+00  -0.106218E+04   0.212436E+04
   0.304794E+02   0.104483E+02   0.653471E+00  -0.383430E+01   0.570283E+00  -0.935630E+01   0.281688E+02   0.363740E+01   0.378626E+01  -0.175645E+01   0.333031E+00  -0.997636E+00   0.378008E-01   0.137208E-01   0.671455E-03   0.245680E-02   0.171470E-01  -0.104014E+04   0.150211E+02   0.000000E+00  -0.105516E+04   0.211032E+04
   0.304484E+02   0.103612E+02   0.123040E+01  -0.381739E+01   0.132368E+01  -0.896090E+01   0.281688E+02   0.311471E+01   0.483476E+01  -0.354842E+01   0.146133E+01  -0.134797E+01   0.399655E-01   0.333799E-01   0.241435E-01   0.170067E-01   0.208928E-02  -0.104536E+04   0.107587E+02   0.000000E+00  -0.105612E+04   0.211224E+04
   0.304004E+02   0.104206E+02   0.799972E+00  -0.360674E+01   0.786494E+00  -0.850132E+01   0.281688E+02   0.285355E+01   0.457278E+01  -0.330275E+01  -0.215870E+01   0.528307E-03   0.346586E-01   0.184836E-01   0.143993E-02   0.940516E-03   0.119808E-01  -0.103832E+04   0.151362E+02   0.000000E+00  -0.105346E+04   0.210691E+04
   0.306025E+02   0.106180E+02   0.110552E+01  -0.360674E+01   0.938294E+00  -0.877870E+01   0.281688E+02   0.302560E+01   0.360940E+01  -0.157429E+01  -0.141235E+01   0.249071E+00   0.416612E-01   0.883975E-02   0.178238E-01   0.148438E-01   0.284864E-01  -0.104473E+04   0.114213E+02   0.000000E+00  -0.105615E+04   0.211230E+04
   0.304979E+02   0.107038E+02   0.148452E+00  -0.278685E+01   0.372032E+00  -0.822488E+01   0.277402E+02   0.385389E+01   0.205826E+01  -0.231054E+01  -0.251062E+01  -0.119382E+01   0.376850E-01   0.168341E-01   0.116058E-01   0.106735E-01   0.784396E-02  -0.104273E+04   0.137249E+02   0.000000E+00  -0.105645E+04   0.211291E+04
   0.303749E+02   0.109045E+02   0.471152E+00  -0.301427E+01   0.372032E+00  -0.850380E+01   0.293286E+02   0.185796E+01   0.632978E+01  -0.720094E+01   0.361631E+00  -0.255914E+01   0.430794E-01   0.258788E-01   0.113317E-01   0.193318E-01   0.628942E-02  -0.104482E+04   0.121375E+02   0.000000E+00  -0.105696E+04   0.211392E+04
   0.304055E+02   0.109045E+02   0.110599E+01  -0.301427E+01  -0.567565E-01  -0.917860E+01   0.283213E+02   0.215233E+01   0.535872E+01  -0.604677E+01   0.295183E+00  -0.192667E+01   0.363568E-01   0.461100E-02   0.611807E-02   0.514503E-02   0.692630E-02  -0.104057E+04   0.161406E+02   0.000000E+00  -0.105671E+04   0.211342E+04
   0.304088E+02   0.107072E+02   0.178799E+00  -0.352696E+01  -0.224144E+00  -0.872303E+01   0.280662E+02   0.351624E+01   0.413183E+01  -0.358734E+01  -0.347834E+01  -0.458888E+01   0.416155E-01   0.229667E-01   0.191819E-01   0.188345E-01   0.584097E-02  -0.104569E+04   0.117383E+02   0.000000E+00  -0.105743E+04   0.211486E+04
   0.304088E+02   0.106777E+02   0.178799E+00  -0.333245E+01  -0.224144E+00  -0.834747E+01   0.281526E+02   0.471123E+01   0.495878E+01  -0.246446E+01  -0.262540E+01  -0.262631E+01   0.351141E-01   0.376842E-02   0.721378E-02   0.189714E-01   0.454622E-01  -0.104543E+04   0.108791E+02   0.000000E+00  -0.105631E+04   0.211262E+04
   0.302288E+02   0.107064E+02   0.281699E+00  -0.282490E+01   0.216915E+00  -0.755701E+01   0.274355E+02   0.471123E+01   0.299339E+01  -0.307388E+01  -0.109432E+01  -0.285464E+01   0.391893E-01   0.112773E-01   0.143946E-01   0.108580E-01   0.770252E-02  -0.104161E+04   0.139974E+02   0.000000E+00  -0.105561E+04   0.211121E+04
   0.302109E+02   0.105720E+02   0.102864E-01  -0.240287E+01   0.216915E+00  -0.659616E+01   0.274710E+02   0.481242E+01   0.963900E+00  -0.195880E+01  -0.148454E+01   0.671480E+00   0.410548E-01   0.161770E-01   0.303677E-01   0.411702E-02   0.492039E-02  -0.105039E+04   0.128625E+02   0.000000E+00  -0.106325E+04   0.212650E+04
   0.301733E+02   0.108722E+02   0.828146E+00  -0.293732E+01   0.887758E-01  -0.813976E+01   0.273382E+02   0.239621E+01   0.512885E+01  -0.386366E+01  -0.136801E+01  -0.563851E+01   0.353293E-01   0.256177E-01   0.183794E-01   0.157027E-01   0.793133E-03  -0.104815E+04   0.123714E+02   0.000000E+00  -0.106052E+04   0.212104E+04
   0.301907E+02   0.108722E+02   0.637013E+00  -0.321578E+01   0.674540E-01  -0.853664E+01   0.289271E+02   0.106085E+01   0.570307E+01  -0.366013E+01  -0.391806E+00  -0.954453E+00   0.351219E-01   0.211163E-01   0.208669E-02   0.184482E-01   0.859129E-02  -0.104477E+04   0.133964E+02   0.000000E+00  -0.105817E+04   0.211633E+04
   0.303463E+02   0.107231E+02   0.278640E+00  -0.309580E+01   0.291996E+00  -0.868262E+01   0.294314E+02   0.266481E+01   0.570307E+01  -0.410726E+01  -0.535874E+00  -0.241225E+01   0.368867E-01   0.204399E-01   0.373307E-02   0.216715E-01   0.244510E-01  -0.104448E+04   0.113911E+02   0.000000E+00  -0.105587E+04   0.211174E+04
   0.304276E+02   0.107231E+02   0.278640E+00  -0.333710E+01   0.291024E+00  -0.900017E+01   0.294552E+02   0.388275E+01   0.479906E+01  -0.463730E+01  -0.148304E+01  -0.213961E+01   0.357628E-01   0.197173E-01   0.231612E-01   0.872565E-03   0.993495E-02  -0.104634E+04   0.130521E+02   0.000000E+00  -0.105939E+04   0.211878E+04
   0.303970E+02   0.106980E+02   0.448575E+00  -0.323804E+01   0.813578E+00  -0.813466E+01   0.294552E+02   0.949224E+00   0.587333E+01  -0.574941E+01   0.894858E+00  -0.288286E+01   0.408308E-01   0.944870E-02   0.401613E-03   0.923932E-02   0.540131E-02  -0.103920E+04   0.159716E+02   0.000000E+00  -0.105517E+04   0.211034E+04
   0.303912E+02   0.109812E+02   0.452348E+00  -0.217827E+01   0.432695E+00  -0.760815E+01   0.282724E+02   0.351531E+01   0.424597E+01  -0.326356E+01  -0.200075E+01  -0.149678E+00   0.398044E-01   0.663613E-02   0.401613E-03   0.190099E-01   0.156966E-01  -0.104129E+04   0.142463E+02   0.000000E+00  -0.105554E+04   0.211107E+04
   0.303912E+02   0.106309E+02   0.411314E+00  -0.305194E+01   0.141243E+01  -0.816562E+01   0.276470E+02   0.267729E+01   0.424597E+01  -0.363975E+01  -0.321937E+01  -0.182004E+01   0.364173E-01   0.366411E-02   0.584687E-02   0.543644E-02   0.121764E-01  -0.104186E+04   0.157083E+02   0.000000E+00  -0.105757E+04   0.211514E+04
   0.303912E+02   0.104835E+02   0.127178E+01  -0.359463E+01   0.121566E+01  -0.833167E+01   0.277931E+02   0.253389E+01   0.402374E+01  -0.342271E+01  -0.449412E+00  -0.214904E+01   0.339211E-01   0.790815E-02   0.236237E-01   0.449057E-03   0.130619E-01  -0.104150E+04   0.139164E+02   0.000000E+00  -0.105542E+04   0.211083E+04
   0.302780E+02   0.101500E+02   0.611151E+00  -0.358510E+01   0.878639E+00  -0.819413E+01   0.283911E+02   0.260559E+01   0.402374E+01  -0.325602E+01  -0.635845E+00  -0.237850E+01   0.388997E-01   0.421588E-02   0.135995E-01   0.189065E-02   0.172049E-02  -0.103812E+04   0.162780E+02   0.000000E+00  -0.105440E+04   0.210880E+04
   0.305083E+02   0.101481E+02   0.664087E+00  -0.398224E+01   0.137592E+01  -0.977406E+01   0.278837E+02   0.260559E+01   0.295814E+01  -0.291090E+01  -0.118346E+01  -0.373654E+01   0.351505E-01   0.147015E-01   0.244319E-02   0.298177E-01   0.172049E-02  -0.104682E+04   0.135524E+02   0.000000E+00  -0.106037E+04   0.212074E+04
   0.304720E+02   0.101481E+02   0.813218E+00  -0.343906E+01   0.101272E+01  -0.873562E+01   0.281575E+02   0.276282E+01   0.526783E+01  -0.293798E+01   0.133001E+01  -0.237052E+01   0.346285E-01   0.808222E-02   0.224045E-01   0.389541E-02   0.104913E-01  -0.104355E+04   0.139333E+02   0.000000E+00  -0.105748E+04   0.211497E+04
   0.305947E+02   0.104947E+02   0.651395E+00  -0.433879E+01   0.194293E+00  -0.873562E+01   0.281392E+02   0.197172E+01   0.589783E+01  -0.400228E+01   0.112082E+01  -0.237052E+01   0.378622E-01   0.482610E-04   0.159840E-02   0.216225E-03   0.285070E-01  -0.104111E+04   0.153837E+02   0.000000E+00  -0.105649E+04   0.211299E+04
   0.303182E+02   0.101652E+02   0.454400E+00  -0.418515E+01   0.877463E+00  -0.819440E+01   0.281392E+02   0.124169E+01   0.765109E+01  -0.402642E+01  -0.878153E+00  -0.237975E+01   0.437022E-01   0.948593E-02   0.119335E-01   0.141140E-01   0.564023E-01  -0.105126E+04   0.922711E+01   0.000000E+00  -0.106049E+04   0.212097E+04
   0.303553E+02   0.101675E+02   0.497243E+00  -0.391444E+01   0.877463E+00  -0.819440E+01   0.276415E+02   0.205881E+01   0.396942E+01  -0.333418E+01   0.189172E+01  -0.141574E+01   0.305201E-01   0.451047E-02   0.246202E-03   0.194602E-03   0.772615E-03  -0.104281E+04   0.178483E+02   0.000000E+00  -0.106066E+04   0.212132E+04
   0.302953E+02   0.101848E+02   0.627328E-01  -0.380292E+01   0.443179E+00  -0.854395E+01   0.292052E+02   0.348974E+01   0.607139E+01  -0.131039E+01  -0.105277E+01   0.775264E+00   0.397102E-01   0.587672E-02   0.136107E-02   0.177791E-03   0.145072E-01  -0.104238E+04   0.162284E+02   0.000000E+00  -0.105861E+04   0.211722E+04
   0.301709E+02   0.101848E+02   0.627328E-01  -0.380292E+01   0.230123E+00  -0.814788E+01   0.284976E+02   0.196970E+01   0.609352E+01  -0.364312E+01   0.719112E+00  -0.171648E+01   0.362865E-01   0.204736E-01   0.243368E-01   0.824866E-02   0.188821E-02  -0.104179E+04   0.129260E+02   0.000000E+00  -0.105472E+04   0.210943E+04
   0.300555E+02   0.104096E+02  -0.303974E+00  -0.380292E+01  -0.299021E+00  -0.776013E+01   0.281877E+02   0.330778E+01   0.449879E+01  -0.353280E+01   0.176301E+00   0.708859E+00   0.373946E-01   0.464961E-02   0.956637E-02   0.315210E-02   0.528069E-02  -0.104223E+04   0.161558E+02   0.000000E+00  -0.105839E+04   0.211677E+04
   0.303585E+02   0.103847E+02  -0.303974E+00  -0.375587E+01   0.358672E+00  -0.838641E+01   0.280779E+02   0.330778E+01   0.451536E+01  -0.193585E+01  -0.425035E+01  -0.345767E+01   0.383037E-01   0.289730E-02   0.145823E-03   0.377020E-02   0.718829E-03  -0.104204E+04   0.176675E+02   0.000000E+00  -0.105971E+04   0.211941E+04
   0.302736E+02   0.105800E+02   0.191134E+00  -0.331665E+01   0.304841E-01  -0.818171E+01   0.286750E+02   0.186093E+01   0.773264E+01  -0.521584E+01   0.185541E+00  -0.483913E+01   0.390912E-01   0.103001E-02   0.191821E-01   0.169668E-01   0.458269E-02  -0.104051E+04   0.142445E+02   0.000000E+00  -0.105475E+04   0.210951E+04
   0.303648E+02   0.108088E+02   0.789057E+00  -0.310486E+01   0.304841E-01  -0.883307E+01   0.286139E+02   0.200453E+01   0.693839E+01  -0.462939E+01   0.124639E+01  -0.513016E+01   0.381435E-01   0.118178E-02   0.170156E-02   0.592345E-02   0.156973E-02  -0.103820E+04   0.173830E+02   0.000000E+00  -0.105558E+04   0.211117E+04
   0.302853E+02   0.108088E+02   0.980996E+00  -0.333604E+01  -0.182172E+00  -0.929389E+01   0.285751E+02   0.200453E+01   0.508497E+01  -0.284612E+01  -0.339196E+00   0.122754E+01   0.377558E-01   0.736967E-02   0.241553E-01   0.119352E-01   0.156973E-02  -0.104493E+04   0.139177E+02   0.000000E+00  -0.105885E+04   0.211770E+04
   0.303116E+02   0.103554E+02  -0.419108E+00  -0.333604E+01  -0.429208E+00  -0.913605E+01   0.287176E+02   0.304865E+01   0.494214E+01  -0.305367E+01  -0.166432E+00  -0.369385E+01   0.419045E-01   0.254125E-01   0.722916E-02   0.122143E-02   0.937974E-02  -0.104501E+04   0.140964E+02   0.000000E+00  -0.105911E+04   0.211821E+04
   0.302333E+02   0.100872E+02   0.325255E+00  -0.353016E+01   0.218736E+00  -0.913605E+01   0.290031E+02   0.152614E+01   0.672847E+01  -0.375107E+01  -0.157211E+01  -0.217274E+01   0.363146E-01   0.594669E-03   0.210038E-02   0.963170E-03   0.248414E-01  -0.104220E+04   0.155707E+02   0.000000E+00  -0.105777E+04   0.211554E+04
   0.303334E+02   0.102941E+02   0.390597E+00  -0.397358E+01   0.107329E+01  -0.784975E+01   0.281348E+02   0.432262E+01   0.422474E+01  -0.409375E+01  -0.194879E+01  -0.156936E+01   0.393619E-01   0.201428E-03   0.310653E-01   0.102525E-01   0.144365E-01  -0.104468E+04   0.128251E+02   0.000000E+00  -0.105751E+04   0.211501E+04
   0.303334E+02   0.100589E+02   0.494432E+00  -0.397358E+01   0.212284E+00  -0.922273E+01   0.273334E+02   0.369745E+01   0.294438E+01  -0.338229E+01  -0.624966E+00  -0.276501E+01   0.353993E-01   0.693076E-02   0.216722E-02   0.323850E-01   0.124648E-03  -0.104181E+04   0.142599E+02   0.000000E+00  -0.105607E+04   0.211214E+04
   0.303334E+02   0.977882E+01   0.299180E+00  -0.496057E+01   0.163916E+00  -0.979941E+01   0.285885E+02   0.369745E+01   0.490330E+01  -0.196089E+01   0.280495E+00  -0.494094E+00   0.346705E-01   0.155656E-02   0.941308E-02   0.128214E-01   0.837228E-02  -0.104726E+04   0.152043E+02   0.000000E+00  -0.106246E+04   0.212493E+04
   0.303624E+02   0.974206E+01   0.108933E+01  -0.496057E+01   0.133449E+01  -0.925618E+01   0.287802E+02   0.428801E+01   0.627704E+01  -0.495852E+01   0.125573E+01   0.247847E+00   0.421589E-01   0.124151E-01   0.103483E-01   0.374002E-02   0.155494E-01  -0.105101E+04   0.142154E+02   0.000000E+00  -0.106523E+04   0.213045E+04
   0.302443E+02   0.952324E+01   0.939337E+00  -0.427953E+01   0.133449E+01  -0.933382E+01   0.295095E+02   0.182762E+00   0.564785E+01  -0.648976E+01  -0.922022E+00   0.457006E+00   0.480708E-01   0.284164E-01   0.168104E-01   0.861507E-02   0.129325E-01  -0.105304E+04   0.117432E+02   0.000000E+00  -0.106478E+04   0.212957E+04
   0.302443E+02   0.979082E+01   0.939337E+00  -0.522204E+01   0.511912E+00  -0.933382E+01   0.289977E+02   0.127497E+00   0.756908E+01  -0.617134E+01  -0.263912E+01  -0.182887E+01   0.474282E-01   0.649573E-02   0.603431E-02   0.341915E-01   0.370291E-01  -0.105774E+04   0.100456E+02   0.000000E+00  -0.106779E+04   0.213557E+04
   0.303969E+02   0.103264E+02  -0.427661E-01  -0.462695E+01   0.137434E+00  -0.884199E+01   0.275549E+02   0.245410E+01   0.654887E+01  -0.471647E+01   0.202509E+01  -0.206388E+01   0.379904E-01   0.650722E-02   0.122681E-01   0.128033E-01   0.339992E-02  -0.104671E+04   0.149228E+02   0.000000E+00  -0.106163E+04   0.212327E+04
   0.303863E+02   0.105666E+02   0.127246E+00  -0.372989E+01   0.176807E-01  -0.884199E+01   0.286503E+02   0.286622E+01   0.435192E+01  -0.466203E+01  -0.506268E+00  -0.295541E+01   0.366395E-01   0.848999E-03   0.203916E-01   0.984793E-02   0.165405E-01  -0.103994E+04   0.136578E+02   0.000000E+00  -0.105360E+04   0.210720E+04
   0.305572E+02   0.105666E+02   0.102286E+01  -0.464385E+01   0.287003E+00  -0.915346E+01   0.281704E+02  -0.111416E+00   0.727996E+01  -0.858311E+01   0.108214E+01  -0.619965E+00   0.381188E-01   0.811965E-02   0.143128E-01   0.174064E-01   0.353133E-02  -0.105066E+04   0.140837E+02   0.000000E+00  -0.106474E+04   0.212949E+04
   0.304588E+02   0.110473E+02   0.737333E+00  -0.281710E+01   0.289270E+00  -0.915346E+01   0.285097E+02   0.201175E+01   0.633590E+01  -0.675313E+01  -0.794631E+00  -0.446271E+01   0.344823E-01   0.100528E-01   0.208933E-02   0.818979E-02   0.658295E-02  -0.104191E+04   0.157292E+02   0.000000E+00  -0.105764E+04   0.211528E+04
   0.305343E+02   0.105535E+02   0.104093E+01  -0.343329E+01   0.634233E+00  -0.935355E+01   0.288490E+02   0.159486E+01   0.749109E+01  -0.675313E+01   0.419534E+00  -0.383120E+01   0.349483E-01   0.212121E-02   0.109197E-02   0.844091E-02   0.118359E-01  -0.103980E+04   0.160717E+02   0.000000E+00  -0.105587E+04   0.211174E+04
   0.305085E+02   0.102637E+02   0.390421E+00  -0.388490E+01   0.634233E+00  -0.892764E+01   0.283751E+02   0.192090E+01   0.540619E+01  -0.343779E+01  -0.160130E+01  -0.240094E+01   0.394641E-01   0.263268E-02   0.107727E-01   0.404836E-02   0.214345E-03  -0.103810E+04   0.166539E+02   0.000000E+00  -0.105475E+04   0.210951E+04
   0.305272E+02   0.104979E+02   0.103137E+01  -0.353894E+01   0.109759E+01  -0.848230E+01   0.281274E+02   0.177776E+01   0.586883E+01  -0.472271E+01   0.500292E+00  -0.171909E+01   0.350729E-01   0.884371E-02   0.173764E-01   0.171086E-01   0.232887E-02  -0.103977E+04   0.138549E+02   0.000000E+00  -0.105362E+04   0.210725E+04
   0.305272E+02   0.104979E+02   0.343543E+00  -0.329245E+01   0.124599E+01  -0.832003E+01   0.275881E+02   0.235858E+01   0.310976E+01  -0.404899E+01  -0.578677E+00  -0.202208E+01   0.432234E-01   0.115002E-01   0.138315E-01   0.518076E-02   0.380899E-02  -0.104314E+04   0.149885E+02   0.000000E+00  -0.105813E+04   0.211626E+04
   0.305272E+02   0.106663E+02   0.681635E+00  -0.349648E+01   0.245044E+00  -0.856181E+01   0.279988E+02   0.330345E+01   0.413265E+01  -0.275763E+01  -0.261960E+01  -0.277017E+01   0.412010E-01   0.247845E-03   0.236198E-01   0.132276E-01   0.778318E-02  -0.104162E+04   0.139328E+02   0.000000E+00  -0.105555E+04   0.211111E+04
   0.305734E+02   0.113252E+02   0.667768E+00  -0.316903E+01  -0.149661E+00  -0.856181E+01   0.287262E+02   0.355834E+01   0.442402E+01  -0.275763E+01  -0.235212E+01  -0.268359E+01   0.383340E-01   0.193713E-02   0.109184E-02   0.514118E-02   0.723123E-02  -0.104136E+04   0.168805E+02   0.000000E+00  -0.105824E+04   0.211648E+04
   0.304662E+02   0.109844E+02   0.667768E+00  -0.316903E+01  -0.212552E+00  -0.830326E+01   0.283192E+02   0.167670E+01   0.562500E+01  -0.633861E+01  -0.712508E+00  -0.358025E+01   0.371391E-01   0.841769E-02   0.109184E-02   0.249750E-01   0.693012E-02  -0.104028E+04   0.142792E+02   0.000000E+00  -0.105456E+04   0.210912E+04
   0.303952E+02   0.109844E+02   0.931670E-01  -0.316903E+01  -0.223856E+00  -0.800077E+01   0.283192E+02   0.167670E+01   0.651829E+01  -0.461925E+01  -0.180017E+00   0.532328E+00   0.337634E-01   0.142296E-01   0.961634E-02   0.749959E-02   0.142368E-01  -0.104145E+04   0.138624E+02   0.000000E+00  -0.105531E+04   0.211062E+04
   0.303952E+02   0.108816E+02   0.215620E+00  -0.298877E+01   0.414902E+00  -0.800077E+01   0.289591E+02   0.223292E+01   0.489774E+01  -0.491718E+01  -0.384370E+01  -0.110445E+01   0.438287E-01   0.904895E-02   0.572322E-02   0.414885E-02   0.166702E-02  -0.104098E+04   0.163619E+02   0.000000E+00  -0.105734E+04   0.211468E+04
   0.303952E+02   0.108479E+02  -0.411171E+00  -0.298877E+01   0.161171E+00  -0.818781E+01   0.276167E+02   0.276273E+01   0.277738E+01  -0.366323E+01  -0.281985E+01  -0.219290E+01   0.352520E-01   0.129622E-02   0.354108E-02   0.199501E-01   0.486049E-02  -0.104261E+04   0.154559E+02   0.000000E+00  -0.105807E+04   0.211613E+04
   0.302279E+02   0.108479E+02  -0.486888E-01  -0.260009E+01   0.161171E+00  -0.813675E+01   0.284706E+02   0.295147E+01   0.619609E+01  -0.225105E+01  -0.173286E+01  -0.232238E+00   0.364049E-01   0.129622E-02   0.130353E-02   0.171003E-01   0.108191E-01  -0.104106E+04   0.153688E+02   0.000000E+00  -0.105643E+04   0.211286E+04
   0.303781E+02   0.107808E+02   0.534811E+00  -0.333807E+01  -0.130371E+00  -0.813675E+01   0.280162E+02   0.553778E+01   0.218757E+01  -0.404397E+00  -0.566935E+00  -0.895945E+00   0.424394E-01   0.573936E-03   0.814087E-03   0.547113E-02   0.166109E-01  -0.104380E+04   0.160737E+02   0.000000E+00  -0.105987E+04   0.211975E+04
   0.303781E+02   0.106267E+02  -0.158215E+00  -0.333807E+01   0.138194E+00  -0.822394E+01   0.276143E+02   0.357920E+01   0.412151E+01  -0.111251E+01  -0.495684E+00   0.492293E-01   0.359313E-01   0.526958E-02   0.251769E-02   0.155367E-01   0.692121E-02  -0.104005E+04   0.153962E+02   0.000000E+00  -0.105545E+04   0.211089E+04
   0.304421E+02   0.105214E+02   0.214200E+00  -0.356480E+01   0.104673E+00  -0.909097E+01   0.277789E+02   0.126659E+01   0.495395E+01  -0.339153E+01   0.923899E+00  -0.479840E+00   0.407454E-01   0.814312E-02   0.477085E-02   0.142918E-01   0.701926E-02  -0.104148E+04   0.149982E+02   0.000000E+00  -0.105648E+04   0.211296E+04
   0.302446E+02   0.105087E+02   0.118075E+01  -0.325572E+01   0.393604E+00  -0.909097E+01   0.286681E+02   0.125510E+01   0.625776E+01  -0.439909E+01   0.207529E+01  -0.100870E+01   0.415919E-01   0.107640E-01   0.395999E-02   0.775067E-02   0.118809E-01  -0.104367E+04   0.149851E+02   0.000000E+00  -0.105866E+04   0.211731E+04
   0.301296E+02   0.105087E+02   0.654804E+00  -0.277518E+01   0.922070E+00  -0.763983E+01   0.286681E+02   0.316369E+01   0.423246E+01  -0.553426E+01  -0.158349E+01  -0.431231E+01   0.388211E-01   0.119709E-03   0.367575E-02   0.449210E-02   0.292833E-02  -0.104014E+04   0.172991E+02   0.000000E+00  -0.105744E+04   0.211488E+04
   0.302462E+02   0.105784E+02   0.575297E+00  -0.275999E+01   0.792969E+00  -0.784835E+01   0.285821E+02   0.176527E+01   0.432324E+01  -0.327806E+01  -0.256707E+00   0.166802E+01   0.385917E-01   0.131526E-01   0.401976E-02   0.307484E-01   0.104366E-03  -0.104222E+04   0.136182E+02   0.000000E+00  -0.105584E+04   0.211168E+04
   0.301036E+02   0.104033E+02   0.220907E+00  -0.275999E+01   0.610045E+00  -0.784835E+01   0.285879E+02   0.878811E+00   0.621116E+01  -0.513057E+01   0.298321E+01  -0.517939E+01   0.369657E-01   0.138946E-01   0.330842E-02   0.142419E-01   0.191946E-02  -0.104319E+04   0.150842E+02   0.000000E+00  -0.105827E+04   0.211655E+04
   0.303157E+02   0.107388E+02   0.239886E-01  -0.294128E+01   0.399361E+00  -0.789971E+01   0.287333E+02   0.356166E+01   0.621116E+01  -0.403327E+01   0.165608E+00  -0.170990E+01   0.350153E-01   0.143978E-02   0.151557E-01   0.660924E-02   0.880693E-02  -0.103929E+04   0.152195E+02   0.000000E+00  -0.105451E+04   0.210902E+04
   0.303074E+02   0.104790E+02   0.729518E+00  -0.325254E+01   0.675238E+00  -0.884271E+01   0.284269E+02   0.223702E+01   0.500594E+01  -0.436332E+01  -0.167232E+01  -0.353450E+01   0.411688E-01   0.143978E-02   0.993789E-03   0.108763E-01   0.233488E-01  -0.103965E+04   0.147548E+02   0.000000E+00  -0.105440E+04   0.210881E+04
   0.303037E+02   0.104790E+02   0.729518E+00  -0.328234E+01   0.468284E+00  -0.918517E+01   0.279518E+02   0.288837E+01   0.493057E+01  -0.351844E+01  -0.609752E+00  -0.557618E+00   0.369153E-01   0.399568E-02   0.229522E-01   0.254368E-01   0.106159E-01  -0.104187E+04   0.121206E+02   0.000000E+00  -0.105399E+04   0.210798E+04
   0.302713E+02   0.103657E+02  -0.154947E+00  -0.328234E+01   0.358311E+00  -0.776351E+01   0.285803E+02   0.301133E+01   0.413136E+01  -0.281795E+01  -0.154928E+01  -0.590515E+00   0.410079E-01   0.544824E-02   0.343607E-02   0.107274E-01   0.253297E-04  -0.103874E+04   0.164570E+02   0.000000E+00  -0.105520E+04   0.211039E+04
   0.302466E+02   0.103657E+02   0.821190E+00  -0.346886E+01   0.611323E+00  -0.914370E+01   0.278154E+02   0.303643E+01   0.377035E+01  -0.567691E+01  -0.667665E+00  -0.635126E+01   0.362072E-01   0.139640E-01   0.759252E-02   0.225351E-02   0.644891E-02  -0.104385E+04   0.153948E+02   0.000000E+00  -0.105924E+04   0.211849E+04
   0.303959E+02   0.103657E+02   0.937021E+00  -0.346886E+01   0.611323E+00  -0.914370E+01   0.274623E+02   0.330146E+01   0.377035E+01  -0.260987E+01  -0.154102E+01  -0.169512E+01   0.338988E-01   0.212112E-01   0.200115E-02   0.369324E-02   0.346548E-02  -0.103899E+04   0.153836E+02   0.000000E+00  -0.105437E+04   0.210875E+04
   0.305864E+02   0.104050E+02   0.135683E+01  -0.346886E+01   0.184691E+01  -0.937224E+01   0.285431E+02   0.427964E+01   0.394339E+01  -0.333005E+01  -0.273825E+01   0.198247E+00   0.425470E-01   0.106782E-01   0.485931E-02   0.104775E-01   0.432100E-02  -0.104504E+04   0.153871E+02   0.000000E+00  -0.106043E+04   0.212085E+04
   0.304298E+02   0.105787E+02   0.669059E+00  -0.323572E+01   0.808544E+00  -0.900078E+01   0.284610E+02   0.390272E+01   0.669664E+01  -0.175114E+01  -0.345093E-01  -0.314108E+01   0.394046E-01   0.336615E-02   0.680355E-02   0.451424E-02   0.266557E-02  -0.104101E+04   0.166857E+02   0.000000E+00  -0.105770E+04   0.211539E+04
   0.304298E+02   0.103887E+02   0.519581E+00  -0.317683E+01   0.924099E+00  -0.829241E+01   0.287821E+02   0.144017E+01   0.513911E+01  -0.448234E+01  -0.188720E+01  -0.213248E+00   0.381094E-01   0.394233E-02   0.253251E-02   0.259855E-02   0.118609E-01  -0.103873E+04   0.163273E+02   0.000000E+00  -0.105506E+04   0.211011E+04
   0.302781E+02   0.101313E+02   0.289762E+00  -0.372900E+01   0.924099E+00  -0.947091E+01   0.287821E+02   0.185003E+01   0.668058E+01  -0.448234E+01  -0.153261E+00  -0.212277E+01   0.394485E-01   0.339779E-02   0.165181E-01   0.272669E-02   0.244134E-02  -0.104119E+04   0.159123E+02   0.000000E+00  -0.105710E+04   0.211420E+04
