Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_MR_a5    Kmin_MR_a6    Kmin_MR_a7    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Kmin_TR_a5    Kmin_TR_a6    Kmin_TR_a7    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.303499E+02  0.111297E+02  0.406348E+00 -0.123580E+01 -0.147356E+01 -0.403321E+01  0.107102E+01  0.555938E+01  0.279334E+02  0.265725E+01  0.250723E+01  0.396356E-01 -0.650113E+01  0.578836E+01 -0.608147E+01  0.780225E+01  0.177240E-01  0.426551E-02  0.115634E-01  0.496113E-02  0.916645E-02 -0.994830E+03
  0.304588E+02  0.112215E+02  0.406348E+00 -0.123580E+01 -0.147356E+01 -0.403321E+01  0.987913E+00  0.555938E+01  0.279334E+02  0.265725E+01  0.250723E+01  0.396356E-01 -0.650113E+01  0.578836E+01 -0.608147E+01  0.780225E+01  0.240574E-01  0.176793E-02  0.135927E-01  0.496113E-02  0.916645E-02 -0.991719E+03
  0.304588E+02  0.114514E+02  0.216132E+00 -0.123580E+01 -0.147356E+01 -0.403321E+01  0.965259E+00  0.555938E+01  0.279334E+02  0.265725E+01  0.250723E+01  0.396356E-01 -0.650113E+01  0.578836E+01 -0.608147E+01  0.780225E+01  0.240574E-01  0.176793E-02  0.189730E-01  0.496113E-02  0.916645E-02 -0.991389E+03
  0.304588E+02  0.114514E+02  0.216132E+00 -0.123580E+01 -0.147356E+01 -0.403321E+01  0.965259E+00  0.555938E+01  0.279334E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.650113E+01  0.578836E+01 -0.608147E+01  0.780225E+01  0.240574E-01  0.176793E-02  0.214954E-01  0.283066E-02  0.916645E-02 -0.991384E+03
  0.304588E+02  0.113277E+02  0.216132E+00 -0.123580E+01 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279334E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.650113E+01  0.578836E+01 -0.608147E+01  0.786682E+01  0.240574E-01  0.162120E-02  0.214954E-01  0.283066E-02  0.916645E-02 -0.989387E+03
  0.304588E+02  0.113277E+02  0.102731E+00 -0.123580E+01 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279334E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.655383E+01  0.578836E+01 -0.608147E+01  0.786682E+01  0.224862E-01  0.162120E-02  0.214954E-01  0.283066E-02  0.916645E-02 -0.989997E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.733921E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.278899E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.655383E+01  0.578836E+01 -0.608147E+01  0.786682E+01  0.224862E-01  0.477971E-02  0.111613E-01  0.664971E-02  0.816289E-02 -0.987593E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279809E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.655383E+01  0.578836E+01 -0.608147E+01  0.786682E+01  0.224862E-01  0.179676E-01  0.111613E-01  0.664971E-02  0.714877E-02 -0.988647E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279809E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.655383E+01  0.578836E+01 -0.604285E+01  0.786682E+01  0.217391E-01  0.179676E-01  0.111613E-01  0.222051E-01  0.714877E-02 -0.990343E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279809E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.655383E+01  0.578836E+01 -0.604285E+01  0.793621E+01  0.238765E-01  0.218915E-01  0.179463E-01  0.421822E-01  0.295605E-02 -0.993029E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279809E+02  0.265725E+01  0.267034E+01  0.396356E-01 -0.648436E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.222843E-01  0.218915E-01  0.179463E-01  0.421822E-01  0.297601E-03 -0.992559E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.403321E+01  0.965259E+00  0.555938E+01  0.279210E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.648436E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.222843E-01  0.218915E-01  0.179463E-01  0.381057E-01  0.297601E-03 -0.992020E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.374160E+01  0.965259E+00  0.555938E+01  0.279210E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.648436E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.222843E-01  0.247277E-01  0.179463E-01  0.372782E-01  0.297601E-03 -0.992797E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.374160E+01  0.965259E+00  0.555938E+01  0.279210E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.222843E-01  0.247277E-01  0.179463E-01  0.295535E-01  0.297601E-03 -0.991526E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00 -0.676497E+00 -0.374160E+01  0.965259E+00  0.555938E+01  0.279210E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.199306E-01  0.247277E-01  0.177297E-01  0.305070E-01  0.580963E-02 -0.992324E+03
  0.304588E+02  0.111710E+02  0.102731E+00 -0.979677E+00  0.467381E-01 -0.374160E+01  0.965259E+00  0.555938E+01  0.279666E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.246552E-01  0.284437E-01  0.274647E-03  0.108120E-01  0.580963E-02 -0.992655E+03
  0.304588E+02  0.111401E+02 -0.208956E+00 -0.979677E+00 -0.582690E+00 -0.374160E+01  0.965259E+00  0.612271E+01  0.279666E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.250141E-01  0.284437E-01  0.979534E-03  0.108120E-01  0.580963E-02 -0.991336E+03
  0.304588E+02  0.111401E+02 -0.208956E+00 -0.979677E+00 -0.582690E+00 -0.374160E+01  0.965259E+00  0.625123E+01  0.279666E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.250659E-01  0.284437E-01  0.979534E-03  0.555937E-02  0.141673E-01 -0.991871E+03
  0.304588E+02  0.111401E+02  0.246198E+00 -0.979677E+00 -0.582690E+00 -0.374160E+01  0.965259E+00  0.625123E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.247975E-01  0.284437E-01  0.979534E-03  0.555937E-02  0.141673E-01 -0.989712E+03
  0.304588E+02  0.111401E+02  0.246198E+00 -0.971224E+00 -0.582690E+00 -0.384331E+01  0.965259E+00  0.625123E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.804661E+01  0.247975E-01  0.298247E-01  0.156086E-02  0.398507E-02  0.141673E-01 -0.989777E+03
  0.304588E+02  0.110386E+02  0.246198E+00 -0.117390E+01 -0.582690E+00 -0.384331E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.809259E+01  0.281272E-01  0.229157E-01  0.156086E-02  0.770647E-02  0.128808E-01 -0.992066E+03
  0.304588E+02  0.110386E+02  0.207829E+00 -0.548910E+00 -0.582690E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.809259E+01  0.281272E-01  0.169743E-01  0.156086E-02  0.518804E-02  0.421753E-02 -0.993196E+03
  0.304588E+02  0.110386E+02 -0.287888E-01 -0.548910E+00 -0.582690E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.809259E+01  0.196547E-01  0.169743E-01  0.156086E-02  0.518804E-02  0.421753E-02 -0.992446E+03
  0.304588E+02  0.110386E+02  0.247795E+00 -0.548910E+00 -0.582690E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.809259E+01  0.234705E-01  0.169743E-01  0.156086E-02  0.542194E-02  0.481856E-03 -0.990956E+03
  0.304588E+02  0.110386E+02  0.247795E+00 -0.548910E+00 -0.451685E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.208241E-01  0.193194E-01  0.156086E-02  0.542194E-02  0.481856E-03 -0.991413E+03
  0.304588E+02  0.110386E+02  0.247795E+00 -0.548910E+00 -0.451685E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.265725E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.208241E-01  0.842216E-02  0.156086E-02  0.132924E-01  0.578552E-02 -0.991641E+03
  0.304588E+02  0.110386E+02  0.247795E+00 -0.548910E+00 -0.451685E+00 -0.467055E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.245820E+01  0.267034E+01 -0.130041E+00 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.208241E-01  0.210775E-02  0.557222E-02  0.132924E-01  0.578552E-02 -0.993045E+03
  0.304588E+02  0.110386E+02  0.247795E+00 -0.548910E+00 -0.451685E+00 -0.458491E+01  0.100415E+01  0.559670E+01  0.279430E+02  0.245820E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.208241E-01  0.210775E-02  0.557222E-02  0.132924E-01  0.578552E-02 -0.991489E+03
  0.304588E+02  0.110386E+02  0.305892E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.162834E+01  0.559670E+01  0.279430E+02  0.245820E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.208241E-01  0.363521E-02  0.557222E-02  0.132924E-01  0.578552E-02 -0.988062E+03
  0.304588E+02  0.110386E+02  0.305892E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.162834E+01  0.559670E+01  0.279430E+02  0.245820E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.233411E-01  0.363521E-02  0.557222E-02  0.129634E-01  0.578552E-02 -0.988042E+03
  0.303977E+02  0.110386E+02  0.430491E-01 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.171675E+01  0.559670E+01  0.279430E+02  0.245820E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.233411E-01  0.363521E-02  0.557222E-02  0.129634E-01  0.578552E-02 -0.989276E+03
  0.303351E+02  0.110386E+02  0.430491E-01 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.171675E+01  0.559670E+01  0.279430E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.233411E-01  0.363521E-02  0.557222E-02  0.997517E-02  0.578552E-02 -0.989568E+03
  0.304280E+02  0.110386E+02 -0.220287E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.171675E+01  0.540689E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.233411E-01  0.363521E-02  0.154052E-01  0.270910E-02  0.578552E-02 -0.990520E+03
  0.304280E+02  0.110386E+02 -0.220287E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.829205E+00  0.577208E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.654192E+01  0.578836E+01 -0.604285E+01  0.816431E+01  0.237431E-01  0.583543E-02  0.154052E-01  0.200519E-01  0.920453E-02 -0.992972E+03
  0.304280E+02  0.110961E+02 -0.220287E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.829205E+00  0.557287E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.639644E+01  0.578836E+01 -0.604285E+01  0.807473E+01  0.234677E-01  0.185125E-03  0.154052E-01  0.200519E-01  0.920453E-02 -0.993560E+03
  0.304280E+02  0.110961E+02 -0.220287E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.829205E+00  0.557287E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.639644E+01  0.578836E+01 -0.604285E+01  0.807738E+01  0.238173E-01  0.185125E-03  0.154052E-01  0.194603E-01  0.980403E-02 -0.993490E+03
  0.304280E+02  0.110901E+02 -0.220287E+00 -0.101199E+01 -0.451685E+00 -0.421967E+01  0.829205E+00  0.557287E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.639644E+01  0.578836E+01 -0.604285E+01  0.807738E+01  0.238173E-01  0.185125E-03  0.154052E-01  0.281412E-01  0.235166E-01 -0.995772E+03
  0.304280E+02  0.110901E+02 -0.907392E-02 -0.103378E+01 -0.451685E+00 -0.421967E+01  0.829205E+00  0.557287E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.639644E+01  0.578836E+01 -0.604285E+01  0.807738E+01  0.238173E-01  0.157589E-01  0.196615E-01  0.281412E-01  0.235166E-01 -0.996735E+03
  0.304280E+02  0.110901E+02  0.365416E+00 -0.103378E+01 -0.451685E+00 -0.428848E+01  0.829205E+00  0.634251E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.660409E+01  0.578836E+01 -0.587568E+01  0.807738E+01  0.238173E-01  0.157589E-01  0.196615E-01  0.279447E-01  0.235166E-01 -0.996053E+03
  0.304280E+02  0.111282E+02  0.105105E+00 -0.103378E+01 -0.451685E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.660409E+01  0.578836E+01 -0.587568E+01  0.807738E+01  0.199952E-01  0.157589E-01  0.207361E-01  0.286082E-01  0.221972E-01 -0.995501E+03
  0.303848E+02  0.111282E+02  0.461230E+00 -0.103378E+01 -0.451685E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.587568E+01  0.807738E+01  0.209882E-01  0.747254E-02  0.207361E-01  0.217724E-01  0.268163E-01 -0.994975E+03
  0.304727E+02  0.111282E+02  0.168652E+00 -0.103378E+01 -0.451685E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.278723E+02  0.222944E+01  0.267034E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.587568E+01  0.807738E+01  0.209882E-01  0.731867E-02  0.207361E-01  0.228768E-01  0.123397E-01 -0.992195E+03
  0.304727E+02  0.110336E+02  0.213938E+00 -0.103378E+01 -0.451685E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.276296E+02  0.222944E+01  0.296904E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.209882E-01  0.731867E-02  0.441461E-01  0.228768E-01  0.123397E-01 -0.995186E+03
  0.304727E+02  0.110336E+02  0.300468E+00 -0.103378E+01 -0.331028E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.276296E+02  0.222944E+01  0.296904E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.190899E-01  0.731867E-02  0.221615E-01  0.228768E-01  0.288678E-02 -0.992304E+03
  0.304727E+02  0.110336E+02  0.300468E+00 -0.103378E+01 -0.331028E+00 -0.428848E+01  0.139520E+01  0.634251E+01  0.276296E+02  0.222944E+01  0.296904E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.233810E-01  0.731867E-02  0.119237E-01  0.262606E-01  0.288678E-02 -0.991414E+03
  0.304727E+02  0.110336E+02  0.300468E+00 -0.103378E+01 -0.331028E+00 -0.454476E+01  0.139520E+01  0.634251E+01  0.276296E+02  0.222944E+01  0.296904E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.233810E-01  0.731867E-02  0.119237E-01  0.262606E-01  0.288678E-02 -0.992037E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.103378E+01 -0.331028E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.276296E+02  0.252486E+01  0.321804E+01  0.744025E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.233810E-01  0.532750E-02  0.119237E-01  0.246368E-01  0.106732E-02 -0.990569E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.103378E+01 -0.360154E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.274702E+02  0.252486E+01  0.321804E+01  0.904784E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.225487E-01  0.532750E-02  0.119237E-01  0.262869E-01  0.999831E-02 -0.991632E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.103378E+01 -0.360154E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.274702E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.119237E-01  0.200407E-01  0.999831E-02 -0.990618E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.165758E+01 -0.360154E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.274702E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.660409E+01  0.585699E+01 -0.588056E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.119237E-01  0.128028E-01  0.999831E-02 -0.991565E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.165758E+01 -0.970824E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.274702E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.676148E+01  0.585699E+01 -0.562031E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.170643E-01  0.128028E-01  0.217193E-01 -0.994211E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.165758E+01 -0.970824E+00 -0.454429E+01  0.139520E+01  0.634251E+01  0.273629E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.676148E+01  0.585699E+01 -0.562031E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.447221E-01  0.248777E-02  0.217193E-01 -0.995079E+03
  0.304727E+02  0.110336E+02  0.406965E+00 -0.165758E+01 -0.970824E+00 -0.439270E+01  0.139520E+01  0.619492E+01  0.273629E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.536350E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.417419E-01  0.248777E-02  0.124893E-01 -0.993010E+03
  0.304727E+02  0.110336E+02  0.172935E+00 -0.165758E+01 -0.705130E+00 -0.439270E+01  0.139520E+01  0.619492E+01  0.274893E+02  0.252486E+01  0.334845E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.536350E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.199727E-01  0.248777E-02  0.114280E-01 -0.989408E+03
  0.304727E+02  0.110336E+02  0.172935E+00 -0.165758E+01 -0.705130E+00 -0.439270E+01  0.139520E+01  0.619492E+01  0.274893E+02  0.252486E+01  0.320512E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.536350E+01  0.807738E+01  0.212586E-01  0.532750E-02  0.216789E-01  0.118960E-01  0.114280E-01 -0.990231E+03
  0.304727E+02  0.111861E+02  0.172935E+00 -0.165758E+01 -0.705130E+00 -0.361118E+01  0.139520E+01  0.619492E+01  0.274893E+02  0.252486E+01  0.320512E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.536350E+01  0.807738E+01  0.212586E-01  0.468816E-02  0.216789E-01  0.118960E-01  0.114280E-01 -0.991623E+03
  0.304727E+02  0.109330E+02  0.169213E-01 -0.165758E+01 -0.649005E+00 -0.361118E+01  0.139520E+01  0.619492E+01  0.274893E+02  0.252486E+01  0.320512E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.536350E+01  0.807738E+01  0.216441E-01  0.134999E-01  0.216789E-01  0.118960E-01  0.828066E-02 -0.992735E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.165758E+01 -0.140927E+01 -0.361118E+01  0.139520E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.303214E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.521630E+01  0.822742E+01  0.216441E-01  0.212139E-01  0.212362E-01  0.118960E-01  0.828066E-02 -0.994248E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.110754E+01 -0.140927E+01 -0.411758E+01  0.139520E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.303214E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.521630E+01  0.822742E+01  0.247912E-01  0.184101E-01  0.212362E-01  0.118960E-01  0.346996E-02 -0.991784E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.110754E+01 -0.140927E+01 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.676148E+01  0.617418E+01 -0.521630E+01  0.822742E+01  0.247912E-01  0.162097E-01  0.212362E-01  0.304495E-01  0.239886E-01 -0.994855E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.110754E+01 -0.123788E+01 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.657488E+01  0.617418E+01 -0.521630E+01  0.822742E+01  0.247912E-01  0.813758E-02  0.119503E-01  0.276991E-01  0.236252E-01 -0.993113E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.110754E+01 -0.362519E+00 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.657488E+01  0.617418E+01 -0.521630E+01  0.822742E+01  0.247912E-01  0.813758E-02  0.119503E-01  0.214179E-01  0.555984E-02 -0.990085E+03
  0.304727E+02  0.111720E+02  0.169213E-01 -0.110754E+01 -0.362519E+00 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.657488E+01  0.617418E+01 -0.521630E+01  0.773148E+01  0.249161E-01  0.119460E-01  0.226064E-01  0.233535E-01  0.555984E-02 -0.995192E+03
  0.304727E+02  0.111720E+02  0.346335E+00 -0.110754E+01 -0.362519E+00 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.521630E+01  0.773148E+01  0.151518E-01  0.250015E-01  0.226064E-01  0.372239E-01  0.714806E-02 -0.994455E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.110754E+01 -0.362519E+00 -0.396147E+01  0.122367E+01  0.619492E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.521630E+01  0.773148E+01  0.151518E-01  0.250015E-01  0.267419E-01  0.387141E-01  0.714806E-02 -0.995398E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.396147E+01  0.949908E+00  0.620585E+01  0.274925E+02  0.252486E+01  0.306848E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.151518E-01  0.215124E-01  0.267419E-01  0.804805E-02  0.714806E-02 -0.993107E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.396147E+01  0.949908E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.306848E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.153472E-01  0.211551E-01  0.267419E-01  0.804805E-02  0.714806E-02 -0.994055E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.396147E+01  0.949908E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.184873E-01  0.119981E-01  0.267419E-01  0.804805E-02  0.714806E-02 -0.990747E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.288956E+01  0.975490E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.675240E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.184873E-01  0.119981E-01  0.315673E-01  0.853279E-02  0.259454E-01 -0.993832E+03
  0.304232E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.288956E+01  0.975490E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.687961E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.184873E-01  0.119981E-01  0.315673E-01  0.704565E-02  0.259454E-01 -0.994180E+03
  0.304981E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.288956E+01  0.975490E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.687961E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.196470E-01  0.215942E-01  0.302137E-01  0.704565E-02  0.259454E-01 -0.993924E+03
  0.304981E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.288956E+01  0.975490E+00  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.687961E+01  0.640156E+01 -0.541427E+01  0.773148E+01  0.232880E-01  0.215942E-01  0.197245E-01  0.597864E-02  0.259454E-01 -0.993111E+03
  0.304981E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.288956E+01  0.118592E+01  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.684930E+01  0.640156E+01 -0.556514E+01  0.773148E+01  0.141314E-01  0.195270E-01  0.197245E-01  0.597864E-02  0.259454E-01 -0.997246E+03
  0.304981E+02  0.111720E+02  0.346335E+00 -0.869830E+00 -0.373659E+00 -0.318359E+01  0.118592E+01  0.652431E+01  0.274925E+02  0.248464E+01  0.313276E+01  0.904784E-01 -0.651127E+01  0.640156E+01 -0.556514E+01  0.773148E+01  0.142258E-01  0.926252E-02  0.326139E-01  0.597864E-02  0.259454E-01 -0.995838E+03
  0.304981E+02  0.111720E+02  0.346335E+00 -0.812970E+00 -0.373659E+00 -0.410432E+01  0.118592E+01  0.614802E+01  0.274925E+02  0.267039E+01  0.313276E+01  0.904784E-01 -0.651127E+01  0.640156E+01 -0.556514E+01  0.773148E+01  0.189578E-01  0.629406E-02  0.326139E-01  0.597864E-02  0.259454E-01 -0.990296E+03
