Kmin_MC_a0     Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_MC_a4     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Q_mult_e1_n1   Q_mult_e1_n2   Q_mult_e2_n1   Q_mult_e2_n2   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.318834E+02   0.118516E+02   0.747913E-01  -0.420871E+00   0.662863E+00   0.318647E+02   0.391393E+01   0.173337E+01  -0.565919E+00  -0.341564E+01   0.104466E+01   0.127694E+01   0.111942E+01   0.116398E+01   0.453001E-01   0.165038E-01   0.200881E-01   0.500045E-02   0.353580E-01  -0.105149E+04   0.108346E+02   0.000000E+00  -0.106232E+04   0.212465E+04
   0.316894E+02   0.108762E+02  -0.569661E-01  -0.152020E+00   0.662863E+00   0.344012E+02   0.254437E+01   0.445795E+01  -0.309446E+01  -0.309948E+01   0.105754E+01   0.102809E+01   0.114793E+01   0.122638E+01   0.530229E-01   0.151342E-01   0.124473E-01   0.489311E-02   0.302570E-02  -0.104430E+04   0.167509E+02   0.000000E+00  -0.106105E+04   0.212210E+04
   0.319510E+02   0.114119E+02   0.770717E-01   0.279812E+00   0.161738E+00   0.352910E+02   0.195181E+01   0.369925E+01  -0.558411E+01  -0.642259E+00   0.105935E+01   0.924231E+00   0.113094E+01   0.130556E+01   0.476046E-01   0.127106E-01   0.267748E-01   0.257836E-02   0.144471E-01  -0.104324E+04   0.131473E+02   0.000000E+00  -0.105639E+04   0.211277E+04
   0.324159E+02   0.115483E+02   0.135371E+00   0.795527E-01  -0.209469E+00   0.343320E+02   0.553457E+01   0.305879E+01  -0.140970E+01  -0.219323E+00   0.106822E+01   0.988665E+00   0.115745E+01   0.132089E+01   0.497495E-01   0.556648E-02   0.175255E-01   0.117126E-01   0.597953E-02  -0.104036E+04   0.142318E+02   0.000000E+00  -0.105459E+04   0.210918E+04
   0.318923E+02   0.124294E+02   0.309165E+00   0.342162E+00  -0.209469E+00   0.354299E+02  -0.603377E-01   0.560353E+01  -0.274164E+01   0.168676E+01   0.105452E+01   0.959913E+00   0.110973E+01   0.130603E+01   0.567067E-01   0.167348E-01   0.994027E-02   0.195182E-01   0.695039E-02  -0.105123E+04   0.139268E+02   0.000000E+00  -0.106516E+04   0.213031E+04
   0.318374E+02   0.119024E+02  -0.312039E+00   0.708646E+00   0.133173E+01   0.341256E+02   0.468863E+01   0.220197E+01  -0.372962E+01  -0.114930E+01   0.103983E+01   0.998153E+00   0.111674E+01   0.126024E+01   0.517100E-01   0.123624E-01   0.143636E-01   0.143770E-03   0.128841E-01  -0.104604E+04   0.162399E+02   0.000000E+00  -0.106228E+04   0.212456E+04
   0.317672E+02   0.117512E+02   0.673949E+00   0.230075E+00  -0.842323E+00   0.341912E+02   0.399369E+01   0.249791E+01  -0.167182E+01  -0.275925E+01   0.104339E+01   0.101032E+01   0.113719E+01   0.126024E+01   0.449041E-01   0.256798E-01   0.117556E-01   0.200877E-02   0.366067E-02  -0.104173E+04   0.156353E+02   0.000000E+00  -0.105737E+04   0.211473E+04
   0.319331E+02   0.118799E+02   0.673949E+00   0.230075E+00  -0.215708E+00   0.345020E+02   0.301466E+01   0.303031E+01  -0.189116E+01   0.422936E+00   0.104602E+01   0.973951E+00   0.113350E+01   0.129558E+01   0.521728E-01   0.393342E-01   0.957466E-02   0.180097E-01   0.132850E-01  -0.104364E+04   0.112579E+02   0.000000E+00  -0.105490E+04   0.210980E+04
   0.319230E+02   0.116440E+02   0.102755E+01   0.361411E+00   0.335746E+00   0.341504E+02   0.291375E+01   0.424253E+01  -0.272466E+01  -0.323193E+01   0.104852E+01   0.132013E+01   0.115304E+01   0.124189E+01   0.462348E-01   0.130345E-01   0.264182E-01   0.354511E-02   0.223210E-01  -0.104369E+04   0.940986E+01   0.000000E+00  -0.105310E+04   0.210620E+04
   0.322153E+02   0.121463E+02   0.109390E+01   0.130203E+00   0.141524E+00   0.342228E+02   0.275650E+01   0.279700E+01  -0.350632E+01  -0.485020E+00   0.104852E+01   0.115906E+01   0.115387E+01   0.129544E+01   0.517244E-01   0.247268E-02   0.434210E-03   0.534502E-02   0.105305E-01  -0.104026E+04   0.159040E+02   0.000000E+00  -0.105616E+04   0.211233E+04
   0.326223E+02   0.123099E+02   0.757995E+00  -0.575959E+00  -0.582589E+00   0.341769E+02   0.361483E+01   0.744902E+00  -0.199423E+01  -0.151806E+01   0.106415E+01   0.116544E+01   0.114050E+01   0.128097E+01   0.477544E-01   0.247268E-02   0.105004E-01   0.119519E-02   0.388338E-01  -0.104579E+04   0.127655E+02   0.000000E+00  -0.105856E+04   0.211711E+04
   0.327362E+02   0.123099E+02   0.484013E+00   0.161991E+00   0.195645E+01   0.330154E+02   0.288572E+01   0.472836E+01  -0.157528E+01  -0.284360E+01   0.106691E+01   0.949691E+00   0.114050E+01   0.129088E+01   0.545962E-01   0.173580E-01   0.702081E-03   0.752486E-02   0.224780E-01  -0.104949E+04   0.142824E+02   0.000000E+00  -0.106377E+04   0.212754E+04
   0.331987E+02   0.125256E+02   0.152796E+01  -0.197627E+00   0.225986E+01   0.345834E+02   0.288572E+01   0.755434E+00  -0.200237E+01  -0.589989E+01   0.107870E+01   0.117988E+01   0.114363E+01   0.127909E+01   0.474848E-01   0.941430E-03   0.119333E-01   0.125068E-02   0.224205E-01  -0.104974E+04   0.140941E+02   0.000000E+00  -0.106383E+04   0.212767E+04
   0.331987E+02   0.116036E+02   0.123718E+01  -0.497524E+00   0.236558E+01   0.345396E+02   0.373695E+01   0.133680E+01  -0.892428E+00  -0.179715E+01   0.108747E+01   0.114484E+01   0.118238E+01   0.132931E+01   0.556489E-01   0.107735E-03   0.340970E-02   0.112904E-01   0.174486E-01  -0.104460E+04   0.133370E+02   0.000000E+00  -0.105794E+04   0.211587E+04
   0.329746E+02   0.114809E+02   0.568540E+00   0.321768E+00   0.187804E+01   0.345063E+02   0.486563E+01   0.418256E+01  -0.204767E+01  -0.243858E+01   0.108534E+01   0.973601E+00   0.118298E+01   0.132043E+01   0.538730E-01   0.101150E-03   0.159748E-01   0.348568E-02   0.166073E-01  -0.104475E+04   0.141913E+02   0.000000E+00  -0.105894E+04   0.211788E+04
   0.329640E+02   0.117937E+02  -0.199095E+00  -0.307312E+00   0.363369E+00   0.353103E+02   0.527133E+01   0.140624E+01   0.877678E+00  -0.184365E+01   0.108469E+01   0.108452E+01   0.113121E+01   0.134039E+01   0.514833E-01   0.218361E-01   0.343940E-01   0.336255E-01   0.180826E-02  -0.105104E+04   0.849931E+01   0.000000E+00  -0.105954E+04   0.211908E+04
   0.331746E+02   0.117937E+02   0.618624E+00  -0.442298E+00   0.682653E+00   0.350994E+02   0.880653E+00   0.276223E+01  -0.218736E+01  -0.130407E+01   0.108666E+01   0.983735E+00   0.117907E+01   0.131013E+01   0.565800E-01   0.902934E-02   0.165714E-01   0.294357E-01   0.257617E-02  -0.104398E+04   0.123285E+02   0.000000E+00  -0.105631E+04   0.211262E+04
   0.335512E+02   0.117023E+02   0.899917E+00  -0.996001E+00   0.156162E+01   0.346127E+02   0.189807E+01   0.245284E+01  -0.163793E+01  -0.128101E+01   0.110454E+01   0.890016E+00   0.117643E+01   0.133607E+01   0.481835E-01   0.534647E-02   0.594369E-02   0.314644E-01   0.307843E-02  -0.104648E+04   0.122464E+02   0.000000E+00  -0.105873E+04   0.211745E+04
   0.332734E+02   0.116891E+02   0.899917E+00  -0.107634E+01   0.170437E+01   0.351335E+02   0.442592E+01   0.297808E+01   0.261935E+00  -0.384307E+01   0.110170E+01   0.100073E+01   0.117643E+01   0.133706E+01   0.501543E-01   0.232733E-01   0.639163E-02   0.560513E-02   0.834566E-02  -0.104683E+04   0.130353E+02   0.000000E+00  -0.105987E+04   0.211973E+04
   0.331985E+02   0.115559E+02   0.417283E+00  -0.318818E+00   0.151146E+01   0.342511E+02   0.238951E+01   0.360978E+01  -0.444152E+01  -0.363900E+01   0.110097E+01   0.929673E+00   0.117675E+01   0.128989E+01   0.509076E-01   0.138737E-01   0.432495E-02   0.136284E-01   0.308759E-03  -0.104250E+04   0.150081E+02   0.000000E+00  -0.105751E+04   0.211502E+04
   0.331737E+02   0.113575E+02   0.296662E+00   0.693354E-02   0.508879E+00   0.342847E+02   0.277653E+01   0.256874E+01  -0.191368E+01  -0.172336E+01   0.109767E+01   0.996068E+00   0.118823E+01   0.131252E+01   0.571083E-01   0.295136E-01   0.127648E-02   0.342818E-01   0.179110E-01  -0.104608E+04   0.950331E+01   0.000000E+00  -0.105558E+04   0.211117E+04
   0.332167E+02   0.118326E+02   0.133193E+01   0.184201E+00   0.149043E+01   0.360390E+02   0.277653E+01   0.195902E+01  -0.871608E+00   0.959460E+00   0.108548E+01   0.117569E+01   0.116907E+01   0.135197E+01   0.482628E-01   0.366019E-02   0.149153E-01   0.248800E-01   0.166082E-02  -0.104584E+04   0.113287E+02   0.000000E+00  -0.105717E+04   0.211434E+04
   0.332167E+02   0.120742E+02   0.899257E+00   0.184201E+00   0.149043E+01   0.355795E+02   0.366133E+01   0.477491E+01  -0.256772E+01  -0.154370E+01   0.108966E+01   0.114565E+01   0.118028E+01   0.127863E+01   0.467337E-01   0.212013E-02   0.805500E-02   0.214189E-01   0.770699E-02  -0.104350E+04   0.137044E+02   0.000000E+00  -0.105720E+04   0.211441E+04
   0.329296E+02   0.121648E+02   0.147645E+01   0.184201E+00   0.152997E+01   0.340332E+02   0.366133E+01   0.277700E+01   0.115658E+01  -0.323847E+01   0.107746E+01   0.101743E+01   0.116151E+01   0.127863E+01   0.469093E-01   0.212013E-02   0.110484E-01   0.205085E-01   0.427889E-02  -0.104238E+04   0.152376E+02   0.000000E+00  -0.105762E+04   0.211524E+04
   0.327642E+02   0.112426E+02  -0.112070E+00  -0.357304E+00   0.211937E+00   0.347257E+02   0.656246E+00   0.232936E+01  -0.392627E+01  -0.160619E+01   0.108574E+01   0.921453E+00   0.116566E+01   0.125793E+01   0.579905E-01   0.233424E-02   0.343833E-01   0.256368E-01   0.424700E-02  -0.104851E+04   0.124314E+02   0.000000E+00  -0.106094E+04   0.212188E+04
   0.326207E+02   0.114364E+02   0.651863E+00  -0.922685E+00   0.156713E+01   0.328076E+02   0.179040E+01   0.295390E+01  -0.292650E+01  -0.208923E+01   0.106545E+01   0.105529E+01   0.115702E+01   0.124531E+01   0.527140E-01   0.326862E-02   0.694180E-03   0.180599E-01   0.224910E-01  -0.104368E+04   0.152056E+02   0.000000E+00  -0.105889E+04   0.211777E+04
   0.326207E+02   0.114032E+02   0.447130E+00  -0.780392E+00   0.156713E+01   0.345757E+02   0.906560E+00   0.516028E+01  -0.380747E+01   0.205571E+01   0.107046E+01   0.108254E+01   0.115169E+01   0.128056E+01   0.472314E-01   0.854980E-02   0.352676E-02   0.377394E-02   0.174118E-01  -0.104350E+04   0.154917E+02   0.000000E+00  -0.105899E+04   0.211798E+04
   0.321171E+02   0.113090E+02   0.809714E+00   0.207025E-01   0.230679E+00   0.348839E+02   0.325468E+01   0.286941E+01  -0.991237E+00  -0.289194E+01   0.104799E+01   0.116903E+01   0.116372E+01   0.132549E+01   0.491805E-01   0.896433E-02   0.129577E-02   0.923103E-02   0.491720E-02  -0.104070E+04   0.144291E+02   0.000000E+00  -0.105513E+04   0.211026E+04
   0.318872E+02   0.111850E+02   0.593716E-01  -0.210563E+00   0.535623E-01   0.342812E+02   0.485977E+01   0.538435E+01  -0.111677E+01  -0.294869E+01   0.105707E+01   0.982258E+00   0.116202E+01   0.124387E+01   0.507275E-01   0.950207E-02   0.811837E-02   0.237563E-02   0.117031E-01  -0.104284E+04   0.167008E+02   0.000000E+00  -0.105954E+04   0.211908E+04
   0.320306E+02   0.117926E+02   0.163294E+00   0.409155E-02  -0.214800E+00   0.338607E+02   0.247350E+01   0.467107E+01  -0.463413E+01  -0.241551E+01   0.105645E+01   0.102510E+01   0.114324E+01   0.123222E+01   0.476874E-01   0.186408E-01   0.103646E-04   0.139620E-01   0.103485E-01  -0.103838E+04   0.159790E+02   0.000000E+00  -0.105436E+04   0.210872E+04
   0.318450E+02   0.119569E+02   0.163294E+00  -0.204369E+00   0.104162E+00   0.324599E+02   0.215383E+01   0.406737E+01  -0.303909E+01  -0.882265E+00   0.104705E+01   0.873808E+00   0.112525E+01   0.122243E+01   0.434806E-01   0.108591E-01   0.968489E-02   0.322531E-01   0.157157E-02  -0.104344E+04   0.145598E+02   0.000000E+00  -0.105800E+04   0.211600E+04
   0.317468E+02   0.118390E+02   0.326497E+00   0.119333E+00  -0.197229E+00   0.333462E+02   0.356092E+01   0.359193E+01  -0.894504E+00  -0.529042E+00   0.104453E+01   0.971181E+00   0.112525E+01   0.126094E+01   0.472050E-01   0.174333E-01   0.677459E-02   0.320390E-01   0.954731E-03  -0.103979E+04   0.143491E+02   0.000000E+00  -0.105414E+04   0.210828E+04
   0.317468E+02   0.119791E+02   0.687401E-01   0.290703E+00   0.213708E+00   0.342082E+02   0.813985E+00   0.511044E+01  -0.407189E+01  -0.145836E+01   0.104453E+01   0.903709E+00   0.110648E+01   0.123898E+01   0.459938E-01   0.511815E-02   0.533445E-02   0.173943E-01   0.577770E-02  -0.104137E+04   0.169197E+02   0.000000E+00  -0.105829E+04   0.211658E+04
   0.310646E+02   0.115723E+02   0.208898E+00   0.314072E+00   0.348265E+00   0.342779E+02   0.358524E+01   0.425299E+01  -0.214320E+01  -0.146783E+01   0.102798E+01   0.109086E+01   0.110648E+01   0.124402E+01   0.486376E-01   0.263442E-02   0.147307E-01   0.454419E-02   0.317999E-02  -0.103821E+04   0.177003E+02   0.000000E+00  -0.105591E+04   0.211182E+04
   0.313186E+02   0.116815E+02   0.589338E+00   0.193185E+00  -0.274902E-01   0.342779E+02   0.506110E+01   0.916566E+00   0.337899E+00  -0.237370E+01   0.102729E+01   0.112991E+01   0.110884E+01   0.133147E+01   0.454649E-01   0.278055E-01   0.606628E-02   0.148202E-01   0.184499E-01  -0.104311E+04   0.112887E+02   0.000000E+00  -0.105440E+04   0.210880E+04
   0.313186E+02   0.112713E+02  -0.281382E+00   0.193185E+00  -0.230559E+00   0.352774E+02   0.506110E+01   0.236799E+01   0.737707E+00  -0.143709E+01   0.103492E+01   0.103817E+01   0.110674E+01   0.137168E+01   0.494548E-01   0.240547E-01   0.165586E-01   0.104372E-01   0.598403E-02  -0.104277E+04   0.121253E+02   0.000000E+00  -0.105490E+04   0.210979E+04
   0.313927E+02   0.112713E+02   0.524270E+00   0.208381E+00  -0.944906E-01   0.351281E+02   0.337982E+01   0.171854E+01  -0.161634E+01  -0.420143E+01   0.104024E+01   0.123633E+01   0.112761E+01   0.137168E+01   0.443924E-01   0.138952E-01   0.220282E-01   0.451791E-02   0.554185E-02  -0.104462E+04   0.106259E+02   0.000000E+00  -0.105525E+04   0.211049E+04
   0.313763E+02   0.117883E+02  -0.191665E+00   0.418932E+00  -0.165584E+00   0.331256E+02   0.402657E+01   0.171578E+01  -0.211344E+00  -0.164012E+01   0.103756E+01   0.957034E+00   0.110519E+01   0.125081E+01   0.465478E-01   0.261359E-01   0.809312E-02   0.108851E-01   0.348929E-02  -0.104062E+04   0.156095E+02   0.000000E+00  -0.105623E+04   0.211246E+04
   0.313763E+02   0.120642E+02   0.684879E-01   0.418932E+00  -0.550295E+00   0.330782E+02   0.288257E+01   0.227836E+01  -0.526512E+01  -0.210143E+01   0.103094E+01   0.940638E+00   0.109865E+01   0.125081E+01   0.498370E-01   0.720576E-02   0.118984E-01   0.259992E-01   0.619601E-02  -0.104343E+04   0.153578E+02   0.000000E+00  -0.105879E+04   0.211758E+04
   0.313763E+02   0.116544E+02   0.153384E+00   0.424758E+00  -0.550295E+00   0.327338E+02   0.241061E+01   0.333907E+01  -0.407463E+01  -0.854994E+00   0.103622E+01   0.117387E+01   0.112361E+01   0.122303E+01   0.524879E-01   0.747514E-02   0.331732E-04   0.827007E-02   0.134392E-02  -0.103862E+04   0.176752E+02   0.000000E+00  -0.105630E+04   0.211259E+04
   0.316634E+02   0.117612E+02   0.153384E+00   0.424758E+00   0.482712E-02   0.318724E+02   0.436490E+01   0.141319E+00  -0.210331E+01  -0.312485E+01   0.103358E+01   0.114406E+01   0.112361E+01   0.125701E+01   0.453509E-01   0.680060E-04   0.331732E-04   0.980400E-03   0.134450E-01  -0.104248E+04   0.177344E+02   0.000000E+00  -0.106021E+04   0.212043E+04
   0.314493E+02   0.116613E+02   0.125150E+00   0.515296E+00  -0.101399E+01   0.337066E+02   0.417457E+01   0.447740E+01  -0.264677E+01  -0.186243E+01   0.103044E+01   0.108805E+01   0.112896E+01   0.122805E+01   0.459685E-01   0.874537E-03   0.109094E-01   0.762935E-02   0.973380E-02  -0.104047E+04   0.173528E+02   0.000000E+00  -0.105782E+04   0.211565E+04
   0.313835E+02   0.116218E+02   0.760880E-01   0.515296E+00   0.718779E+00   0.342769E+02   0.280148E+01   0.271015E+01  -0.170084E+01  -0.130418E+01   0.102896E+01   0.893743E+00   0.110485E+01   0.129731E+01   0.428240E-01   0.264856E-02   0.620292E-03   0.762861E-02   0.576996E-02  -0.103960E+04   0.174559E+02   0.000000E+00  -0.105706E+04   0.211411E+04
   0.314184E+02   0.115695E+02   0.204234E+00   0.393067E+00  -0.390303E+00   0.336706E+02   0.467986E+01   0.466793E+01  -0.161362E+01  -0.297921E+01   0.103854E+01   0.982651E+00   0.111995E+01   0.126055E+01   0.451516E-01   0.230391E-02   0.158422E-01   0.955965E-02   0.118968E-01  -0.103986E+04   0.162207E+02   0.000000E+00  -0.105608E+04   0.211216E+04
   0.315821E+02   0.114001E+02   0.274791E+00   0.355773E+00   0.317723E+00   0.342039E+02   0.429281E+01   0.229869E+01  -0.291954E+01  -0.111360E+01   0.103634E+01   0.124803E+01   0.113461E+01   0.129366E+01   0.490356E-01   0.230391E-02   0.319742E-02   0.761172E-02   0.666853E-02  -0.103744E+04   0.147057E+02   0.000000E+00  -0.105215E+04   0.210429E+04
   0.316963E+02   0.113930E+02   0.256992E-01   0.295181E+00   0.317723E+00   0.340887E+02   0.429281E+01   0.165500E+01  -0.240411E+01  -0.409910E+01   0.104471E+01   0.112007E+01   0.113635E+01   0.129366E+01   0.473323E-01   0.968814E-02   0.319742E-02   0.110071E-01   0.350749E-02  -0.103710E+04   0.158027E+02   0.000000E+00  -0.105290E+04   0.210581E+04
   0.318555E+02   0.116222E+02   0.232307E-01  -0.160380E+00  -0.826467E+00   0.343423E+02   0.384546E+01   0.108055E+01  -0.333141E+01  -0.160145E+01   0.105710E+01   0.106536E+01   0.113277E+01   0.129366E+01   0.514592E-01   0.101175E-01   0.710748E-02   0.578384E-02   0.758137E-02  -0.103937E+04   0.159489E+02   0.000000E+00  -0.105532E+04   0.211064E+04
   0.318555E+02   0.115212E+02  -0.441448E+00  -0.160380E+00  -0.787934E+00   0.337638E+02   0.157211E+00   0.727656E+01  -0.387605E+01   0.119600E+01   0.105573E+01   0.771956E+00   0.112310E+01   0.123315E+01   0.554060E-01   0.150328E-02   0.405057E-02   0.283624E-01   0.187491E-02  -0.105080E+04   0.138885E+02   0.000000E+00  -0.106469E+04   0.212938E+04
   0.320392E+02   0.116015E+02  -0.441448E+00  -0.833993E+00   0.435293E+00   0.339706E+02   0.494576E+01   0.190188E+01   0.644376E-01  -0.208333E+01   0.105760E+01   0.991059E+00   0.112310E+01   0.133914E+01   0.491005E-01   0.289821E-01   0.187415E-01   0.127285E-01   0.671434E-02  -0.104535E+04   0.116848E+02   0.000000E+00  -0.105703E+04   0.211407E+04
   0.318346E+02   0.115888E+02   0.932656E+00  -0.745872E-01   0.575951E+00   0.352109E+02   0.236795E+01   0.587487E+01  -0.420166E+01  -0.231178E+01   0.105225E+01   0.995976E+00   0.112300E+01   0.134143E+01   0.518793E-01   0.163981E-02   0.576748E-02   0.732048E-02   0.519064E-02  -0.104130E+04   0.163894E+02   0.000000E+00  -0.105769E+04   0.211538E+04
   0.318345E+02   0.114115E+02   0.282235E+00   0.351913E+00   0.410624E+00   0.333631E+02   0.235153E+01   0.405961E+01  -0.369041E+01  -0.649904E+01   0.104947E+01   0.106228E+01   0.114011E+01   0.128640E+01   0.485906E-01   0.184601E-01   0.893640E-02   0.221275E-02   0.508726E-02  -0.104321E+04   0.156638E+02   0.000000E+00  -0.105887E+04   0.211775E+04
   0.316745E+02   0.117105E+02   0.201030E+00  -0.934036E-01  -0.384726E+00   0.346965E+02   0.466768E+01   0.541099E+01   0.228294E+00  -0.156582E+01   0.104947E+01   0.916824E+00   0.112485E+01   0.129678E+01   0.509157E-01   0.150385E-02   0.199532E-02   0.856309E-02   0.293977E-02  -0.104012E+04   0.175534E+02   0.000000E+00  -0.105767E+04   0.211535E+04
   0.320258E+02   0.117105E+02   0.201030E+00  -0.332673E+00   0.473736E+00   0.350016E+02   0.340687E+01  -0.131306E+01  -0.167710E+01  -0.172895E+00   0.105373E+01   0.979302E+00   0.112485E+01   0.134693E+01   0.430590E-01   0.696385E-03   0.380829E-02   0.395810E-02   0.139540E-01  -0.104458E+04   0.159807E+02   0.000000E+00  -0.106056E+04   0.212112E+04
   0.320186E+02   0.117105E+02   0.123383E+01  -0.332673E+00   0.576625E+00   0.345888E+02   0.431962E+01   0.291332E+01  -0.432847E+01   0.132255E+01   0.105713E+01   0.117199E+01   0.112327E+01   0.129394E+01   0.507506E-01   0.490740E-02   0.618074E-02   0.369742E-02   0.466981E-02  -0.104287E+04   0.160120E+02   0.000000E+00  -0.105888E+04   0.211776E+04
   0.322552E+02   0.120757E+02   0.827399E+00   0.267610E+00   0.576625E+00   0.335215E+02   0.381563E+01   0.291332E+01  -0.465703E+01  -0.305581E+01   0.105713E+01   0.108452E+01   0.113767E+01   0.129394E+01   0.473312E-01   0.134820E-02   0.102835E-01   0.249771E-01   0.177982E-01  -0.104154E+04   0.133556E+02   0.000000E+00  -0.105490E+04   0.210979E+04
   0.320625E+02   0.119312E+02   0.719994E+00   0.267610E+00   0.615519E+00   0.350279E+02   0.381563E+01   0.379740E+01  -0.449577E+01  -0.280149E+01   0.105267E+01   0.100450E+01   0.113445E+01   0.131878E+01   0.481553E-01   0.134820E-02   0.120338E-02   0.544769E-03   0.254926E-01  -0.103759E+04   0.158809E+02   0.000000E+00  -0.105347E+04   0.210694E+04
   0.320873E+02   0.115702E+02   0.481850E+00   0.189847E+00   0.526860E+00   0.351356E+02   0.455618E+01   0.210045E+01  -0.987426E+00  -0.313127E+01   0.106151E+01   0.100450E+01   0.113445E+01   0.135104E+01   0.510577E-01   0.776291E-02   0.625301E-02   0.201058E-02   0.159851E-02  -0.103659E+04   0.162005E+02   0.000000E+00  -0.105279E+04   0.210558E+04
   0.322795E+02   0.120947E+02   0.302521E+00   0.873462E+00   0.104142E+01   0.354677E+02   0.325564E+01   0.153231E+01  -0.124965E+01  -0.132355E+01   0.106029E+01   0.855299E+00   0.115166E+01   0.135104E+01   0.487193E-01   0.123080E-01   0.622559E-02   0.504080E-02   0.150243E-01  -0.104580E+04   0.128350E+02   0.000000E+00  -0.105863E+04   0.211727E+04
   0.323297E+02   0.121911E+02  -0.206325E+00  -0.905246E+00  -0.205648E+00   0.341463E+02   0.290236E+01   0.406402E+01  -0.237475E+01  -0.517339E+00   0.106030E+01   0.101841E+01   0.110549E+01   0.131640E+01   0.507409E-01   0.441229E-02   0.330339E-01   0.109193E-01   0.181199E-01  -0.104741E+04   0.123853E+02   0.000000E+00  -0.105980E+04   0.211959E+04
   0.322852E+02   0.115071E+02  -0.291856E+00  -0.905246E+00   0.371599E+00   0.336966E+02   0.725537E+01   0.578972E+00   0.681260E+00  -0.215388E+01   0.106167E+01   0.102351E+01   0.111696E+01   0.131640E+01   0.506122E-01   0.192236E-01   0.527415E-02   0.182487E-01   0.155093E-01  -0.104748E+04   0.130648E+02   0.000000E+00  -0.106054E+04   0.212109E+04
   0.321000E+02   0.113871E+02   0.286238E+00  -0.728684E+00   0.284740E+00   0.333644E+02   0.531270E+01   0.133404E+01  -0.767896E+00  -0.478309E+01   0.106366E+01   0.105465E+01   0.112913E+01   0.124398E+01   0.544823E-01   0.734204E-02   0.102500E-02   0.341265E-03   0.712432E-03  -0.104071E+04   0.191059E+02   0.000000E+00  -0.105982E+04   0.211963E+04
   0.319946E+02   0.113307E+02   0.610302E+00  -0.190319E+00   0.284740E+00   0.340425E+02   0.230529E+01   0.418903E+01  -0.210119E+01  -0.157461E+01   0.105315E+01   0.107197E+01   0.113529E+01   0.129738E+01   0.487729E-01   0.152205E-02   0.245136E-02   0.236620E-02   0.129312E-01  -0.103722E+04   0.169500E+02   0.000000E+00  -0.105417E+04   0.210834E+04
   0.320929E+02   0.114598E+02   0.610302E+00   0.173582E+00   0.957626E+00   0.343121E+02   0.345821E+01   0.217335E+01  -0.326912E+01  -0.988614E+00   0.105059E+01   0.119422E+01   0.113059E+01   0.132479E+01   0.554781E-01   0.103652E-01   0.139913E-02   0.250234E-02   0.106558E-01  -0.103987E+04   0.144268E+02   0.000000E+00  -0.105430E+04   0.210859E+04
   0.322223E+02   0.117413E+02   0.779564E+00   0.115649E+01   0.718806E+00   0.345261E+02   0.502025E+01   0.278217E+01  -0.216948E+01   0.446869E+00   0.105663E+01   0.108819E+01   0.112450E+01   0.130228E+01   0.490905E-01   0.709508E-02   0.103989E-03   0.646951E-02   0.228699E-02  -0.104141E+04   0.171535E+02   0.000000E+00  -0.105856E+04   0.211713E+04
   0.319044E+02   0.120338E+02   0.684769E+00   0.103024E+01   0.655340E+00   0.347595E+02   0.273861E+01   0.253122E+01  -0.335563E+01  -0.786582E-01   0.104967E+01   0.787913E+00   0.112450E+01   0.125861E+01   0.499674E-01   0.496445E-02   0.939552E-02   0.339228E-01   0.344632E-03  -0.104529E+04   0.126430E+02   0.000000E+00  -0.105793E+04   0.211587E+04
   0.320920E+02   0.120733E+02   0.506917E+00   0.638027E+00   0.655340E+00   0.336150E+02   0.269250E+01   0.216056E+01  -0.222418E+01  -0.984248E+00   0.104972E+01   0.872601E+00   0.112450E+01   0.125943E+01   0.484470E-01   0.308073E-01   0.143590E-02   0.259493E-01   0.395399E-03  -0.104207E+04   0.134413E+02   0.000000E+00  -0.105551E+04   0.211102E+04
   0.320190E+02   0.121179E+02   0.506917E+00   0.144589E+01   0.968219E+00   0.337936E+02   0.227644E+01   0.280127E+01  -0.442717E+01  -0.262657E+01   0.105115E+01   0.105302E+01   0.114033E+01   0.125820E+01   0.456845E-01   0.223160E-01   0.951965E-02   0.440760E-02   0.159602E-01  -0.104310E+04   0.145146E+02   0.000000E+00  -0.105761E+04   0.211523E+04
   0.321471E+02   0.117058E+02   0.560836E+00   0.489664E+00   0.113471E+01   0.332993E+02   0.255641E+01   0.197322E+01  -0.328636E+01  -0.262657E+01   0.105635E+01   0.114669E+01   0.112481E+01   0.125820E+01   0.477406E-01   0.794011E-02   0.573402E-02   0.179256E-02   0.106314E-01  -0.103841E+04   0.163901E+02   0.000000E+00  -0.105480E+04   0.210960E+04
   0.320768E+02   0.122065E+02   0.362205E+00   0.489664E+00   0.766691E+00   0.323650E+02   0.558442E+01   0.132988E+01  -0.218211E+01  -0.276993E+01   0.105882E+01   0.107922E+01   0.111342E+01   0.127136E+01   0.503832E-01   0.553671E-03   0.793676E-03   0.178238E-01   0.108124E-01  -0.104402E+04   0.165628E+02   0.000000E+00  -0.106058E+04   0.212117E+04
