Kmin_MC_a0     Kmin_TR_a0     Q_mult_e1_n1   Q_mult_e1_n2   Q_mult_e2_n1   Q_mult_e2_n2   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.342225E+02   0.347988E+02   0.112382E+01   0.124651E+01   0.150272E+01   0.130635E+01   0.177858E+00   0.213640E-01   0.249289E-03   0.522739E-02   0.280128E-02  -0.121406E+04   0.500599E+01   0.000000E+00  -0.121907E+04   0.243813E+04
   0.346095E+02   0.349492E+02   0.113318E+01   0.114385E+01   0.150923E+01   0.127712E+01   0.158563E+00   0.229859E-01   0.861379E-02   0.522739E-02   0.103428E-01  -0.121582E+04   0.517553E+01   0.000000E+00  -0.122100E+04   0.244199E+04
   0.336231E+02   0.339854E+02   0.111847E+01   0.120177E+01   0.151509E+01   0.120171E+01   0.173156E+00   0.465917E-02   0.271394E-02   0.304914E-01   0.172439E-02  -0.121487E+04   0.646650E+01   0.000000E+00  -0.122134E+04   0.244267E+04
   0.348414E+02   0.348821E+02   0.112430E+01   0.144670E+01   0.167463E+01   0.125156E+01   0.175486E+00   0.836299E-03   0.473327E-02   0.111008E-01   0.758835E-02  -0.122018E+04  -0.301127E+01   0.000000E+00  -0.121717E+04   0.243434E+04
   0.343633E+02   0.340371E+02   0.116082E+01   0.123322E+01   0.163015E+01   0.115869E+01   0.165165E+00   0.467119E-03   0.124196E-01   0.143957E-01   0.219193E-01  -0.121799E+04   0.170650E+01   0.000000E+00  -0.121970E+04   0.243939E+04
   0.370566E+02   0.348321E+02   0.124760E+01   0.972819E+00   0.168820E+01   0.120127E+01   0.172377E+00   0.121691E-02   0.184745E-03   0.117714E-02   0.217954E-02  -0.121493E+04   0.470127E+01   0.000000E+00  -0.121963E+04   0.243926E+04
   0.370053E+02   0.324385E+02   0.121600E+01   0.115352E+01   0.168095E+01   0.116937E+01   0.159026E+00   0.121691E-02   0.107666E-01   0.731757E-02   0.217954E-02  -0.121774E+04   0.315007E+01   0.000000E+00  -0.122089E+04   0.244178E+04
   0.343296E+02   0.346347E+02   0.113148E+01   0.971233E+00   0.150841E+01   0.116578E+01   0.175330E+00   0.563233E-02   0.219979E-02   0.694398E-03   0.187685E-01  -0.121301E+04   0.101367E+02   0.000000E+00  -0.122315E+04   0.244629E+04
   0.346209E+02   0.337211E+02   0.115175E+01   0.100551E+01   0.158274E+01   0.125291E+01   0.179778E+00   0.152177E-01   0.219979E-02   0.297836E-01   0.232191E-02  -0.121483E+04   0.408892E+01   0.000000E+00  -0.121892E+04   0.243784E+04
   0.352731E+02   0.344203E+02   0.115437E+01   0.989046E+00   0.154421E+01   0.123027E+01   0.177863E+00   0.428570E-02   0.168324E-02   0.264101E-01   0.286696E-01  -0.121550E+04   0.445231E+01   0.000000E+00  -0.121995E+04   0.243990E+04
   0.352592E+02   0.344655E+02   0.117736E+01   0.111457E+01   0.156714E+01   0.122962E+01   0.188227E+00   0.565528E-03   0.179579E-01   0.164077E-01   0.321586E-01  -0.121689E+04   0.216966E+01   0.000000E+00  -0.121906E+04   0.243812E+04
   0.352592E+02   0.349328E+02   0.115997E+01   0.103887E+01   0.153406E+01   0.117251E+01   0.178899E+00   0.850058E-03   0.137307E-01   0.194797E-02   0.141014E-01  -0.121296E+04   0.852285E+01   0.000000E+00  -0.122148E+04   0.244297E+04
   0.351412E+02   0.351132E+02   0.118370E+01   0.114406E+01   0.161040E+01   0.139050E+01   0.172625E+00   0.784671E-02   0.130208E-01   0.123147E-01   0.382873E-02  -0.121619E+04   0.314250E-01   0.000000E+00  -0.121622E+04   0.243244E+04
   0.362011E+02   0.337861E+02   0.121196E+01   0.114613E+01   0.155576E+01   0.126567E+01   0.163067E+00   0.502357E-02   0.549590E-02   0.766723E-02   0.625966E-02  -0.121485E+04   0.518450E+01   0.000000E+00  -0.122003E+04   0.244007E+04
   0.358879E+02   0.352421E+02   0.118835E+01   0.107470E+01   0.165748E+01   0.116808E+01   0.169187E+00   0.183415E-02   0.687265E-02   0.480304E-01   0.309204E-02  -0.121634E+04   0.134545E+01   0.000000E+00  -0.121769E+04   0.243537E+04
   0.354698E+02   0.345151E+02   0.116391E+01   0.108576E+01   0.159477E+01   0.113889E+01   0.171583E+00   0.161644E-01   0.407613E-03   0.941059E-02   0.873455E-02  -0.121290E+04   0.642474E+01   0.000000E+00  -0.121932E+04   0.243865E+04
   0.346275E+02   0.353668E+02   0.115421E+01   0.114245E+01   0.154888E+01   0.131926E+01   0.188698E+00   0.208421E-02   0.727377E-02   0.194710E-01   0.130297E-02  -0.121424E+04   0.462556E+01   0.000000E+00  -0.121887E+04   0.243773E+04
   0.351529E+02   0.344725E+02   0.115421E+01   0.112726E+01   0.153144E+01   0.125778E+01   0.188969E+00   0.476167E-02   0.260975E-02   0.471643E-02   0.403064E-03  -0.121184E+04   0.832881E+01   0.000000E+00  -0.122017E+04   0.244034E+04
   0.333957E+02   0.354508E+02   0.113186E+01   0.110987E+01   0.147352E+01   0.132305E+01   0.171856E+00   0.347663E-02   0.170214E-02   0.419079E-02   0.945083E-03  -0.121414E+04   0.928559E+01   0.000000E+00  -0.122343E+04   0.244685E+04
   0.337880E+02   0.339722E+02   0.110381E+01   0.113456E+01   0.148662E+01   0.114081E+01   0.192469E+00   0.162371E-02   0.533324E-02   0.101662E-01   0.241255E-01  -0.121743E+04   0.906394E+01   0.000000E+00  -0.122649E+04   0.245299E+04
   0.333622E+02   0.355913E+02   0.112855E+01   0.106139E+01   0.152442E+01   0.118596E+01   0.171540E+00   0.162371E-02   0.402494E-02   0.266809E-02   0.220301E-01  -0.121598E+04   0.889684E+01   0.000000E+00  -0.122488E+04   0.244975E+04
   0.339582E+02   0.348108E+02   0.112590E+01   0.100142E+01   0.153285E+01   0.128741E+01   0.173129E+00   0.210559E-01   0.429485E-02   0.168181E-01   0.172179E-02  -0.121431E+04   0.575014E+01   0.000000E+00  -0.122006E+04   0.244012E+04
   0.352585E+02   0.338484E+02   0.116253E+01   0.102717E+01   0.160268E+01   0.114677E+01   0.155628E+00   0.374379E-02   0.160803E-02   0.200857E-01   0.412679E-02  -0.121393E+04   0.698115E+01   0.000000E+00  -0.122091E+04   0.244182E+04
   0.349569E+02   0.348428E+02   0.114725E+01   0.882507E+00   0.151571E+01   0.122017E+01   0.166973E+00   0.569878E-02   0.260271E-02   0.142564E-01   0.172684E-02  -0.121403E+04   0.854711E+01   0.000000E+00  -0.122258E+04   0.244515E+04
   0.352457E+02   0.347264E+02   0.114848E+01   0.103970E+01   0.158683E+01   0.111888E+01   0.159643E+00   0.247417E-01   0.553201E-02   0.117850E-02   0.577444E-02  -0.121563E+04   0.715611E+01   0.000000E+00  -0.122279E+04   0.244557E+04
   0.346542E+02   0.332292E+02   0.114898E+01   0.109063E+01   0.157393E+01   0.120680E+01   0.172708E+00   0.149078E-01   0.746389E-02   0.560561E-02   0.606226E-03  -0.121229E+04   0.683588E+01   0.000000E+00  -0.121913E+04   0.243825E+04
   0.356842E+02   0.332292E+02   0.116768E+01   0.110962E+01   0.155978E+01   0.123271E+01   0.176676E+00   0.299085E-01   0.292774E-02   0.106466E-02   0.266007E-02  -0.121429E+04   0.557430E+01   0.000000E+00  -0.121986E+04   0.243973E+04
   0.352607E+02   0.348094E+02   0.116768E+01   0.110962E+01   0.152883E+01   0.120297E+01   0.166305E+00   0.314119E-01   0.120767E-01   0.698085E-02   0.262653E-01  -0.121736E+04   0.295337E+01   0.000000E+00  -0.122031E+04   0.244063E+04
   0.355334E+02   0.336446E+02   0.116419E+01   0.135413E+01   0.162780E+01   0.122170E+01   0.162629E+00   0.345321E-02   0.697804E-02   0.934372E-05   0.115003E-01  -0.121425E+04   0.993163E+00   0.000000E+00  -0.121524E+04   0.243049E+04
   0.361827E+02   0.337562E+02   0.120055E+01   0.108431E+01   0.161550E+01   0.119849E+01   0.170098E+00   0.345321E-02   0.748213E-03   0.757673E-02   0.237958E-01  -0.121348E+04   0.433330E+01   0.000000E+00  -0.121781E+04   0.243563E+04
   0.351264E+02   0.350746E+02   0.115710E+01   0.120453E+01   0.154316E+01   0.116251E+01   0.190056E+00   0.902558E-02   0.710611E-02   0.530419E-01   0.761986E-02  -0.121940E+04   0.201919E+01   0.000000E+00  -0.122142E+04   0.244284E+04
   0.344405E+02   0.335662E+02   0.114343E+01   0.115993E+01   0.154300E+01   0.118260E+01   0.172631E+00   0.442978E-01   0.265016E-02   0.238926E-01   0.924008E-02  -0.121745E+04   0.225216E+01   0.000000E+00  -0.121970E+04   0.243940E+04
   0.344405E+02   0.335374E+02   0.114441E+01   0.110097E+01   0.157557E+01   0.124065E+01   0.169513E+00   0.173262E-01   0.265016E-02   0.452309E-02   0.838929E-02  -0.121285E+04   0.573390E+01   0.000000E+00  -0.121858E+04   0.243717E+04
   0.348231E+02   0.320017E+02   0.113458E+01   0.105823E+01   0.158364E+01   0.112931E+01   0.196264E+00   0.127960E-01   0.541846E-03   0.702668E-02   0.574844E-02  -0.121853E+04   0.831569E+01   0.000000E+00  -0.122685E+04   0.245369E+04
   0.347172E+02   0.370920E+02   0.115761E+01   0.992130E+00   0.153214E+01   0.129401E+01   0.165949E+00   0.286882E-01   0.253535E-01   0.625604E-02   0.351703E-02  -0.121942E+04   0.325296E+01   0.000000E+00  -0.122267E+04   0.244535E+04
   0.349583E+02   0.351529E+02   0.114362E+01   0.104773E+01   0.162216E+01   0.121124E+01   0.165322E+00   0.916796E-02   0.581943E-02   0.588861E-02   0.374511E-01  -0.121572E+04   0.271966E+01   0.000000E+00  -0.121844E+04   0.243688E+04
   0.350819E+02   0.353898E+02   0.114712E+01   0.134587E+01   0.157269E+01   0.129372E+01   0.149230E+00   0.599182E-02   0.886396E-03   0.402692E-02   0.111591E-01  -0.121665E+04   0.168394E+01   0.000000E+00  -0.121833E+04   0.243667E+04
   0.357778E+02   0.334543E+02   0.118272E+01   0.110875E+01   0.159623E+01   0.123444E+01   0.158624E+00   0.683205E-02   0.247092E-01   0.113455E-02   0.122235E-01  -0.121484E+04   0.342249E+01   0.000000E+00  -0.121826E+04   0.243652E+04
   0.352364E+02   0.348528E+02   0.120230E+01   0.105104E+01   0.156315E+01   0.116799E+01   0.186456E+00   0.411003E-01   0.122091E-01   0.132273E-03   0.543227E-02  -0.121811E+04   0.422797E+01   0.000000E+00  -0.122234E+04   0.244468E+04
   0.361416E+02   0.334337E+02   0.121253E+01   0.111273E+01   0.162040E+01   0.112364E+01   0.190030E+00   0.112526E-01   0.766557E-03   0.384305E-02   0.897742E-02  -0.121609E+04   0.581707E+01   0.000000E+00  -0.122191E+04   0.244381E+04
   0.357042E+02   0.352659E+02   0.121951E+01   0.102532E+01   0.156239E+01   0.116427E+01   0.183899E+00   0.164629E-02   0.338972E-03   0.521490E-02   0.524143E-02  -0.121486E+04   0.877688E+01   0.000000E+00  -0.122364E+04   0.244727E+04
   0.358611E+02   0.342942E+02   0.116061E+01   0.107663E+01   0.158254E+01   0.134268E+01   0.166406E+00   0.164629E-02   0.268173E-02   0.927817E-03   0.234182E-03  -0.121218E+04   0.617103E+01   0.000000E+00  -0.121835E+04   0.243670E+04
   0.346847E+02   0.345544E+02   0.116099E+01   0.107671E+01   0.156419E+01   0.127479E+01   0.161400E+00   0.271298E-01   0.727426E-04   0.927817E-03   0.183722E-01  -0.121404E+04   0.405037E+01   0.000000E+00  -0.121809E+04   0.243618E+04
   0.361509E+02   0.334650E+02   0.118336E+01   0.105805E+01   0.165358E+01   0.120804E+01   0.179106E+00   0.280468E-01   0.880210E-02   0.589922E-02   0.152741E-01  -0.121701E+04   0.122630E+01   0.000000E+00  -0.121824E+04   0.243647E+04
   0.354263E+02   0.341539E+02   0.117704E+01   0.119889E+01   0.165183E+01   0.117073E+01   0.175311E+00   0.103102E-01   0.419555E-02   0.628362E-02   0.145957E-02  -0.121265E+04   0.391605E+01   0.000000E+00  -0.121657E+04   0.243313E+04
   0.357321E+02   0.344786E+02   0.117441E+01   0.102429E+01   0.165465E+01   0.128226E+01   0.166911E+00   0.642020E-02   0.135232E-01   0.704549E-02   0.522572E-02  -0.121341E+04   0.270493E+01   0.000000E+00  -0.121611E+04   0.243223E+04
   0.361928E+02   0.356118E+02   0.120075E+01   0.137491E+01   0.154659E+01   0.122744E+01   0.168266E+00   0.179794E-01   0.196524E-01   0.663435E-04   0.117634E-01  -0.122003E+04  -0.482147E+00   0.000000E+00  -0.121955E+04   0.243910E+04
   0.360689E+02   0.357160E+02   0.117216E+01   0.116000E+01   0.161249E+01   0.128490E+01   0.174031E+00   0.393181E-01   0.764359E-02   0.128862E-01   0.108606E-01  -0.121823E+04  -0.107008E+01   0.000000E+00  -0.121716E+04   0.243432E+04
   0.364435E+02   0.357367E+02   0.119352E+01   0.115282E+01   0.157544E+01   0.122913E+01   0.155312E+00   0.250938E-01   0.413663E-02   0.546561E-02   0.181695E-01  -0.121955E+04   0.265454E+01   0.000000E+00  -0.122220E+04   0.244441E+04
   0.360134E+02   0.335521E+02   0.122891E+01   0.117530E+01   0.165506E+01   0.125575E+01   0.174607E+00   0.174236E-01   0.470924E-02   0.108522E-01   0.772718E-02  -0.121851E+04   0.701880E-01   0.000000E+00  -0.121858E+04   0.243716E+04
   0.353026E+02   0.338094E+02   0.115651E+01   0.101399E+01   0.164951E+01   0.110875E+01   0.165395E+00   0.753864E-03   0.138354E-02   0.157889E-01   0.772718E-02  -0.121384E+04   0.650332E+01   0.000000E+00  -0.122034E+04   0.244069E+04
   0.343508E+02   0.344213E+02   0.114972E+01   0.970219E+00   0.147371E+01   0.126192E+01   0.180122E+00   0.630746E-02   0.138354E-02   0.474921E-01   0.292319E-02  -0.121673E+04   0.617124E+01   0.000000E+00  -0.122290E+04   0.244580E+04
   0.349836E+02   0.357860E+02   0.116791E+01   0.107578E+01   0.155473E+01   0.121430E+01   0.169778E+00   0.134977E-02   0.903598E-03   0.190881E-02   0.223232E-01  -0.121230E+04   0.734919E+01   0.000000E+00  -0.121965E+04   0.243930E+04
   0.346275E+02   0.352819E+02   0.113437E+01   0.114141E+01   0.159647E+01   0.120475E+01   0.174044E+00   0.405456E-02   0.247305E-02   0.132489E-01   0.394428E-03  -0.121176E+04   0.667983E+01   0.000000E+00  -0.121844E+04   0.243688E+04
   0.351557E+02   0.337549E+02   0.115422E+01   0.114141E+01   0.155134E+01   0.126335E+01   0.168041E+00   0.232703E-03   0.162863E-01   0.364013E-03   0.651720E-02  -0.121172E+04   0.638982E+01   0.000000E+00  -0.121811E+04   0.243622E+04
   0.356852E+02   0.346321E+02   0.117959E+01   0.114381E+01   0.161436E+01   0.122669E+01   0.165779E+00   0.488679E-02   0.179525E-01   0.638277E-03   0.500184E-02  -0.121173E+04   0.430140E+01   0.000000E+00  -0.121603E+04   0.243206E+04
   0.360045E+02   0.342653E+02   0.116503E+01   0.100715E+01   0.161436E+01   0.124133E+01   0.160988E+00   0.495977E-03   0.746105E-02   0.116726E-01   0.139821E-01  -0.121449E+04   0.476411E+01   0.000000E+00  -0.121925E+04   0.243851E+04
   0.354329E+02   0.362063E+02   0.117685E+01   0.101016E+01   0.161436E+01   0.130856E+01   0.166404E+00   0.129928E-02   0.352675E-01   0.855757E-02   0.517723E-03  -0.121524E+04   0.205407E+01   0.000000E+00  -0.121729E+04   0.243459E+04
   0.351513E+02   0.329571E+02   0.116339E+01   0.904903E+00   0.159511E+01   0.117498E+01   0.173010E+00   0.120919E-01   0.439441E-01   0.731407E-02   0.517723E-03  -0.121745E+04   0.304258E+01   0.000000E+00  -0.122049E+04   0.244099E+04
   0.350877E+02   0.350409E+02   0.117337E+01   0.114787E+01   0.154960E+01   0.117855E+01   0.170915E+00   0.144973E-01   0.379040E-02   0.455861E-02   0.206449E-02  -0.121209E+04   0.739357E+01   0.000000E+00  -0.121948E+04   0.243897E+04
   0.352744E+02   0.341536E+02   0.116395E+01   0.100337E+01   0.156752E+01   0.125218E+01   0.171447E+00   0.175406E-01   0.835646E-02   0.617961E-02   0.436427E-02  -0.121229E+04   0.569762E+01   0.000000E+00  -0.121799E+04   0.243598E+04
   0.352744E+02   0.366961E+02   0.116406E+01   0.115777E+01   0.165088E+01   0.126015E+01   0.171447E+00   0.106567E-01   0.123636E-02   0.936408E-02   0.495868E-02  -0.121537E+04   0.283690E+01   0.000000E+00  -0.121821E+04   0.243641E+04
   0.352744E+02   0.348366E+02   0.117087E+01   0.117015E+01   0.154624E+01   0.131649E+01   0.161335E+00   0.365851E-03   0.693943E-02   0.194116E-01   0.979983E-02  -0.121370E+04   0.352157E+01   0.000000E+00  -0.121722E+04   0.243444E+04
   0.352414E+02   0.356452E+02   0.115447E+01   0.912675E+00   0.159041E+01   0.121706E+01   0.183978E+00   0.174027E-01   0.310912E-02   0.323548E-01   0.182938E-01  -0.121839E+04   0.198360E+01   0.000000E+00  -0.122037E+04   0.244075E+04
   0.351165E+02   0.359025E+02   0.116916E+01   0.981838E+00   0.158312E+01   0.124378E+01   0.182081E+00   0.229611E-01   0.801052E-02   0.881186E-02   0.957358E-02  -0.121525E+04   0.403411E+01   0.000000E+00  -0.121928E+04   0.243857E+04
   0.348569E+02   0.347238E+02   0.117436E+01   0.107709E+01   0.163201E+01   0.129551E+01   0.168873E+00   0.258938E-01   0.771435E-02   0.918140E-02   0.123367E-01  -0.121655E+04   0.544206E+00   0.000000E+00  -0.121709E+04   0.243419E+04
   0.344315E+02   0.348872E+02   0.115740E+01   0.108767E+01   0.151693E+01   0.116303E+01   0.171807E+00   0.374829E-02   0.303286E-02   0.879177E-02   0.403545E-02  -0.121220E+04   0.995306E+01   0.000000E+00  -0.122215E+04   0.244431E+04
   0.344315E+02   0.355156E+02   0.111505E+01   0.110061E+01   0.152498E+01   0.125229E+01   0.184866E+00   0.402477E-02   0.303286E-02   0.576192E-02   0.403545E-02  -0.121304E+04   0.893152E+01   0.000000E+00  -0.122197E+04   0.244394E+04
   0.345528E+02   0.353269E+02   0.113299E+01   0.111748E+01   0.165526E+01   0.115001E+01   0.171933E+00   0.913467E-02   0.123162E-01   0.408470E-01   0.343703E-02  -0.121921E+04   0.143023E+01   0.000000E+00  -0.122064E+04   0.244128E+04
   0.339595E+02   0.325446E+02   0.112577E+01   0.113973E+01   0.150518E+01   0.113570E+01   0.188294E+00   0.110746E-01   0.498406E-02   0.302829E-02   0.104732E-01  -0.121652E+04   0.948670E+01   0.000000E+00  -0.122601E+04   0.245201E+04
   0.352660E+02   0.336165E+02   0.117337E+01   0.110225E+01   0.159157E+01   0.123509E+01   0.159901E+00   0.379273E-02   0.266734E-02   0.243900E-01   0.786830E-02  -0.121348E+04   0.437100E+01   0.000000E+00  -0.121785E+04   0.243570E+04
   0.353021E+02   0.343886E+02   0.117798E+01   0.986170E+00   0.158472E+01   0.114387E+01   0.168147E+00   0.379273E-02   0.103056E-01   0.100407E-01   0.397712E-02  -0.121243E+04   0.754555E+01   0.000000E+00  -0.121998E+04   0.243995E+04
   0.361708E+02   0.346210E+02   0.118791E+01   0.972355E+00   0.163700E+01   0.122455E+01   0.174373E+00   0.830906E-04   0.177200E-02   0.188054E-01   0.283263E-02  -0.121246E+04   0.504689E+01   0.000000E+00  -0.121751E+04   0.243501E+04
   0.361708E+02   0.343099E+02   0.117151E+01   0.109564E+01   0.162820E+01   0.134150E+01   0.175615E+00   0.647618E-02   0.295939E-02   0.955925E-02   0.178965E-02  -0.121437E+04   0.297876E+01   0.000000E+00  -0.121735E+04   0.243470E+04
   0.347180E+02   0.342911E+02   0.117140E+01   0.110337E+01   0.164966E+01   0.112095E+01   0.165420E+00   0.411255E-02   0.369584E-01   0.357680E-02   0.253544E-02  -0.121722E+04   0.345016E+01   0.000000E+00  -0.122067E+04   0.244134E+04
   0.370227E+02   0.329195E+02   0.119290E+01   0.125331E+01   0.164510E+01   0.109872E+01   0.169774E+00   0.316553E-02   0.582051E-01   0.108889E-01   0.323784E-02  -0.122476E+04  -0.152670E+01   0.000000E+00  -0.122323E+04   0.244647E+04
   0.343851E+02   0.347636E+02   0.116246E+01   0.111109E+01   0.157866E+01   0.134785E+01   0.158090E+00   0.166098E-01   0.118973E-01   0.178509E-02   0.323784E-02  -0.121619E+04   0.302483E+01   0.000000E+00  -0.121921E+04   0.243843E+04
   0.355385E+02   0.341184E+02   0.116078E+01   0.107619E+01   0.157934E+01   0.123189E+01   0.170926E+00   0.951294E-03   0.150345E-01   0.213282E-01   0.475107E-02  -0.121316E+04   0.486227E+01   0.000000E+00  -0.121802E+04   0.243604E+04
   0.360880E+02   0.341765E+02   0.119795E+01   0.101604E+01   0.160919E+01   0.126322E+01   0.173536E+00   0.652373E-02   0.118707E-01   0.121672E-01   0.108717E-01  -0.121393E+04   0.321638E+01   0.000000E+00  -0.121715E+04   0.243429E+04
   0.345480E+02   0.345083E+02   0.117560E+01   0.954261E+00   0.158407E+01   0.118083E+01   0.175210E+00   0.209020E-01   0.285911E-01   0.113589E-01   0.518173E-02  -0.121774E+04   0.323121E+01   0.000000E+00  -0.122097E+04   0.244194E+04
   0.357031E+02   0.352954E+02   0.118559E+01   0.104641E+01   0.158158E+01   0.128113E+01   0.180605E+00   0.832226E-02   0.269952E-01   0.116062E-01   0.127217E-01  -0.121573E+04   0.194050E+01   0.000000E+00  -0.121767E+04   0.243534E+04
   0.355499E+02   0.357738E+02   0.116077E+01   0.115277E+01   0.156464E+01   0.124047E+01   0.188326E+00   0.866922E-02   0.325461E-01   0.213653E-02   0.112603E-01  -0.121718E+04   0.307619E+01   0.000000E+00  -0.122026E+04   0.244051E+04
   0.358392E+02   0.350492E+02   0.119374E+01   0.107090E+01   0.154484E+01   0.133026E+01   0.176207E+00   0.260689E-01   0.165836E-01   0.193249E-02   0.681048E-02  -0.121587E+04   0.251745E+01   0.000000E+00  -0.121839E+04   0.243677E+04
   0.353451E+02   0.339880E+02   0.115658E+01   0.111558E+01   0.161549E+01   0.138339E+01   0.160237E+00   0.206123E-01   0.276816E-01   0.666352E-03   0.331281E-02  -0.121843E+04  -0.756092E+00   0.000000E+00  -0.121767E+04   0.243535E+04
   0.353686E+02   0.360119E+02   0.115658E+01   0.122182E+01   0.155050E+01   0.139467E+01   0.168234E+00   0.280503E-02   0.545215E-02   0.940039E-02   0.103489E-02  -0.121423E+04   0.275353E+01   0.000000E+00  -0.121698E+04   0.243397E+04
   0.350537E+02   0.357128E+02   0.116044E+01   0.964153E+00   0.152150E+01   0.127458E+01   0.172330E+00   0.712972E-02   0.100457E-02   0.504356E-02   0.527772E-02  -0.121205E+04   0.841100E+01   0.000000E+00  -0.122046E+04   0.244092E+04
   0.357850E+02   0.347758E+02   0.121088E+01   0.115147E+01   0.151404E+01   0.119917E+01   0.173709E+00   0.404705E-02   0.197457E-03   0.269351E-02   0.183728E-02  -0.121414E+04   0.907199E+01   0.000000E+00  -0.122321E+04   0.244642E+04
   0.354227E+02   0.345456E+02   0.118834E+01   0.122578E+01   0.167152E+01   0.115497E+01   0.180187E+00   0.642354E-02   0.153037E-01   0.354561E-02   0.956042E-02  -0.121603E+04   0.164304E+01   0.000000E+00  -0.121767E+04   0.243535E+04
   0.357752E+02   0.350230E+02   0.118834E+01   0.107252E+01   0.152110E+01   0.135354E+01   0.181681E+00   0.552906E-02   0.236204E-02   0.354561E-02   0.163105E-01  -0.121471E+04   0.510363E+01   0.000000E+00  -0.121981E+04   0.243963E+04
   0.359232E+02   0.347577E+02   0.123631E+01   0.105884E+01   0.159704E+01   0.119362E+01   0.180107E+00   0.577106E-02   0.150241E-01   0.233147E-02   0.785872E-02  -0.121723E+04   0.500426E+01   0.000000E+00  -0.122223E+04   0.244447E+04
   0.364001E+02   0.343354E+02   0.121075E+01   0.124298E+01   0.163388E+01   0.118623E+01   0.171250E+00   0.230378E-02   0.738944E-02   0.104162E-01   0.134511E-01  -0.121493E+04   0.182426E+01   0.000000E+00  -0.121675E+04   0.243351E+04
   0.366791E+02   0.343354E+02   0.121075E+01   0.109687E+01   0.171364E+01   0.119067E+01   0.153281E+00   0.196514E-01   0.486451E-03   0.202182E-01   0.306523E-02  -0.121840E+04   0.331859E+00   0.000000E+00  -0.121873E+04   0.243746E+04
   0.356323E+02   0.339432E+02   0.119518E+01   0.108480E+01   0.163375E+01   0.121408E+01   0.156434E+00   0.104922E-02   0.449744E-02   0.232410E-01   0.891371E-02  -0.121467E+04   0.339022E+01   0.000000E+00  -0.121806E+04   0.243612E+04
   0.358239E+02   0.327572E+02   0.119100E+01   0.101367E+01   0.163162E+01   0.111954E+01   0.170195E+00   0.136086E-02   0.518055E-02   0.126176E-01   0.140548E-01  -0.121482E+04   0.568454E+01   0.000000E+00  -0.122050E+04   0.244101E+04
   0.343127E+02   0.346285E+02   0.114927E+01   0.998918E+00   0.149834E+01   0.123557E+01   0.175186E+00   0.125895E-01   0.114908E-01   0.104954E-01   0.517331E-02  -0.121373E+04   0.784600E+01   0.000000E+00  -0.122158E+04   0.244315E+04
   0.349400E+02   0.349857E+02   0.113008E+01   0.113371E+01   0.158292E+01   0.136224E+01   0.165645E+00   0.726043E-02   0.108980E-01   0.645983E-02   0.116229E-01  -0.121549E+04   0.245520E+01   0.000000E+00  -0.121795E+04   0.243589E+04
   0.350345E+02   0.337448E+02   0.116525E+01   0.120567E+01   0.162530E+01   0.114182E+01   0.171322E+00   0.235528E-01   0.843667E-03   0.283557E-01   0.940087E-02  -0.121651E+04   0.118879E+01   0.000000E+00  -0.121770E+04   0.243540E+04
   0.358229E+02   0.346952E+02   0.119295E+01   0.115627E+01   0.159950E+01   0.123172E+01   0.179778E+00   0.504110E-02   0.706884E-02   0.986395E-03   0.830639E-02  -0.121201E+04   0.500250E+01   0.000000E+00  -0.121701E+04   0.243403E+04
   0.357738E+02   0.355078E+02   0.116304E+01   0.114414E+01   0.156739E+01   0.133954E+01   0.172642E+00   0.528435E-02   0.218664E-01   0.267111E-02   0.681500E-02  -0.121469E+04   0.284568E+01   0.000000E+00  -0.121754E+04   0.243507E+04
   0.357738E+02   0.342525E+02   0.115339E+01   0.113002E+01   0.151742E+01   0.121853E+01   0.185587E+00   0.528435E-02   0.657867E-03   0.709119E-02   0.600504E-02  -0.121492E+04   0.875840E+01   0.000000E+00  -0.122368E+04   0.244736E+04
   0.348638E+02   0.349263E+02   0.116279E+01   0.108682E+01   0.157328E+01   0.123706E+01   0.164531E+00   0.220763E-01   0.632983E-02   0.256843E-02   0.320978E-01  -0.121498E+04   0.273342E+01   0.000000E+00  -0.121771E+04   0.243543E+04
   0.350608E+02   0.349263E+02   0.117448E+01   0.101547E+01   0.153373E+01   0.137215E+01   0.171012E+00   0.282272E-01   0.240347E-02   0.173468E-02   0.905754E-02  -0.121483E+04   0.343644E+01   0.000000E+00  -0.121827E+04   0.243653E+04
   0.359661E+02   0.348659E+02   0.120247E+01   0.920766E+00   0.163316E+01   0.119531E+01   0.164401E+00   0.604450E-02   0.118479E-01   0.376561E-02   0.213288E-03  -0.121318E+04   0.533515E+01   0.000000E+00  -0.121852E+04   0.243703E+04
   0.352373E+02   0.349668E+02   0.117413E+01   0.919044E+00   0.158615E+01   0.121157E+01   0.177370E+00   0.977253E-02   0.359506E-02   0.822116E-02   0.154727E-01  -0.121340E+04   0.539305E+01   0.000000E+00  -0.121879E+04   0.243759E+04
   0.357790E+02   0.364369E+02   0.119165E+01   0.112654E+01   0.163112E+01   0.123662E+01   0.168808E+00   0.252353E-02   0.740134E-02   0.423895E-03   0.713833E-02  -0.121330E+04   0.473898E+01   0.000000E+00  -0.121804E+04   0.243608E+04
